"","ARE","ARG","AUT","BGD","BGR","BHS","BIH","BLR","BRA","BRB","CAN","CHE","CHL","CHN","COG","COL","CRI","CZE","DEU","DNK","DOM","ECU","ESP","EST","FIN","FJI","FRA","GBR","GRC","GTM","GUY","HKG","HND","HRV","HUN","IND","IRL","ISR","ITA","JAM","KHM","KOR","LBN","LKA","LTU","LVA","MEX","MNG","MWI","MYS","NGA","NIC","NLD","NOR","NZL","PAK","PAN","PER","PHL","POL","PRT","PRY","QAT","ROU","RWA","SAU","SDN","SLV","SRB","SVK","SVN","SWE","THA","TTO","TUR","TZA","UGA","URY","USA","VEN","ZAF","ZMB","ZWE","ALB","ARM","AUS","AZE","BEN","BFA","BHR","CIV","CYP","DZA","ETH","GAB","GEO","GIN","JOR","JPN","KAZ","KEN","KGZ","KWT","MDG","MKD","MNE","MOZ","MUS","NER","RUS","SEN","SGP","SYR","TUN","CMR","GHA","ISL","MAR","MDA","MLI","MLT","OMN","PSE","TGO","VNM","AFG","BDI","BOL","CAF","CUB","EGY","FLK","GIB","IDN","IRN","IRQ","LBR","LBY","MAC","NCL","PRK","SHN","SLE","SMR","SUR","SYC","TKM","UKR","ABW","AGO","BLZ","COD","DJI","ERI","GMB","GNQ","GRL","HTI","KIR","LAO","MMR","MRT","NPL","PNG","SOM","TCD","TJK","TLS","UZB","WSM","ASM","KNA","MHL","MNP","ATA","BMU","FSM","GNB","GUM","PLW","SPM","ATF","TKL","VAT","HMD","SGS"
"SLE",465842.24,161894.22,131359.04,890178.61,537319.39,0,327134.53,0,252742.2,0,9974891.32,1594348.66,216554.34,5167581.37,0,7461,0,4636834.44,31485059.73,197378.26,0,0,4835011.9,374337.13,3972229.97,0,33263792.17,5411240.94,10017.21,0,0,212587.59,0,0,35000,3342484.13,228731.29,6000,358441.01,0,0,717595.95,249104.5,0,0,134976.82,239076.91,0,18651.16,74120.16,62342.29,0,11013616.81,0,259159.9,339196.61,0,0,34208,31289107.81,5578379.2,0,35562.09,203938.11,0,49181.65,31445.86,0,611395.77,293953.27,84122.65,13356,31444,0,1156064.01,12543.02,0,0,54534821.03,15923.01,1467620,0,0,8015.68,165784,2075813.91,35486.52,0,1588540.13,0,0,24043.47,1664,2306.12,0,0,419687.11,0,3120496.98,2230815.66,74058.28,0,370364,2368,123380.82,0,0,349386,1835971.58,2834104.28,5902710.22,0,0,90204,36212,267142.48,0,495140.34,33325.01,0,28638,26275,0,0,1867068.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35816.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2563.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",794395.3,258002,7180206.91,0,1945511.17,0,0,33580.39,2839666.09,0,0,1165562.15,65221,98676.15,0,777717,0,1293692.3,14811717.32,1836386,0,0,21570785.46,430763,1286231.74,0,39018827.93,13330101.6,13958235.68,31077,0,54003,0,687169.39,995596.12,0,311771.79,0,0,0,0,277615.61,1313346,0,217755,282358.51,51845,0,0,10592,0,0,4220291,39618.06,83228,35498,0,250039,0,9788298.05,1586901.31,0,0,45081874.34,67052,1667807.01,0,20847,587965.93,511706.83,3433465.46,1130158,5950.47,0,645126,0,0,0,1534554.58,0,467635,0,0,231304.8,0,0,48414,0,0,0,0,5569,7525,8003,0,59921,0,0,0,194918.97,0,0,188260.28,7047,0,310570,0,9064,0,947020,0,0,0,0,0,0,0,0,0,0,331324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",323817.22,0,3346474.04,423419.2,19074.22,1227,435572.13,0,18057113.35,753115.48,372830579.9,42866.93,0,2787931.84,0,66758.05,22530.18,4211805.55,746109.71,39274,75224.88,41647,2844192,53238.14,146382,1315,105960888.17,437625.11,80038.52,3335.57,11059103.31,3338179.66,36472,0,17000,533669.12,512090.36,0,15908343.65,15020171.93,0,317218.79,16102.68,0,0,0,5036,0,0,15131,7530098.84,0,29403428.62,292989858.55,11738,87570.71,4259,90663.55,0,27420323.19,1166135.56,0,0,14333624.06,0,7240832.75,15159656.27,0,306635.21,1347940.22,135467.61,537181,63634.8,3040730.98,76995.97,3773,0,19909.52,127714825.21,150000,24102,0,0,51224.84,7015.29,306197.17,0,2503,0,0,0,13236.9,0,88528,0,0,10333,0,8373414.16,2406,89548.25,0,209537,0,0,1024,0,0,0,18218214.44,0,0,0,0,1119,0,19988531.56,837850.66,1436.94,0,0,0,0,0,98496.96,0,0,10435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12623.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",2030863.94,49981,8522275.31,23332.98,27679.35,0,48789,0,460502.28,0,3618615.64,2001669.59,6262350,4312312.76,0,0,0,216447.63,9146738.97,1064821.01,0,6389987.13,18476712.34,43512,488009.72,0,68622071.97,84757036.37,167177.86,66135.28,0,2218080.49,0,5990,457466.83,815634.01,3099647.36,218166.1,21021764.34,0,0,245443.7,1677,214843.6,0,0,155511,51058.46,1582730.94,48368,96602,0,7420395.48,153204.11,698947,20536.94,0,9108,609392.1,45373,0,0,15346.25,0,0,0,3581904.06,0,126285.59,173605,2114280.32,67519,5192171.45,8470,194223,16207606.75,43800,30509,9162361.73,0,6385226,733719.84,3267936.64,10375,0,2670387.92,267206.2,0,0,0,0,228516.86,232015,3447,0,0,0,0,29916015.34,26191.16,3108495.14,1356.09,34987,5452465.23,15304,8437.7,1268954.52,35846400.95,0,734481.64,0,1882755.47,0,0,3199,107184.17,0,0,4153.45,0,307686.82,0,0,119616.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27870.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKM",4163858.74,0,35301834.28,69145661.52,4080821.19,0,0,897968.78,632666.1,0,949557.62,73272,10523,47935152.99,0,0,0,438343.95,4101601.48,0,0,0,9756016.43,811586.56,307975,0,5081656.54,29988032.97,26594507.99,0,0,8896.81,0,3227,360813.78,7988907.55,55059.1,836608.43,220474825.97,0,28414,688806.42,8927035.53,0,155358.9,834890.69,612073,9792,0,487230,448065,0,716261.67,213068,3124,10370554.74,0,0,0,7626955.25,5474392.43,0,0,123664355.28,0,78074.04,62408.22,0,26944434.78,343179,160455.58,3942983.13,0,14667,379492772.66,0,0,0,218264340.51,0,0,0,0,8422358.44,8936831.7,55457,38162680.3,0,0,0,0,7087,0,142278,0,149901421,0,0,73408,129575514.77,18331,1241558.47,83209,0,0,0,176044.81,3014.5,0,66741871.59,0,0,434266,0,0,0,14580,264505.37,541948.79,0,0,0,26156.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UKR",541059758.53,108729457.22,313694222.99,88564414.6,637912004.37,0,125748252.45,1475834279.72,341418952.25,883705.97,98234301.02,98606888.1,28592196.83,607144298.83,680276.57,50919308.79,24490099.24,636707130.01,1983452759.78,195547245.42,21244.4,33811659.38,833814258.82,191442598.71,73034559.53,16167.55,555179848.99,193465247.85,362859574.63,10180521.8,551380.18,14839669.07,1030178.71,91957111.26,1172317490.85,850423548.59,14719209.86,145923689.8,3065463626.62,76084.02,23237.73,273516149.9,111099551.65,741922.29,321053116.24,145487907.73,127321747.58,32640388.97,2551758.74,95898439.32,398872873.46,7235503.97,339493695.28,90045783.37,3432277.61,186267253.65,0,29087410.79,19038607.13,1578289917.46,34933121.48,152855.3,29375761.29,731155662.12,2777996.7,668121585.42,29767051.75,14699818.76,340262858.97,542977548.48,56803168.23,72552447.32,157019920.23,3569405.98,4180201258.91,53541110.45,13044159.07,10629638.85,1223248715.54,23003355.98,16532341.84,2424,54307.43,101543610.06,240223473.46,21187302.13,440197221.64,3867930.32,26637276.12,17391886.18,29603185.68,46273297.08,474112404,67108766.55,2320753.07,469629393,7361697.73,305367931.88,152518311.35,1477869848.19,42885067.18,76972078.95,29267784.86,2427687.17,96281052.7,15429367.5,869485.27,137949.47,7343949.37,12806052325.06,109058541.17,432758463.66,792679021.09,283676578.63,0,51908143.59,2031683.6,193396136.61,655952531.14,11093591.22,3737518.21,76083745.5,4547746.59,8109340.22,35916976.61,0,372586.35,609780.99,0,0,0,0,0,0,0,0,0,4031442.55,589884.5,190604.41,0,0,0,0,0,0,0,0,0,0,1281,0,0,0,0,0,1172.43,0,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABW",0,4294778.32,21183.36,48200.38,50959,27084,0,0,253567671.97,1118,107320211.74,13444,280441.76,108617.15,1959,100014451.99,256985634.83,19928,1931704.93,82921.28,22524.06,39347670.29,14929646.45,0,4637,0,164078588.1,63693648.17,4701452.94,1890540.61,69468.28,61530.3,2051996.65,11981.89,1795000,0,2413.18,51000,9284545.7,1697781.75,50083.29,523891.5,8929.28,11309,0,0,67393447.98,486789.46,3811,0,26533,7389.68,4351388.35,0,1612,0,31096542.35,80416765.1,0,0,0,0,23222896.23,6546836.47,7994,58904641.98,42172303.17,356297.85,0,0,160228.95,6469506.85,0,468377.9,8966441.31,116767.53,4828.46,2542268.39,2843126293.61,1501959.61,16996,10780.42,8294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGO",277805495.83,1776,77487.39,1031,11123,0,3135.51,0,858622728.46,0,1010505212.7,186007761.14,872272987.5,11650029365.45,860944730.31,12010,23670,262444.2,171413941.29,5939,1200,112204129.97,600012000.87,5848,4842,0,2151560017.39,273268422.11,0,8031.13,0,49819487,2330261.79,13226.71,0,834101476.72,22427,657866,177996758.22,0,0,309531798.61,431778.53,0,0,1902.89,48735182.24,0,0,7629,63125597.97,0,4154129.33,2506267,1401,97691,0,473370612.55,0,1103735.09,460488085.84,0,12307.7,0,9058.48,0,0,0,170698.43,2952,182272.03,13504,81472259.13,0,882416.87,42708,21538,0,11691362820.79,1509,1647784433.32,70611,18225,0,0,32597,27283.11,12904,0,0,0,0,109106,0,1143988,0,0,0,172230813.58,45336,12209,0,0,0,0,2520.61,152208,0,0,791292,0,7710744.01,0,15743,272537.75,12463,0,13940264.44,0,0,0,0,1590,437820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BLZ",1361537.16,0,252618.82,124395.43,34831.58,0,26118.59,0,188758.44,2514449.97,10037561.79,543858.11,28152,37649,0,5994726.2,39041867.45,644595.36,1979763.68,4420,5699257.18,0,2338397.38,9305,10887390.4,0,1616792.89,68686893.28,207378.03,2449955.04,1374228.04,25862,379324.4,34639,0,197275.65,5521886.93,17993,96239.48,6012476.54,2259,4949697.73,299516.19,12141,5653466.1,3589,8747625.09,0,84813,265395.75,17005574.28,2660,21495814.71,0,19458.11,307959.86,39072985.8,0,0,1287.21,8547605.01,0,0,1345.43,0,1100049.47,0,2005371.77,7361.79,66944,9080.3,39914.29,20607024.84,10776781.93,1691625.21,0,0,208439.75,114940688,649876.23,1368077.78,4318,0,0,256000,1920652.93,15250,0,0,19956,16459634.5,2777,128052,48553,0,74790,0,0,8057149.5,2242,376440.12,3852,65229,0,16847.27,0,712540,436201.64,0,930071.34,0,0,0,6022,2923197.28,0,0,2146,108926,0,0,0,0,0,2298670.35,0,0,9863,0,13112,0,0,0,0,0,0,0,0,0,2155,0,0,0,0,37353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COD",6875,0,249446.37,267928.24,0,0,0,1700,159024889.87,0,751441.69,498843.81,0,454489885.77,18306085.37,0,66053.25,952053.19,16612173.22,920281.78,127642.31,0,5122177.74,0,192174400.78,0,130062534.36,1335868.85,199678.68,0,0,188603.54,0,332082.79,1000,16756843.95,67018.57,0,29118392.26,0,33917.22,5914985.62,130269.73,0,93465.23,557299.31,0,0,0,6034996.07,0,3622,27933010.22,0,1623,71439.77,0,0,0,38937994.36,24203383.69,0,79717.28,222511.16,2734282.33,0,2674818.45,0,36079.05,29365.66,3729048.46,30273,0,157449.66,1072943.71,641794.24,76786.87,0,203677432.72,0,7704892.81,122728778.87,676480.88,0,0,361758.84,0,93330.31,2134581.05,0,79693,542650.05,14771,0,90538,0,28227.47,0,2987593.02,0,22613401.82,0,1449,151696,0,0,0,0,39700,2640166.43,90771,0,0,0,158183.13,0,0,3522148.91,14122.15,0,0,0,0,26099,0,0,766307.78,0,656336.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DJI",17120473.06,0,44578.89,0,0,0,0,0,0,0,0,133144,0,1596912.65,0,166808,20658.4,2642,30000,0,0,0,223748,0,0,0,1001518.36,256759.95,251269.06,37419.87,0,2154942.35,0,3422.36,0,2890575.52,227743.38,53000,2643217.91,0,0,0,29854.62,16517,0,0,3355,0,5271,826710.88,9699.81,0,729394.22,0,11315,727965.71,0,0,0,1295855.47,0,0,479725.67,0,32865,123793164.98,165598,0,0,1365451.03,2490.58,962392.75,0,0,194536.4,64141.53,107506.13,0,1082790.43,0,20552,0,0,0,0,92053.35,0,1211,0,1102579.01,0,0,0,448370.55,23099,0,0,0,5444.3,0,24986005.19,0,1013155.69,0,7598.37,0,0,0,5512,0,0,651925.29,0,16490.39,0,18564,0,0,11686,0,0,2826842.61,0,0,20520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERI",214802.25,0,71721.82,0,11032.38,0,0,0,9308,7201,18769,543860.45,0,2415953.68,0,87598.38,0,18837.53,52732835.34,0,0,0,0,0,0,40418.54,1491913.49,132562.06,0,0,219589.75,0,0,0,0,992695.26,144798.47,25000,5344763.37,0,0,461016.26,16346,61244.52,0,0,183265,0,42874.43,117849.56,1205335.02,0,6864,4215,2031,57016,0,0,0,65069.35,0,0,24779,14737,81761.79,527407.47,6535542.65,0,0,2633,0,18576.82,264358,0,318064.06,128553,5006,0,273227.94,48859.58,188810,17290,0,0,3420,71508,0,7275,0,0,0,0,0,13382,0,0,18222,0,3439.76,0,9426,0,97811,0,0,0,2009,0,0,9975,0,0,145420.03,36323.65,0,0,0,122363.98,0,0,0,0,0,0,0,0,5441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GMB",0,0,19699,1591185.72,32153.74,0,0,0,3963.92,0,71420,16740,0,7862666.46,0,80465,0,1137,116840.36,3837.12,0,0,1023739.9,0,47527,2147,2452890.9,4024537.33,1726777.76,0,26101.46,376811.39,15414,41496.23,5613.89,15097346,64495.58,4000,4465,0,0,111710.32,38264,0,0,0,73062.53,0,12824,36960.57,290889,0,1453100.24,60609.48,0,115646.18,0,2688,0,1802,294929.82,0,0,0,0,0,0,0,0,0,0,4143.38,224292.04,0,109679.11,37493,0,0,155180.15,0,792421,0,0,0,0,30944,0,0,0,0,4041,0,0,15970.41,49733.1,0,279264.37,0,36218.08,0,217456.27,0,0,0,0,7054,0,0,1056,0,235365.49,0,0,1999,58813.39,355640.28,0,0,0,240881.53,0,3641,0,0,565854.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1570,0,0,0,0,0,0,0,1527349.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNQ",10082.99,0,0,0,0,0,0,0,190058039.3,0,196900969.3,0,0,1535537573.45,78075293.29,0,0,11874,120610573.64,37979123.53,0,23162018.89,1128549048.17,0,0,0,607807694.39,3311568.93,719778.04,7830317.61,0,33371.78,1124,0,11000,65926203.22,27797,0,157989247.81,0,0,0,0,0,0,0,4238072.89,0,0,0,4908290.2,1027472.11,94010994.14,88880843.5,0,0,0,7649869.21,1663,16186,532156193.77,39647.58,0,0,0,14245.84,0,2814819.06,0,0,0,0,0,20534.8,42395654.51,0,0,0,1671776948.5,0,2165630,0,0,0,0,8109.33,0,3670723.79,7097670.79,0,101429194.06,0,0,0,4484421.91,0,0,0,528075041.58,59380,0,0,0,0,0,0,0,0,162146.3,0,13366916.4,0,0,0,203594663.39,1752926.81,0,1963183.48,0,0,0,0,0,592522.86,0,0,0,750513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRL",2859,0,627179,0,24447,0,0,6600,0,6090,43511968,265298,0,32653955.55,0,0,0,4412,30322458.09,327181109.86,0,0,1445473.51,575997,190735.38,0,7771442.13,5615862.8,93553.46,0,0,0,0,45916.78,0,0,11052.9,0,55431,0,8884,1213884,1132,0,41797.88,0,39133.41,0,0,28158,288982.43,0,4813689.24,7484115.05,0,3416,0,0,3227,9555142.75,93918,0,0,0,0,202146.73,14934,0,0,68567,0,2968,5288570.94,10153,98911,0,0,0,10122215.91,0,12811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3827,0,64465961.67,27327,0,0,13900,0,0,0,0,0,0,8289451,0,0,0,0,0,6430,9962930.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8365,3851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTI",0,31203,67475.09,0,1903,135843.79,0,0,334828.32,55628.94,20596229.9,2953134.87,135972,6121755.88,0,6465562.63,36192,37489.48,2261969.21,14551,46226607.76,16098.3,2991529.59,40608.6,26948.2,0,10091166.66,8330988.06,12985,21384.09,634146.36,736454.18,59219.77,44724,8930.65,1447156.8,83802,13000,992771.6,140250.54,0,317826.77,15022,0,0,0,12112726.58,0,0,299224.01,108349.39,0,243464.74,34736,337723,5403.8,155469.71,107892.88,10702.16,143870.02,0,0,0,2213,1099.39,75424.08,39481,65463.32,2026,110968.12,1428,23752,10028203.98,225080.32,16961.67,0,90984.72,0,494018300.84,5340,10392,0,0,0,2235.57,1605577,0,0,69088.8,0,0,0,16219,0,0,0,0,0,913694.78,5152.61,2518.42,0,23450,5743.64,0,0,13653,32737.23,0,12434.81,0,0,0,2526,0,50850,0,0,0,0,0,0,0,5711.92,827004.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIR",73791.21,0,10851,0,1176,0,0,0,0,0,47766,0,0,0,0,12241,0,0,28000,35708,0,44005.46,0,0,0,803732.67,67807.96,5153.15,0,0,0,1217344.56,0,0,0,1443,402604,0,0,0,0,1427,0,0,0,0,1043095.74,0,0,183309.52,0,0,0,0,2597,1261,0,0,1539406.78,1581.9,0,0,0,0,0,0,0,0,3104.46,0,0,544806.19,212753.89,0,0,0,0,0,442946.45,0,1871.69,0,0,0,0,4445667.33,0,0,0,0,0,0,0,0,0,0,0,0,1547734.39,9663,0,0,0,0,6059,0,0,0,0,3457.85,0,1397244,0,0,0,0,0,0,2273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",0,340270,5326041.55,0,206760,0,26460,7600,264039.11,0,6174526.61,2514106.32,62263.86,81879643.24,0,15410,0,1552633.97,50237348,1416081,0,0,7085828.56,138270.03,1054386.91,0,39955062.26,46253810.58,201844,0,0,94731.07,0,435273,401161.32,78813.68,2247916.62,3000,8013610.51,0,442704.09,70267561.14,132886,0,0,82662.54,502878,0,0,35506009,3449366.36,4431,10180377.98,840884.35,40753.49,19224.24,0,20901,8302.38,11751217.65,1384175.78,0,0,21465,0,34834,457182.12,0,111912,223064.67,369688,1669497.22,456705404.46,190955.98,730009,0,0,10690,20794473.86,5891,100461,0,0,0,0,5039718.7,0,34712,0,0,6974.26,0,0,0,0,0,0,0,11050472.07,16935,0,0,82012.07,0,2396,1247,0,0,0,1039560.86,7178.84,1229516.41,0,4035,1474,0,44518,11708,0,0,0,573935.6,25110,8880.45,199906522.07,0,0,3069,0,0,0,0,0,0,0,0,0,0,2750,26607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMR",30791767.06,9869031.89,13733134.64,51824453.47,386001.09,0,1424719.28,7200,1137427.57,0,7189442.29,727030.71,197062,354685011.83,0,69233,4093,1329954.93,123392044.52,9958925.67,0,0,47610151.64,499041,1855332.63,70578.57,28084766.38,56352404.47,1458230.01,307755,0,79936448.53,0,1826245.18,148000,753999160.63,80208.34,688681.87,47737959.8,0,40456,77418993.3,952562.6,5222968.37,0,0,6103793.98,0,0,133255096.48,1883340.56,0,16655850.98,1152263,1130677.78,47652532.79,0,63854,2689012.02,3483255.29,211787.45,47177,2986000.96,455439,0,1605487.38,0,0,1586472.13,862853.32,1692418.13,3516499.45,2090452613.35,4270.64,11377141.74,0,0,446058.13,0,0,14213014,0,0,0,0,17850337.24,0,0,0,1050474.17,0,396764,0,0,0,0,0,825267.11,291591148.36,65021,0,0,5231919.38,0,147624,86516.37,0,2162267.45,0,2461638.73,0,58372872.8,89991,94400.7,0,0,198398.12,4270,30228.71,0,77562,877134.48,0,0,70424214.31,0,0,15726,0,0,0,0,0,0,0,0,0,0,198998.35,5336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT",2442656.78,97707,7288.37,730266.01,12209,0,6204.67,630116.32,8577,0,705677.13,0,109149.93,510093090.91,13320793.91,212841.11,79188,10516,115733383.66,13028,7114,0,157117662.35,387143.4,20661267.96,0,158942940.58,11144425.99,6124589.38,0,0,1548771.4,3236,109588.73,0,386722.05,26083.25,52600.97,139534890.11,0,0,1508151,1633520.34,18687,259905.96,65016.5,287639,0,0,5701,16571860.2,1424,30375315.51,7763519.22,2193,330241,0,3108,0,273029.3,2414601.8,0,0,0,12300.28,1697200.09,36530,0,17041.19,4015,7539.2,106991,980899.07,0,6797212.11,0,2511,4835,610617.9,0,170604,235828.96,0,0,23991.13,29804,0,18288585.79,5259,93834.02,73534928.57,0,4093423,0,123723.1,38441,228549.68,191730.73,102463399.55,26922,1235,0,61207.99,15292,1495.37,0,27864.17,2580,97377.01,57864299.62,337956.14,0,102112,1726933,44013100.23,7705033.17,29141.27,1219414.85,0,1987337.27,5229,0,195304.47,2356728.86,0,0,0,0,2261,0,0,0,0,0,0,0,0,0,0,93428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPL",1385583.9,15446,2333874.27,122672.49,24145.91,0,19856,46200,374278,0,13037836.9,6371582.2,102873.96,14033734.56,0,21824,43464,1230800.11,45971685.24,2280093.11,0,1630,5194680.44,33695.6,322513.5,39374.02,18289828.92,19365690.46,285618.96,1070,0,1355890.84,0,644088.68,108596.09,456725757.64,231866,93718.8,9868963.98,0,10809,587606.99,117651,73225.73,34752.11,22206.03,2142245.55,20677,3743,260320.33,5662230.39,0,4086204,623112.49,712349.05,1507868.15,0,7585,1950422.84,444846.76,8920450.66,0,249846.03,35757,0,149077.02,0,0,82636.82,80951.23,324923.31,826851.34,686486.88,3541,6564505.35,30555.93,0,8788,95681659.49,0,583797,2233.67,0,0,12412.54,2866941.03,0,0,0,0,4735,11098.92,0,14712.55,0,0,0,3149.29,8266006.94,2093,0,0,42423.54,0,0,0,0,1730,0,553342.33,0,1131245.57,0,25744,0,0,75638.02,6807.98,0,0,0,0,0,15114,239837.23,0,126364,2206,0,0,0,0,0,0,0,0,0,0,1270,26916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",0,15824,679699.21,882571.52,0,0,1331,9561.38,0,0,3019869.33,195200.18,196989.44,423029347.98,1377,0,1814.43,1342204.54,266093006.58,2937027.48,0,0,66424114.55,6332.8,54553.07,1226790.77,7773241.54,72164081.75,10041798.06,0,0,15936149.07,86332.88,18765.48,0,190925140.74,754719.67,14000,89210157.82,0,74681,130607781.46,2318.71,92580.93,0,0,94064.58,232965.06,1082,36678060.17,641896,0,37525681.42,100049.08,60543310.14,8021.42,0,0,119942034.1,2111424.11,500294.73,0,0,0,0,0,0,0,6833.39,0,2185.16,1301731.18,77352069.17,0,42709.87,0,0,189195.9,101522158.27,0,351185,0,0,0,2954.89,1994004831.07,0,0,0,0,0,46931.38,0,0,1193,0,0,0,794237645.3,0,0,0,15324,0,0,0,0,0,0,3656064.19,0,24372554.29,0,0,1910,0,68121.14,3646,0,0,105003.08,0,0,11400,20777885.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3378.07,905313.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
