"","AUT","BGR","BHS","BRA","BRB","CHE","CHN","COL","CRI","CUB","CYP","CZE","DEU","DNK","ECU","ESP","FIN","FRA","GBR","GIN","GRC","GTM","GUY","HKG","IDN","IRL","IRN","ITA","JAM","KAZ","KHM","KNA","KOR","LBN","LKA","LTU","MEX","MNG","MWI","MYS","NGA","NIC","NLD","NOR","PAN","PER","PHL","POL","PRT","PRY","SDN","SGP","SLV","SVK","SWE","THA","TTO","TUR","URY","USA","VEN","VNM","ZAF","ZMB","AUS","AZE","BEN","BLR","BOL","CAN","CHL","CMR","DZA","EST","GEO","GMB","HND","HRV","HUN","IND","ISL","JOR","JPN","KEN","KGZ","LVA","MLI","MLT","MUS","NZL","OMN","QAT","ROU","RUS","SAU","SVN","TUN","TZA","ARG","GAB","MAC","TGO","ZWE","ARE","ARM","BIH","CIV","EGY","GIB","HTI","ISR","KWT","LBY","MAR","MDA","MDG","MKD","MMR","MOZ","PRK","SEN","SOM","SUR","SYR","UKR","YUG","ALB","FJI","MRT","NER","NPL","UGA","AGO","BDI","BGD","BHR","BLZ","COD","COG","DJI","DOM","ETH","GHA","GNQ","IRQ","LAO","LBR","PAK","PNG","PSE","SLE","TCD","TKM","UZB","SYC","AFG","ASM","ATF","BFA","BMU","CAF","ERI","FLK","FSM","GNB","GUM","KIR","MHL","MNP","NCL","PLW","RWA","SHN","SPM","TJK","TKL","TLS","WSM","ABW","ATA","GRL","SMR","UMI","VAT","HMD","SGS"
"CYP",4174475.66,8393836.04,94336,985672.94,260367.48,3893916.9,920080.88,106368.87,587243.13,311300.26,0,5056502.52,161186853.43,4166307.01,168336.82,22728377.06,2620420.16,14868650.66,210526139.95,8662763.37,104205635.54,28569,56218.97,7778267.39,378097.35,10278540.46,10290169.64,23953160.27,126195.28,2043240.07,165401.2,0,2243940.09,24267320.55,7867015.96,701579.85,2028130.21,0,290314.71,5039417.26,4340379.75,5500,25838437.42,3474034.63,334801.42,67088.86,568000.49,1811491.09,1717266.51,0,11059167.6,13772637.67,3059,3394560.01,6673844.35,2053057.68,63115.04,16798300.3,435355.9,29776540.04,643436.17,2391386.8,3755299.81,64717.26,3025031.45,53075,3529914.62,1732076.66,6618.07,1713025.57,101818.61,18409,2110024.06,433976.96,9625892.92,1689456.85,10280,1619257.18,3671976.89,2933829.27,45398.69,16569872.56,2541468.29,1070779.77,18176.17,1054637.22,79561.99,2971271.4,350259.8,150554.58,4956290.13,3958252.62,11466151.72,105873228.82,14647391.71,6744657.04,3543874.99,507298.85,160038,111458.82,96467.6,104886.88,332383,49300448,5873470.29,314035,8790,22552090,226270,104360,35940919.51,5590411,6063923,2132112,252949.7,69504.96,3629221.98,915072,98623,8226,39991,40393,0,62751780,17206981,12271167.16,3325639.4,33736,46673,279375.96,0,365499,132982,5946,463397,1778032,0,2379,0,153408,27089,823233,996858,0,5426709,10794,0,889112,0,69393,217775,0,0,26087,104766,252081,0,0,0,1611,0,122295,8691,0,26063,0,0,0,0,0,0,0,0,0,0,0,0,0,17954,0,0,0,0,0,0,0
"CZE",1780292075.04,116897807.13,888736,56605998.97,1399791.39,375270636.89,83275958.69,6470098.11,2427375.56,10166597.77,13859852.49,0,11680632851.63,159086769.22,3398537.72,502907026.44,230238905.94,1186479832.5,1238940107.1,436986.68,136345530.69,1167664.75,78385.72,85938839.84,18522572.02,182439403.06,93403453.43,1050475523.32,578935.25,35602724.03,35167,20562.45,100850083.19,50919710.47,23121276.66,92009271.88,42347900.03,4551944.85,4875.44,38839961.67,7740591.78,212347.79,668574392.290001,133939537.73,2624316.93,5216764.78,14680118,1589990474.76,126837499.51,1295286.48,5559100,120256594.17,18469790.06,2064326210,392997191.75,35949023.96,5136389.65,169151356.92,1822085.71,1014227147.46,9690329.37,13243624.13,28263403.25,313628.41,43910184.55,12736458.33,2140279.18,119839086.66,1863858.98,97708687.06,9377010.84,2952375.62,32499903.8,40536807.95,3692773.7,168810,756451.14,176714424.89,615997453.050001,85839681.06,9411336.89,8802477.21,151686152.3,2479893,1181787.47,42360933.83,757958.39,4527446.12,3822743.52,5530637.71,2009934.81,2044172.44,194168275.3,408747145.05,53709824.53,254459129.35,11501436.54,640623.37,18368466.47,5164958.87,262447.8,673128.29,1456436,121756836,8742377.95,52879806,2173041,52079088,1758452,1002401,55057002.97,6748132,3565984,10051250,10007610.25,717084.59,13371200.45,478656,12417,3058852,1722766.82,479727,135203,19883303,145036345,83079786.64,7304253.56,122966,614458.31,206329.31,1582006.12,452346.23,884893,294886,6295596,757720,650646,291302,1011362,155930,13507168,962687,2913102,0,195236,267426,707086,6693888,0,104856,459154,385353,16106450.66,15773700,92272,680624,0,0,812665,29004,363007,430877,0,0,0,5377,0,31300,0,134209,0,24018,0,0,474897,0,0,172585,262637,0,285986.12,2890433,0,7774,0,0
"DEU",26786678723.63,900624733.61,36863349.81,4640813230.37,23887524.35,23872489919.74,8453103823.18001,534991458.11,129265085.46,84282198.7500001,309526752.42,10879695357.98,0,8770263411.13,124613892.99,22847683265.23,5114529991.92,53026221874.33,41998165575.55,23048094.68,3748150486.63001,134659458.08,5454923.6,3965166895.85,1308976789.05,3048714633.22,1529588612.37,41248316929.78,44280778.09,348126194.94,13558859.89,986060.94,4485397674.86,504030960.34,192988479.11,821898466.36,5133931781.13001,31741567.23,10820645.27,2119564709.49,660274595.31,39900084.65,29612888270.27,4047420311.86,98467875.7399999,228659684.72,866891743.52,12563923332.17,5540965244.05,63606765.83,92352000,3961639915.09,156726313.15,3241474986.45,11778511833.42,1857849127.63,69102050.05,7329830874.45999,108098032.73,56545368069.59,533412564.99,323803664.35,3015515199.88,15491284.3,3267803346.42,87517594.25,50659737.7,549845672.13,40406462.17,4613249131.87,616994524.07,72523797.69,683660728.87,360107764.17,99668067.18,33935877.81,36766959.6,1321300709.13,8245576776.6,1961335658.02,309660911.2,450630145.43,12509815060.76,124013057.6,26342690.44,511237876.39,31341460.82,298349895.7,81648723.03,563195758.74,202800439.29,300836685.98,2048156937.4,5650867608.72,2550131521.62,1964275682.14,936300619.02,58731251.9899999,1262517672.13,34214765.08,59619909.6,33811426.17,36728000,1853378000,42114779.46,310992000,62613000,1366227000,178392000,12735000,2606891799.46,493018000,292995000,647384000,108988993.41,25465209.37,182884055.39,38985000,12158000,50671000,55719785.44,632000,5264000,330503000,1240120000,455392967.3,68602066.27,2305000,33999068.45,26935644.71,17787608.65,31118045.11,27366000,4806000,124094000,137955000,9189343.31,20011000,21424000,7475000,120230000,55399000,109837000,2226000,110668000,3068000,341864000,369187000,8126000,28788000,12261000,2309000,47037696.19,166152000,5704000,13857000,0,0,11255000,7304000,3274307.99,6607000,511000,495000,1289000,0,136000,55534000,5731000,22148000,109000,8064000,18000,959000,12263000,0,0,724000,5628000,627000,3028770.27,0,0,0,0,0
"DNK",408689391.54,47615345.8,3097268.6,249498917.15,7209538.32,686779888.32,478363078.49,33050852.3,6218320.47,12969408.01,38499613.11,193907673.5,6587165168.60999,0,8358362.11,1065786907.8,1324036030.89,2227191464.84,3886230996.59,4674806.23,344408288.94,8756786.84,1816192.58,455471031.65,59407375.3,754231241.159999,77817525.22,1650419990.63,4148518.47,10626006.48,1937471.03,715908.29,351921962.54,39386244.96,13435653.97,176938412.77,145126828.39,4714257.29,13442791.25,109593110.34,73511686.44,3549071.7,1902991621.01,2227030123.09,16003237,21494301.17,55563379.1,821898023.95,288241030.89,1826099.05,13472044.61,208677899.75,6262592.77,63378020.17,4964277282.48,167674354.07,3654839.02,207559325.27,11472813.6,3041985850.27,29985883.16,37666300.1,137632815.41,6134452.7,330472928.74,6187752.9,5117799.08,56272877.6,3092137.4,372239464.84,78048561.08,2619283.47,29640209.08,93815464.8,3713977.38,2543842.46,2399290.47,66389575.97,153169504.54,137896381.89,244288385.36,36862298.12,2125061167.03,12571865.28,2346043.13,121908696.34,1347329.09,24339098.96,9012252.89,73361103.14,29511376.21,16714687.44,59129415.59,457421938.550001,273811166.7,52956343.91,21759825.47,24714675.59,96208955.09,887940.94,3236444.06,2443693.6,4258137,126749226,1733865.99,21367861,3257534,147844863,3673696,3115053,153248733.8,39715450,12550758,32175903,1881213.04,4307270.11,13792880.6,1618120,3667476,5987242,3694895.11,482049,754747,13778234,56848013,33249927.36,4998958.95,369739,2080206.7,2338339.51,3032562.58,10894265.44,9481947,951870,23710609,14562198,2351866.32,481333,1312106,1179423,54556278,7358687,12537269,292360,17733703,608822,4098256,22094413,2219543,1799975,3855684,1893631,698705.33,6018660,2010236,722256,0,0,4219179,4323740,353666.52,3759278,48759,88527,360647,0,83343,11240,5427,2754477,8859,2130696,0,301961,797057,0,0,758287,1659118,0,274443614.15,0,0,0,0,0
"ECU",30172506.53,3290698.13,3394640.13,19354288.61,196510.88,19315463.25,59174084.85,288957401.33,6349412.27,9133223.05,110309.93,11580924.25,178667067.07,3101472.5,0,92128917.32,3561844.31,50972848.01,55146254.59,19871,6126923.47,17366716.6,132392.67,4259852.36,488526.58,883063.11,0,198328529.92,1019623.84,900706.8,0,1598,320716618.92,167911.11,723877,9348303.83,67740409.8,1701.28,0,177410.74,1025.51,14993779.13,84806616.59,2359547.42,288453053.58,305772121.22,721496.15,49126745.35,18455714.11,1303502.79,7237554.86,2119843.36,136722842.95,5695855.31,3705034.26,3591485.65,19329598.07,20314373.32,10337893.01,2153085217.39,113530494.79,116954.15,4170505.25,1526,2416550.84,236719.76,8893.16,10336635.83,7365708.15,53314323.32,246331955.43,53308.14,10695,4274426.71,389214.55,0,8311598.22,10133190.24,4063329.93,3805672.49,81645.74,1263389.25,192084625.05,0,129981.26,294221.68,4133.67,1325880.17,1043.28,20675125.96,24570,4197.94,16188503.51,122980769.04,26888889.49,5460946.55,2798784.95,2710866.91,117174033.52,7895,0,0,0,268173,0,0,29220,285603,0,285138,3429454.8,35445,0,0,334167.7,41911,328073.44,0,0,1641421,105908.26,0,11015,820442,3751503,3963376.01,2993214.62,0,0,0,0,81233,0,0,0,7508,135227.81,0,0,0,8020026,0,0,0,0,0,0,0,0,0,0,63160,0,0,0,131303,0,0,0,0,29899,0,0,0,0,0,0,0,0,0,0,13528,0,0,0,0,0,1100992,2424809,0,0,0,2454358,0,0,0
"ESP",994802528.289999,107073587.57,115065856.64,1176104006.9,5636574.8,1431519524.36,629293113.44,226292183.28,151218092.69,701673308.32,157932162.66,597304582.91,12860001652.94,672056821.55,78086101.88,0,517430339.26,20991092610.59,9296582088.75999,16356955.08,1037409123.32,80929393.37,1071704.73,579061444.84,254407805,806037455.55,412777964.27,9941447159.16999,18161588.75,12968086.05,1282942.46,469685.5,303654447.51,144006988.94,14836385.63,75879692.41,1459352718.51,621604.07,823724.14,145307032.55,194587601.27,21633238.76,3996051642.24,704458319.789999,242341559.76,192355194.6,114502962.14,1144405668,10313534242.34,35228643.34,17986288.05,540348730.57,66374657.84,309561293.07,986150383.610001,189603786.67,28167368.47,1777238490.14,121806595.64,5901107689.29999,397959025.65,77464044.82,289424060.4,1207919.86,382991479.18,6064522.89,26287607.19,24923492.52,55478598.13,617303904.3,459785264.88,23453976.61,568345994.17,35994948.45,5210171.24,5525541.07,36792964.54,112311928.56,574847876.79,196150751.39,61125029.71,68744111.6600001,1329060416.53,28069671.16,658262.34,37175033.89,19282916.44,150130209.94,33186968.34,59012353.04,33508899.13,60999127.82,137312860.07,502670772.05,594173365.62,262010297.97,378491508.77,11251881.61,936971985.820001,18654156.49,13273269.31,8271736.47,7922871,303495795,3331527.92,23485471,74408488,344682206,414329035,9820030,728171066.67,103687008,108484239,1149801058,7285897.51,12669383.56,10734974.76,810137,4969894,15291569,62487403.42,46131,966665,83819215,79440797,37836377.51,12635793.83,347103,42174099.75,1977485.92,1104194.86,3797298.98,64612167,698527,29546455,26761564,2356784.9,9109849,6885614,1341342,370435582,20624030,81598083,33091836,58238429,164099,2797873,50094452,1180487,5821221,2389353,348724,525566,1759799,18298294,249839,0,0,13845439,9544867,838041.86,2251910,16491127,0,1164957,0,8197,12477,159105,9407596,2744,838179,4077146,11669,534715,0,0,84219,5617084,0,262911,6956358,0,24619,0,0
"FIN",665880838.239999,45858920.52,206059.42,344011302.2,4111596.84,741222182.44,1555840995.77,63170038.15,6311989.77,5944779.01,19806329.69,266562100.76,4933260336.43,1171761753.96,5958295.39,1233697197.26,0,2536154371.81,4072182743.69,287142.33,410349889.58,9350876.45,1704994.75,495613910.45,217063285.34,295980192.62,102903086.44,2088122171.59,15255238.95,60987566.68,1923914.47,17211.72,427456587.63,41146693.8,14482327.95,144691843.33,239601322.16,6398732.73,2280174.38,152898288.27,15682453.68,527256.52,1777928545.86,1218430069.06,36202282.39,47728424.08,426258728.91,884224646.29,244720074.55,805995.41,1622260.18,283601021.63,70439035.87,71812728.91,3808376703.64,207553814.4,2782013.59,690556965.159999,9531169.35,3733668986.54,191679139.24,22086581.83,363387425.87,12811538.22,404738471.29,5221331.87,820473.94,34174829.2,18535071.05,393391190.23,96032262.9500001,9539129.76,108491031.26,787351019.389999,4228771.77,230193.35,1061567.59,37436752.7,369641510.73,268784973.89,39221050.21,16361523.43,820261322.620001,43199901.67,1758360.36,284247489.57,2171611.61,3153277.67,3094437.75,84087385.46,12526491.72,7122850.87,49566726.58,1777365100.74,227118779.07,56318852.4,52311326.7,11781709.24,132507258.95,2259848.87,3425699.78,16183,6284852,349519167,2178230.89,2063172,7906032,181555389,700172,124584,254207975.29,41127863,3184166,66646611,1977554.37,967987.54,7719229.11,230645,1266546,638933,2626226.82,25863,889625,24501985,98270226,7255213.12,7657708.21,55636,269206.15,367717.25,709510.45,1142317.77,1878800,41548,10059070,6810685,14174,206849,2343787,1195323,44962454,1615684,5414155,20642,7701562,221123,11529,17509229,1001054,65557,396272,81725,1719020.4,10395606,1024033,160388,0,0,158368,105960,284396.14,252387,50648,41332,0,0,0,0,11699,1456916,0,18464,21975,5122,71493,0,0,0,220426,0,542656.43,1337979,0,68751,0,0
"FRA",3036451790.93,324542701.64,26785651.59,1973256504.89,18013062.63,8407541625.91001,3214264703.21,369849023.07,95650842.99,285450213.44,212102153.86,1622290737.34,40243771550.82,2493432067.34,47482313.26,26619321919.69,1338685201.55,0,27408871158.2,118343002.87,2247680967.77,37313110.36,8959221.85,2065026598.02,410915250.64,2642388579.11,841773118.830001,26685636199.51,72456022.34,277533859.99,55862720.52,2755992.2,2661256181.59,540279539.109999,414361246.93,227176424.31,1399304706.44,12402672.29,6741548.62,1541749006.19,634174809.54,10393026.59,10717092851.29,1339261851.45,83047836.44,133311450.44,538430238.92,3093572305.7,4288247186.32,25279772.14,86448232.3899999,2101152527.78,233787593.52,411925246.06,4352804844.68,784856545.720001,36516291.85,3576926401.21,148892560.84,27553718660.27,388813742.68,349883286.31,1182637595.43,9953955.24,1332322632.53,33407245.18,219398764.25,78693869.2600001,14925338.67,2642237383.25,810406351.82,392512552.930001,2528719885.31999,79373136.1700001,14737463.78,18408969.82,35906292.52,432145154.29,1425732493.27,833111358.25,97947408.4699999,186051918.14,5582770555.72,122517734.38,6103276.83,98646255.11,155646330.23,711620649.72,209706159.79,241177460.93,103950357.04,213546939.01,795890863.13,1527453284.78,1448407211.15,1027986158.61,2348130232.73,28382192.2,1033964986.99,420418549.8,34065436.06,123857005.08,28028773,1969769956,19473686.36,41074360,774208464,1096468655,34854468,26781538,1201900805.87,208496558,240591519,2719417768,21215360.06,173937756.07,51712357.47,12723116,36792462,8619162,457072950.51,6982161,4701165,220634270,256045209,108184563.74,22038004.33,10654496,178422470.01,63746589.09,13886885.22,23219590.1,113335516,10688771,115930137,196264610,2170821.3,39152811,158712163,46821924,90132620,44858093,99641709,16248670,350736730,16653610,1425991619,298683534,1857383,8553144,7607185,54797385,38133937.58,66869493,28336772,5442631,0,0,128158971,62317052,39458800.51,12756545,36518,10675,3397892,0,167563,3415865,765199,394940440,0,6286764,108432,20494326,446227,0,0,16434,5001885,0,180359.06,0,0,0,0,0
"GBR",1881051874.76,153058444.88,39949108.51,1291162492.9,96223068.42,4865200757.65,2790622854.49,192804399.14,53420448.49,57487415.36,430836412.22,1355221077.38,27524294475.34,3998039271.07,46370576.71,10974176086.61,2189429207.95,24533463287.05,0,31649585.62,1543306427.41,38464515.57,39269109.04,4264848525.37,641416312.410001,16705549306.9,501371409.85,13002164710.83,104908685.28,205766988.41,23318367.2,15340841.83,2587174552.39,251056460.42,315455253.91,248926667.81,1212909936.84,6779220.14,58029341.62,1492492254.21,893147564.410001,6269969.17,17878139851.22,2813623629.6,74032073.45,98574917.89,437547681.79,2223736383.85,2372662158.37,34417230.8,168187994.18,2628834827.94,26345290.39,299110782.89,6371368287.51,1005682310.77,129070457.37,2770449806.05,69748542.52,40810869802.8401,334734678.52,183597566.04,2344803431.03,77467125.0500001,4028919324.02,55100704.43,68071535.39,109058424.96,13101910.18,7163935559.89999,191605331.9,36222064.23,211917482.75,93306140.1099999,27203591.64,25159514.08,11775656.72,164450859.47,1019538978.35,3655842554.21,251300648.77,216397592.87,6242981511.08,323787853.26,7520040.06,97797611.5,27755536.43,278921426.37,95471024.0399999,529888349.87,301776349.01,302492254.09,554579904.46,1015541532.46,2469293370.78,290030941.1,240805470.05,106561186.77,482465522.03,34415389.14,76506017.09,30856102.15,59866567,2163398624,51894371.53,28794085,76016547,705202037,182199811,10321889,2734295761.49,400974907,271429500,609264800,11322260.03,15645034.33,40195052.52,12474380,21598029,22982648,49237605.9,17361364,10746154,101085787,230087743,66036810.02,11830100.42,6093326,13907154.16,12161924.09,9674207.9,80938492.78,106098687,2164914,105831646,177834304,17181506.33,5516504,23806389,27157729,71892886,43690077,244190750,31808564,76685597,5264988,9826074,282467362,7007254,211305,113717985,3693248,13178244,22750340,18789862,4853539,0,0,8292597,491505521,770257,6914179,30509577,15650,500525,0,378172,11201460,1890779,14979579,118500,5457710,14397210,520341,1560776,0,0,569226,41833041,0,4673162.68,0,0,0,0,0
"GIN",1737103.28,0,0,2020691.58,3976,453481.28,41735,1513,17232,0,2302428,164991.92,39895181.02,22554,0,77861342,15356.53,64583567.96,18141398.95,0,1748129.25,65581.21,1451,3544049.89,1489175.61,72762351.72,0,8000824.07,0,0,0,16104.17,2725706.32,66784.33,0,0,13184.94,0,0,940963.98,1396962.14,0,1078827.1,125299.96,0,0,105485,417000.02,2763405.47,0,8123.69,35505.62,0,2860,11836.43,38362.75,0,1338812.64,0,86309278.45,1666,376783.79,1127906.92,0,10307,20372084.81,0,0,21308,15882742.87,0,43087455.21,385597,0,0,6766,0,46587.17,8426680.8,5070534.43,5001.27,11174.57,3136278.96,4074,0,0,713874.61,6266702,20053.42,15107.56,0,0,1813929.07,101342477.34,47791.09,1806707.64,173342.89,89775,0,22187.42,0,9188.43,0,21582,0,0,197674,18712,0,0,2117000,0,0,7208686,0,190197.19,0,0,0,0,178424.74,0,0,0,15530999,2756929.16,3115,0,8653.66,19709.08,0,0,0,0,0,0,0,0,0,0,0,0,118074,0,0,0,160906,0,0,0,768119,21677,0,0,5610511,0,0,0,18643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRC",117933050.87,335183500.24,27671868.62,30998910.52,145714.83,96933106.15,41810050.43,5710043.52,1025537.48,764238.19,362890015.88,59882607.63,1267657098.91,92116540.21,562631.48,336225410.63,75742564.56,415885748.99,665100140.85,2442181.7,0,529639.43,756131.68,52285690.02,21136807.11,43014209.22,12681447.34,1225855333,628827.31,3664338.98,3282769.91,32288,31925114.12,154020172.1,1300394.66,8679519.86,40930396.56,644499.44,79953.22,10055905.57,66920206.11,363073.59,266712053.71,77057089.03,77840988.11,1299810.12,5774830.51,98685978.96,83369621.93,3028026.32,11409096.91,30061889.52,561346.62,18443931.71,160541300.27,19180290.16,354147.64,490479465.12,8232408.14,637829892.44,2935949.48,3149143.91,13725804.61,101283.26,55774227.99,5975500,581823.34,8508654.31,551066.29,72384408.35,4603084.13,6901133.41,45566150.52,3170707.85,10288254.53,78946.3,299659.27,24196754.72,58261168.09,36353639.82,2715772.7,41714781.3,89343937.93,7976598.09,598984.57,7118074.08,1496531.97,47183976.32,1433803.81,5691561.49,2364260.11,10056534.35,396482866.01,209633588.56,76587580.17,26433617.16,55381071.57,4094243.5,19473791.53,767722.9,2399172.04,119816.41,234063,65554267,58622909.63,20515346,677110,108286747,110587689,227329,152067730.49,7080307,21496410,44515198,17722796.62,661807.02,206979813.16,590015,80543,1238239,1278047.05,231271,305646,46109034,41554983,142059628.45,263108514.4,0,3203290.17,2804227.99,135658,1914836.79,273761,231103,2939876,6183455,741950,105431,278671,385259,991749,7666132,965147,0,4079493,40934,45378459,9236612,0,1816699,3407813,223282,178088.93,975701,203007,383955,0,0,235043,573323,30336,1031538,0,23470,0,0,13905,7393911,22543,502430,0,100677,57038,2367648,0,0,0,0,222577,0,81368,1718941,0,0,0,0
"GTM",6307371.58,11917371.66,1590943,879624.28,5097235.2,13228329.57,3987924.35,11755010.9,137833852.14,9679411.22,34057.13,1506016.83,119209679.92,5478630.44,3936620.25,23161798.99,21136002.9,27510102.19,29123199.65,0,265852.97,0,899613.86,832804.12,78259.58,386914.34,0,31355175.96,11302945.47,6690062.82,0,71418.7,26911602.2,547289.61,129408,1883682.2,122417611.74,0,0,293541.47,59625.66,134268061.74,43069959.64,9682546.87,59849187.59,9223399.58,25940.94,4380313.33,2959564,562696.26,155028.12,6436264.35,403350915.55,1343120.69,19104394,1455145.75,10807643.91,1802097.51,359052.6,1843009578.45,9504303,0,2032084.33,0,1645738.35,0,0,4138007.07,159175.2,98900339.6499999,21212143.61,173953.58,0,501166.28,0,0,231885147.95,2057134.42,710816.2,245998.8,72410.77,1804390.26,71977463.71,0,0,9573.57,0,45098.18,9328.16,527274.19,534608.5,110572.01,680140.77,24728169.37,49356507.99,461149.9,35195,2320923.15,1178757,0,5811,15167.9,0,6082717,0,0,50600,1214752,0,13397306,2296140.81,3847367,0,15189975,1176,0,0,0,0,0,26430.38,0,899556,3406571,0,43122.59,0,0,0,0,125043.16,301012.73,0,0,102800,145708,13935996.3,0,0,0,22563293,0,0,0,0,0,0,378000,0,0,0,0,0,0,0,3687,0,0,0,582064,2320,0,0,0,0,0,0,0,0,0,0,0,0,91320,0,0,0,0,4800779,0,19738,0,0,0,0,0
"GUY",2609,0,46467.57,151109.39,10303472.59,1916748.42,3033853.75,305340.84,78414.9,1449421.75,135813.83,137369.18,5267701.51,76360.83,1188237.62,2403689.39,81129.1,5914124.48,102308102.45,0,12530.91,26057.26,0,1469490.2,0,35775.47,0,2018905.12,33020108.08,15799.84,0,222483.07,1598332.01,3418.62,0,0,578029.23,0,6591,38400.74,849693.69,0,18038059.12,37045.08,196928.13,42445.21,0,0,45050935.67,0,152605.4,337932,34432.82,3144.96,2891,33991.17,24011181.32,169864.05,76989.57,187337155.69,4103748.45,631072.06,64718.22,0,456914.05,0,0,0,13466,211619583.52,374447.66,0,0,6214.81,9973,0,189723.28,8179.59,1000,1894601.19,0,0,4479680.53,0,0,0,0,0,0,372378.64,35610.05,5007,2936460.4,100575.43,66850.76,4498,0,0,490815.53,0,0,0,1425,7244,0,0,0,0,0,1440138,0,0,0,0,11566.94,19614.53,0,0,0,0,0,0,3675172,0,6077836,0,0,0,0,0,0,0,0,0,0,0,423614.56,0,0,0,585573,0,0,0,0,0,0,3397,0,0,0,0,0,0,0,0,0,30249,0,307381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871832,0,0,0,0,0,0,0
"HKG",185794814.18,12111337.79,3748880.24,447671378.7,11637315.53,350846931.01,12943167199.49,47501919.66,40028652.2,29356488.3,30890562.03,60279141.95,2311421858.09,296436595.14,17021960.65,362567510.82,159316448.52,758191118.5,3554851194.83,13839740.75,71480971.79,59477533.95,3489831.74,0,458001920.47,601752261.84,16273277.84,467419411.97,14655237.21,2786651.26,447649719.39,83300.98,1324096657.15,21816937.33,464243963.15,4326143.79,487925027.31,20624034.32,3125924.99,2039475488.73,121897466.66,16819835.01,1677655109.98,133095257.74,389797382.38,19476427.54,1463685204.66,170510394.82,40775028.82,52579731.81,5439247.57,3536902907.63,36768151.31,12023004.1,1030771456.28,964731045.82,7705986.62,191128581.8,34388648.04,11668841288.67,176026811.98,700173444.78,333747048.39,2692769.89,806266127.5,334792.1,13437988.48,2786366.13,3109493.81,1477071361.79,531841230,6184394.21,9093111.02,12554477.01,1936593.87,20988549.97,33911736.72,9340131.41,120634419.66,501425222.01,9660399.65,29597806.64,1751232535.07,21127878.24,76432,6717383.93,15235403.94,18215554.66,109716657.26,88626326.4199999,43205224.37,36807237.87,18065030.4,71088645.77,107140507.43,15427446.4,17364040.68,12046321.54,85729059.02,8887133.27,704709050.27,20339307.73,12912845,1013903077,11794279.25,842521,18752542,247242445,1887813,7192055,574927704.39,54491034,2606885,38445974,597965.65,61466974.14,2268284.12,88356544,5123899,65433330,17242155.26,4916,2077722,21794724,43564165,5874508,706807,25699951,4134702.67,2853340.77,84614874.22,13834667.89,19180269,774170,472050258,55576947,871616.63,12324519,28353027,683014,45974009,1169576,21799674,198259,358164,7057761,6486263,76854499,13309807,0,6481404,78564,31339.22,1072213,869879,4056346,0,0,2903996,0,448876.81,0,0,6413742,661684,0,359450,0,0,0,0,229771,0,0,24065,0,0,634254,2693625,0,3617,0,0,0,0,0
"IDN",132959302.2,40950883.43,11952773.42,291237569.92,3060587.06,167887660.72,3801179981.33,46496354.9,11585274.07,12130644.87,30942249.02,62219967.47,2264738280.84,202899789.14,18409549.44,1198502822.56,128484703.59,1206363547.81,1947085477.29,11546007.11,123836039.65,9782023.35,1830361.7,1721539239.06,0,111146228.11,186455164.4,907730957.57,6944531.97,2319212.31,73478153.37,285744.72,5011086637.85999,64683805.91,201177153.56,5563940.57,463028784.76,3356657.62,5524646.93,2320035785.84,218988077.72,3219246.61,1438284802.97,75415011.6,154862969.64,35246424.82,857088974.409999,205843970.86,55548714.91,4883290.98,42021250.38,6561344808,6908526.91,25439521.99,108984048.22,1298617487,10843148.75,236924576.07,18961816.76,10955831465.35,34832070.15,452037362.81,224426220.34,3209808.81,1551742872.62,423217.4,12178334.54,16273020.81,3117761.57,586145668.83,85110768.46,10102109.47,51908539.87,9897831.03,9201338.59,5025237.65,4918162.54,16232589.1,136759096.23,1177033220.06,5460555.04,79113325.79,15647926972.16,41842748.2,109584.12,1228867.5,7348209.95,3754089.34,55504882.57,140405797.05,29345045.59,33217403.46,27929823.59,74569051.04,564479007.99,46879339.37,21204590.96,41235420.36,116614738.39,3882911.62,10994483.17,19260562.64,7079951,747661459,708526.09,417100,9322565,199733700,64367,5681615,22584531.61,71600462,3098095,23597692,555861.09,26892730.67,1500056.66,64734238,9517707,14269161,13022494.86,6732791,4833366,60349109,16820487,8366793.09,2040098.81,11857481,17975359.91,11380143.64,11751411.64,6481016.25,18341248,717940,241930830,17548915,522935.78,4775575,14146666,15810817,23500983,5039776,20740509,339613,85203968,879238,1990563,149181900,33454392,1271993,1330095,315664,1695169.46,449896,3201334,6640338,2931276,0,1040493,586917,712456.61,4948853,607647,55371,76603,1297040,298667,108349,616905,9355978,827328,455244,787168,0,27900,1693044,22479778,1009842,465274,0,105869,136366,0,30093,0,120267
