"","ARE","ARG","AUS","AUT","BHS","BOL","BRA","BRB","CAN","CHE","CHL","CHN","COL","CRI","CUB","CYP","CZE","DEU","DNK","DOM","ECU","ESP","EST","ETH","FIN","FJI","FRA","GBR","GHA","GRC","GTM","GUY","HKG","HND","HTI","HUN","IDN","IND","IRL","IRN","ISR","ITA","JAM","JPN","KHM","KOR","LBN","LKA","LTU","MEX","MLT","MYS","NIC","NLD","NOR","NZL","PAK","PAN","PER","PHL","POL","PRT","PRY","ROU","RUS","SAU","SDN","SGP","SLV","SUR","SVK","SVN","SWE","THA","TTO","TUR","TZA","UKR","URY","USA","VEN","VNM","ZAF","AZE","BFA","BGD","BGR","BHR","BIH","BLR","BLZ","CMR","DZA","GAB","GEO","HRV","ISL","KAZ","KEN","KGZ","LVA","MAR","MDA","MDG","MKD","MLI","MOZ","MUS","NCL","NER","OMN","QAT","SEN","SRB","SYR","TLS","TUN","UGA","ZWE","ALB","ARM","CIV","MWI","RWA","TGO","ZMB","AGO","ASM","ATA","COG","EGY","GIN","IRQ","JOR","KIR","KNA","KWT","LBY","MAC","MRT","PRK","SLE","SYC","TKM","YUG","ABW","AFG","BDI","BEN","BMU","CAF","COD","DJI","ERI","GMB","GNQ","GRL","GUM","LAO","LBR","MMR","MNG","NGA","NPL","PNG","PSE","SOM","TCD","TJK","UZB","WSM","GIB","GNB","MNP","FLK","FSM","MHL","PLW","SHN","ATF","SGS","SMR","TKL","VAT","HMD","SPM"
"BLZ",610801.23,0,202968.53,410357.47,2083061,0,152886.07,1452654.79,7725965.16,63835.26,6102,203303.79,10725,606260.96,123780,23671.66,8309.9,2135556.37,992784.92,65367,6901.49,3428749.1,16248.58,140671.77,1057.12,10100,2652522.24,80217156.81,0,69508.97,2045575.89,1778875.13,108784.77,712359.51,0,593864.48,0,41112.88,2508941.58,0,38640,403980.99,12509684.48,9580326.97,0,5086255.99,187372,0,5653187.7,13192234.44,0,41439.72,18398.29,6881797.33,4638,9979,181704.78,143762.75,1668,0,4772033.51,189036.02,0,3459.64,634937.98,237198,0,0,715384.15,0,125066,26535.77,4930716.39,2481003.54,11183290.06,1179343.49,0,0,18564.37,130551865.11,0,21144646.38,3598942,12200,0,384559.25,1085,14074.61,1877.06,0,0,0,3657,7081,51426,0,17788.74,0,3964.14,0,1825001.27,2551,4645.32,0,9249,0,0,0,0,0,0,0,0,108675.39,0,0,37841,0,15890.6,0,115785,8258088.97,50349.66,0,0,2300.83,0,0,0,0,0,0,0,0,0,0,39479,0,0,0,0,0,0,0,7081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CMR",3045846.99,71755,857714.22,3457094.88,351631,0,473087,3094.17,7671056.55,3041417.55,0,65848374.71,45056,519761,0,115494.53,4680426.25,80545848.9,3395452.33,17359,76952,623161397.54,1629.08,5986,390245.88,7221,385793801.45,235252860.78,1874071.99,9433084.28,33073.72,0,4927944.01,342264.79,0,593506.46,7874553,11129646.51,35230742.46,57979,113536.01,512184208.92,68694.28,5660701.37,0,292594751.72,616056.93,2862,394242.5,179690.61,100361.53,30533973.16,1790,251887383.95,79371.11,314809.96,13397540.51,62804,38817.99,0,4284260.18,25347433.57,0,1087201.8,2996701.6,2551608.13,0,536686.48,0,0,985309.8,9160391.84,157870.82,12122497.67,3243.16,32190053.02,116947,0,14969525.18,155112778.45,30962,2309364.01,55927532.74,0,3355783.93,5757540,109596.59,0,156910.06,10322.22,0,0,10365353.28,49241847.7,120863,925945.98,214246.65,0,205194.14,0,0,12341033.3,0,36103,17011,740012.35,18302,1441403.33,1913,15070168.83,65640,65574.82,25076205.12,84542.31,724494.06,0,10364003.53,90586.38,17372,28686.27,0,24080023.72,70700,38510.99,58281871.72,0,2859103,0,0,20270916,637656,31647026.5,0,0,0,0,13400,0,10629.27,74471,0,3959819,0,0,4734213,0,0,0,23537932,0,11113402,25629153,0,0,2339519,17953888,0,0,0,9072075,0,0,15763887,0,0,0,0,25861049,0,0,0,0,5337906,0,0,0,0,0,2052591,0,0,0,0,0,0,0
"DZA",2383452.2,1112802.75,32417852,10191703.6,0,0,2861065924.27,982447,2636471323.19,167115965.44,9169.74,279004176.89,1246,14146,151307707.01,87185.17,57419391.29,1436658741.02,19922735.23,4866448,36659748.14,5180714391.7,391570.64,138915.34,34247147.55,0,4675919498.65,764991639.9,91373.52,201462142.24,0,0,62437,150347,12063,74862.03,49360766,142369894.08,806549.1,0,0,7387703238.29,0,47259540.27,0,367287765.16,13611803.43,288415,0,68766600.24,8100631,1584907.83,12998459,2889887307.64,1101526,906991.03,3096182.66,60318,1103337,3315604,179689.87,1725881042.71,0,31832.96,3637280.17,2484515.77,211576,409167,0,0,179180.15,73832851.96,26191489.18,163147552.07,0,2319880389.39,2586,281080,0,10654530444.79,638302,0,25881760.78,6600,230943.3,99895665.94,9784369.97,14530.59,2992679.24,0,0,110899.54,0,165599,3375,3720698.37,25451415,5221.08,50906,0,0,384067856,0,132924,0,658312.44,0,87524.34,42500.17,3876396.35,0,29034.48,3475141.3,204057,45728216.91,0,214400451.21,0,4046876,138907.7,0,2470,0,0,3023.51,16740,0,0,0,0,557020765,212792.93,31862,3179843,0,0,131449,13829084,0,147393,351763,0,0,0,1093152,0,0,0,996024,0,0,0,41581,0,0,0,0,0,0,0,0,0,16223389,0,0,0,0,0,7450111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAB",1344046.47,7734,88199741.86,870536.04,0,0,0,0,1046699.25,272683421.98,401813.63,307701652.6,31981.33,0,43449.9,561578.05,751537.88,19060895.39,1144970.82,209142,0,132304881.61,0,15323,8224.64,0,329771084.2,5240254.76,406771.8,17871170.09,0,0,1408765.55,187404,0,63271.85,0,111004681.38,1812064.18,3311,1373494.06,87139305.03,90502,11258069.93,0,76314814.2,182241.25,0,56531,3600007.62,6138179.35,1238514.4,0,26108813.98,41333304.32,143121,4864290.79,0,5709.8,0,1763247.6,18333810.04,0,3197693.16,34925.08,8203.51,0,39739693.54,43550.77,0,202268.37,167501.68,235193.57,89267185.44,108776106.12,19983503.49,6010,34775941,49574247,2999922729.47,3566,716945.82,106724771.19,0,1050956.35,0,1556.17,0,26585,196748.31,0,8149707.66,1313625.01,0,64945,23889.74,0,0,5746,0,0,25837790.46,5891.27,1518,0,230731.77,12743,0,47194,0,0,41591,18346152.56,112554.99,0,0,4882515.94,67775,24974.13,16183.25,0,1801617.31,0,8949.9,6936355.67,0,11390762,0,0,13865861,0,10536014.92,0,0,0,0,49533,10811,0,1724248,63722275,0,0,0,0,0,0,0,80276,0,7225801,8414422,3225,0,2503020,14186133,0,0,0,1062655,0,0,11385228,0,0,0,0,9998218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEO",11672039.43,9812741.68,684609.81,2564241.65,161136,1397,654963.88,45540.51,71756778.57,3644008.1,0,5596294.57,6994,0,23244,28469440.67,7708799.46,47312029.82,659077.33,0,4290,50862034.13,3568235.87,1971229.27,106600,1481,49119666.02,40154417.1,45843,33265568.17,44105,0,164193.34,190855,0,31775.59,0,7535206.59,1255384.71,7082145.77,1249838.32,39799143.26,211386,4382928.32,4528,10251969.42,11881863.64,1987,3270482.42,5223259.63,114349.99,116650.82,0,12204613.63,212686,110863.57,442887.78,0,99724.34,0,2932550.19,514272.46,0,9400906.38,157950179.45,38118.47,0,1267176,166409.36,0,3412257.85,626250.05,348446.02,6308376.15,41324.22,245610158.68,17474,36921985,17350,191641688.76,0,1033336.9,423747.43,91179905.5,0,549845.13,52167826.2,2275,62786.53,2695894.21,88603,3059,4637381,1954,0,60223.37,0,10061386.51,1104283.47,275762.9,1247775.66,311554,349272.84,0,167681.98,0,39098.53,9086,0,0,28071,149367,0,14438980.47,256470.59,0,26000,36013,0,8366184.36,48340218.31,0,43364,225012.26,0,5847,0,0,0,0,1219697,0,643653,0,0,0,0,0,0,0,47904,0,12592615,75824592,937990,0,884709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436290.59,0,0,0,0,0,0,2670114,2138223,0,366684,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HRV",124560259.98,3830971.58,19939712.29,647207065.78,114187,178809.33,7461743.76,69488,18662100.68,94752971.5300001,2136797.88,45612897.33,5106697.82,2747763.81,876097.84,83802734.92,95684585.2,967943843.939999,41116672.19,755023,4571845.64,62939752.87,1890481.56,359930.91,14125697.36,32832,203077916.56,142359082.74,3580547.6,106457563.6,533239.6,0,7447694.33,481916.21,14282,143301228.37,2692138,16136148.43,24277859.94,8071458.57,8759262.03,1877094676.07,22980,66062008.59,37085,7503779.23,44316437.21,412689.93,6419842.59,7138560.11,105820377.93,3262253.82,1087780,82631930.02,15553902.37,1652024.41,1069843.27,1984494,2228717.6,633717,60565745.73,7035519.44,525041.27,94170631.93,129277655.43,22475726.83,7609358,9093923.2,0,38030,50694784.75,730139333.49,91292538.11,13031292.71,4117,134152035.66,33154,17603115,48972.83,355189311.59,270403,113856.26,15550107.16,756293.58,44084,1436871.23,43317359.97,11348720.17,1255915878.72,11448572.56,195275,260126,9803238.91,107023,4189357.56,0,5572908.9,12217362.59,1453190.22,53632.05,5966543.39,5477372.53,2673372.46,6815,82506057.7500001,220477.49,0,1918781.82,43135,0,18017710.02,28060072.99,0,248611318.01,23998298.91,0,10267666.17,1054830.17,5753,33032291.82,277654.62,54486,0,0,0,1090,4153,0,0,33152,32757749,703209,7348155,573361,0,13905,225124,14297051,289363,0,67174,31854,12214,11287,393207459,0,128055,0,333228,35430805,0,0,26440,0,31944,0,0,0,0,210709166,0,0,69660268,10594,0,0,0,0,0,345416,0,323300,190678,0,0,0,944035,0,0,0,0,0,0,0,0,0
"ISL",357723.36,191704.88,7842843.28,6929633.9,0,1681,2101770.69,66472.91,43298943.44,32172495.24,3668587.84,35124677.99,198861.4,183206.14,204080,1029006.92,6778538.26,598133282.48,148673882.2,0,17209,229815990.11,889429.46,2102390.18,13840491.45,100323,138715004.77,570501429.55,44224,17965446.02,38135.54,64924.43,4065828.65,122752.68,0,2321724.69,35278,4640420.61,36544309.66,642486,12884379.11,29925759.7,72798,118598077.24,0,9279673.23,17207,195368.29,18156754.35,2832914.33,4043791.88,791526.49,14833.69,348095550.66,85966812.87,3666123.44,1928223.3,25836.26,221088.87,171079,56835876.44,51502793.95,2737.25,1902213.54,35033055.89,404481.02,0,760630,0,0,1029427.06,1084797.85,33624098.47,4520773.16,0,8523594.08,503136.98,3896562,433045.93,284708057.75,38884,1605658.74,6862820.44,235670,625421.69,172256.72,1656641.37,544425.38,122318.76,22657579.47,13003.09,35311,7699425,38045,58340,3299589.77,0,918529.95,1568270.23,512892.22,3322633.22,574304,212331.81,55325.23,67097.62,91367.27,7420,29592.85,144103.33,3157,11650,80271,31452,360022.33,1031721,0,238849.84,1245600.1,30850.49,66156.13,198423.76,56597,29803.76,354691.88,11954.37,15865,0,0,0,0,79073,584472,0,10063,0,0,85436,0,0,24998,0,0,10981,0,23109,0,0,0,0,0,0,0,0,0,0,0,7402549.03,0,0,0,0,96000,51607907,0,0,0,0,0,0,0,0,0,0,0,11543,0,0,0,0,0,0,0,0,0,0,0
"KAZ",22904298.46,31581.32,6056226.07,576961421.12,12889495,0,7693208.18,0,545025610.5,426038961.67,2566943.44,2666190429.32,603335.13,855965.32,7853251.44,287685603.4,139491142.11,624011570.75,59313603.16,0,246860,545457750.47,140524405.55,904958,184395084.27,0,2678476835.67,358382055.14,0,309897619.59,2557502.44,0,17120350.59,0,285758,78120008.75,12882666,26565214.29,221306451,974349355.39,663644448.38,3441511625.43,0,151221692.57,0,206285850.49,20560876.74,0,81376564.79,2445594.05,0,5206792.46,1968555.27,862796983.099999,8810441.98,3163663.2,2605282.07,826226.95,74046.26,18614111,568849628.29,327101769.42,0,626993558.93,2952448870.11,75464805.17,0,319477.78,966988.59,0,45498230.33,16622154.63,30183825.15,30889161.38,0,351547548.82,0,200368426,0,860769956.94,56219,54229726.6,36662.02,129577190.72,0,16924925.02,4538809.04,124415.63,3809,29514642.82,0,0,1296168,21892.42,54490420.59,21650825.52,0,0,7935422.95,227230053.89,55195077.19,179308.36,54900652.32,0,17709009.96,0,0,0,44659.05,0,295321,1426047.75,1747605.4,99709662.6,26497280.91,0,7340590.77,656160.11,198810,1045667.15,43431063.87,483335.2,0,0,0,0,42165,0,0,0,3256638,0,0,20391141,0,0,5149,0,0,0,0,0,73914,17308016,2575496,0,163899665,0,0,0,0,0,0,0,0,0,0,0,0,13973,0,48190326.61,1236560,0,612885,0,0,0,150568010,242519423,0,93245536,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",77823797.13,324714.89,11964974.46,3280674.23,206710,5806,848411.22,15174.71,12788347,31838151.8,1089673.13,22425294.63,667465.51,100441.88,366397.37,995387.57,1474133.72,97012577.93,4014566.19,6194,1050081.14,26781870.84,75209.39,33395559.04,18044279.93,152872.82,110579057.77,380965483.38,4397482.93,5307351.25,148177.59,16720,32467427.68,3293435.07,0,121649.53,10155528,61087296.78,12060961.82,4996972.89,21063401.4,71444609.76,674758.75,37422794.64,74971,5141640.28,1748480.14,7916432.67,4501,3021620.77,575566.63,10916598.49,24381,282209117.81,10649940.75,1961055.66,190932809.04,941777,23448,6241645,13259988.53,4025374.49,413939,1771104.72,23794322.14,17074022.55,90168446,9217646.89,263505.03,141125,521173.72,377312.64,19595215.48,32757482.25,181496,2175712.12,215176132.05,2413865,86309,359422053.34,296744,5003309,39880308.83,143126,723614.71,2745647.7,359398.64,2069286.47,39776,20648.21,0,1862452.6,198760.86,100629,465095,333652.69,771276.54,15376038.92,0,197646.78,556520,1589569.22,316147,5719394.19,48591,515063.84,8087455.37,12277284.41,179339.82,163159,2421549.93,3815587.55,1479556.35,2626,755088.91,0,94042.92,525668636.06,6288810.6,29349.71,32110,1101058.47,21057730.77,68560636.96,280116.65,38847632.08,1655841,170584,0,0,117060162,439804.56,0,1665531,0,0,443542,40132,360522.8,198100,1493571,332126,3705593,326389,8142,0,19424776,49095065,323642,55996,1916,134453868,8927031,13658335,220349,305634,0,51511,28517,1784514,0,0,21967893,8334,61004,0,65713431,654133,0,0,9228,3022,4691,0,50545,0,0,0,0,0,0,69676,5855,0,0,0
"KGZ",173065814.23,0,109629.92,589302.66,0,0,0,0,36460699,65509055.08,65407.91,31286326.85,17253,8066,0,0,1921435.54,5659162.02,7433.46,0,0,3818901.06,441044.06,0,359056,0,1175106.26,3164478.49,8899,168444.78,0,0,0,0,0,99976.58,0,1331236.62,188001,5094738.46,0,1860788.79,0,686887.37,0,2536024.7,21000,0,176979.55,1373963.53,0,40349,0,518128.01,27091,0,92100.72,19581,60439,48700,1674992.97,1512638.55,0,1528739.42,132860447.71,2291335,0,0,0,0,331804.94,143279.12,22163.1,243621.1,0,19477689.14,0,5995746,0,7774193.71,0,55440.14,295022,1969464.87,0,2761.81,2406054.24,0,166005.48,1614636.56,0,0,19117,0,483337.67,57754,0,118063098.47,186587.35,0,3724496.92,0,309563.67,0,164719.81,0,3366,0,0,0,0,0,0,1090742.15,606703.85,0,12070,16278.58,0,308639.92,956604.79,0,0,0,0,0,0,0,0,50000,0,0,66737,0,0,0,0,0,0,0,999106,0,0,2825566,21951,0,12383263,0,0,23007,0,0,0,0,0,0,0,0,0,0,0,2095297.44,0,0,0,0,0,0,22864889,17075124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LVA",2110635.55,26655487.74,3167101.3,30068247.96,2064271,11307,544827.43,435565,17113189.64,103130666.77,10983760.97,14211904.03,8615482.04,2437525.65,19197,13626177.11,22857017.01,508708483.64,276223765.74,167598,15163789.16,80268832.21,397994147.9,248540.03,175623604.64,58111,248828370.71,937150642.29,638068.71,5982725.75,335680.95,0,4511529.72,42990,7902,27637015.61,142674,3689419.79,80169199.25,919987,7180980.19,72418336.16,0,49417701.34,230617,11385121.26,1647111.38,171311.55,584419692.12,1599091.02,24007732.55,5328489.82,5413907.36,123354575.44,170149650.37,1420567,1801112.85,8129477,16433657.32,152900,278224071.72,77198696.93,129675.48,7123935.05,459013543.22,2469658.56,0,20358543.48,1687802.9,36964,13712306.23,3302455.96,472514414.06,1801380.59,178062.82,5907531.01,1120291.35,83852103,38055.91,345158195.51,368322,758214.09,1600235.35,4605240.01,0,911015.02,5897143.35,133584.06,338095.73,113509846.82,1088953,3380,14250974.12,0,6911406.03,3562238.63,52143927.58,22185305.37,1067146.86,1671719.11,0,4774908.46,7426749.68,372549.86,31100.42,15345,13070.55,369324,82356,0,448398.66,336643.56,25415.26,168984.77,0,0,5082097.68,0,0,55287.77,1721845.44,13665.8,0,9724.88,46034,61834.29,0,0,0,20079,5139505,3019,586427,384921,0,540964,670593,69331,1964,0,0,1006,52607,1110095,1230903,0,302011,1046667,0,0,0,0,142687,32478,134610,0,0,0,23768,4677427,0,1755738.3,12652636,2684,0,0,0,0,1417139,9265839,0,1719559,0,0,0,0,1432793,0,0,0,2050,0,0,0,0,0
"MAR",40749568.92,19207355.75,45960754.76,85109509.98,2817,1072718.26,314803558.19,45347.53,156066408.15,182458464.75,1830289.19,293532464.46,13243133.84,1500566.32,1465684.41,825072.2,32754758.75,515154827.03,4451220.97,664939,13005,2591447407.6,2977964.66,461482.24,23384024.91,0,3330344227.2,796059639.35,11821855.23,52151646.56,82530.37,318481.05,152033996.09,745433.33,813143,3656812.27,24831151,458250603.24,42032745.34,46684214.26,1415554.44,632697665.37,690265.59,165137594.72,34046,58795511.39,31192267.48,4476404.4,36078641.1,133944483.26,3748566.6,16768666.35,24749.8,343757288.24,48814477.93,75985803.21,144845515.77,3091617,2191937.5,320780,76508315.01,145530735.71,717295,35439047.09,146375010.9,95545406.58,636665,283958285.85,14048852.28,94425,35663188.07,9709651.9,8914820.72,59793850.94,3267707.54,139932022.19,267384.67,3012365,12492685.86,468809276.61,8700827,1204728.86,9316061.91,1871465.55,12673092.44,1073555.02,28942801.69,1644647.29,1231646.13,9689557.47,0,6762264.82,61410825.52,11338691.98,817589.75,21739660.88,3106289.57,2325629.48,7958534.26,19386.97,640064.3,0,530770.23,2618120.19,122934.39,16584353.95,70953.13,3422734.54,2305667.3,7425951.16,3495596.69,3369955.3,49126291.44,3115873.85,45822910.68,0,64719316.34,40754,453278.63,781259.73,0,35259338.58,0,119806,14305392.03,3168,13768403,0,0,14721244,25731583,19919223.46,316076,15769078,0,0,6213448,19219724,78251,23674413,0,3036416,0,0,819192,0,130376,10917,13747663,0,1158905,10844588,113095,60573,8834162,8530983,0,0,0,5166978,0,0,28104104,50817,35846,0,53926,1854360,0,0,0,200009,841192,0,0,0,0,0,47783,0,0,0,0,0,0,0
"MDA",2238750,0,299544.07,18830114.29,0,0,419771.65,0,15258064.7,8061927.71,75688.05,756471.51,13827,0,0,2567684.9,6454050.89,83562951.17,681960.87,0,0,5252396.3,1978765.65,0,875574.84,0,23530954.19,13039799.08,0,5007360.87,0,0,8721,32598,0,15803780.58,156917,435167.73,385771.23,680054,885499.29,160072677.16,0,1290266.62,0,703178,5198218.89,13056,6538241.86,338142,1077.11,0,179603.24,12380533.37,1259052,81492,110129,3603135,3078.15,0,26472998.01,2779868.67,0,116307552,535167793.42,2011483.79,136613,0,0,9349,15245757.71,2024311.44,4367504.6,6780681.88,9765,39732411.46,0,99852659,5335,53961398.4,12166,100988.71,307185,3742904.94,0,0,9850230.49,19914.7,3843067.35,72354144.08,1805,0,12433146,0,5695825.85,5710422.91,44726.2,18047766.62,8932,1842634.24,3888593.15,7442835.67,0,35162,276269.82,0,0,0,3377,0,0,0,0,8243222.06,12299715.58,0,1243249.03,12701,0,5099721.81,2400891.98,1791370.94,0,0,0,0,486668,1500,0,253483,833087,0,1969117,978140,0,0,0,250211,16047.58,0,0,15235,1967988,540019,515967,0,0,0,14715,0,0,0,50000,14267,0,134800,0,7706,0,0,0,11946,0,19667,0,0,0,0,154179,1890327,0,213076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG",5367892.43,6430,1750265.41,3748097.22,3609,0,139844.73,3405.01,10978559.31,8171923.83,77872.51,33718925.62,171288.84,41458.95,0,46797.51,1108064.27,86254493.85,3050318.16,0,0,19962055.06,104807.39,6584.55,773811.08,8660.55,354496823.87,29040934.75,1379953.96,1213983,2241,49987.17,14275149.81,156065,0,30758.88,749495,14561322.23,207096.05,6914,268579.25,40601629.24,1479,24933612.59,779190,1289729.59,219710.26,1602354.14,0,1208367.61,26871,2073385.06,0,12723658.91,917617.48,26007.58,786955.85,103586,5134,46550,1628947.42,1049917.4,0,390571.57,282465.6,391814.21,202382,16534402.03,428533.21,0,122619.62,97391.43,5405716.28,8122242.27,32939.89,130553.75,69208.76,0,6280,279120896.89,1622,2325538.55,5232904.17,0,21053,486866.25,1345260.52,28259779.01,7391.95,2881.21,0,26412,205905.55,22279,0,232025.79,48246.59,0,3075711.14,0,38896.81,2759059.65,2137,0,13165.89,5491.87,142034.44,19760411.21,102419.19,40690,0,64645.14,63606.09,19177.09,25790,0,275074.48,32870.45,239529,18438,0,239257.08,0,71896,0,28730,0,0,0,5105,738591,541644.65,0,72062,0,0,36412,0,3099,129445,20241,0,924829,0,71246,0,127901,0,7732,0,6520,1340436,9252,0,0,0,0,0,0,0,0,0,54071,0,0,0,0,81606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MKD",2506441.15,1408798.37,1937351.52,17446844.63,0,1739,986217.89,0,2284134.54,10986716.98,85750.64,11607681.88,8277,0,4937,6036274.32,8438659.34,368790349.32,2953246.22,0,0,23551185.23,152121.66,0,665271.1,0,29301558.47,51835002.7,0,314144439.96,1496,0,66401.12,13171,0,3064001.7,626676,2415680.59,311302.44,641489.51,609173.6,207230949.99,0,9223176.55,0,2239016.71,334064.72,2867484,1220840.52,2606075.95,1992508.51,103243,0,58094679.13,1736715.85,26666.84,105390,0,11338,0,5634873.3,9582966.9,0,4701327.19,31876283.63,1278894.35,77983,269880,192446,0,4565840.29,35504109.13,9098339.26,8202573.7,0,48209090.08,66183,2032383,8634,48013162.9,0,185264.78,788933.34,1292898.22,0,1454,85615180.65,97526,56084812.04,986207.96,0,0,0,0,80984.39,99139413.3199999,223129,349620.05,0,1796,349987.69,70882,57044.02,0,0,0,0,0,5683,0,0,0,0,162223338.08,380287.05,0,164886,7800,14861,31672145.31,159329.78,7676,0,32849.01,0,0,0,0,0,0,1251908,0,1132782,153029,0,0,0,84965,15869,0,555235,8725,106366,624590,459306198,0,20827,0,0,0,0,0,0,0,0,0,0,0,0,4976,0,0,1292945,0,0,0,0,0,24422,26441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLI",518723.14,0,6410415.03,1954464.41,0,0,956424,58741.88,351958.57,326089615.45,0,67406860.97,336869.73,0,6552.5,19196.87,3886624.23,21077319.38,1064414.38,0,0,1354413.59,28587.69,663520.24,37243.03,138842,25451995.91,1321199.69,10832471.04,483341.65,0,214477.16,99371.87,812471,0,2000,7520448,4514221.59,1075988.74,1410,0,14708852.55,0,2293061.26,0,728551.88,166816.57,0,0,874102,13283,7822676.01,0,4276258.82,68339.96,1032.17,7229090.08,0,12991,1841404,285654.87,1977178.1,0,68704,2961174.17,19126,0,498383,9775,0,1457,1455564.95,87427,24964198.72,6154,2807587.77,42181.09,0,0,3357755.56,154096,17859726.95,375715202.9,0,6732285.95,23715782.5,5379,8014112,209577.74,0,0,118280,375469,5065.02,0,2269,0,0,383607.32,0,65127,4758763.34,0,66251.82,0,0,50515,1141098.87,0,1601370.79,0,59337,73275114.63,17247,138381,0,1787112.79,96267.84,29612,127554.77,0,14368163.47,6530.53,1215,450418.48,0,0,0,0,97244,0,3552562.1,0,0,0,0,0,0,0,1175567,31582,2634,0,0,0,0,0,0,5391131,0,0,0,0,0,14098,0,0,0,0,0,0,0,515484,0,0,0,0,22708,0,0,0,0,29773,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOZ",5258627.99,60417.21,320159.58,398492.32,8292,4364.1,70411.81,23584.94,666225.24,6080984.62,0,68044195.13,0,4850.71,0,0,26683856.67,150218202.34,53876,0,0,246916731.05,600991.88,132915.73,17105.85,51530.97,39582367.56,130659289.5,31620,2052538.54,1408,0,2792852.27,40252,0,156000,3522328,47390497.07,539095.9,0,5598,227010486.54,0,16087188.8,58606,264546.07,202798.09,32027.01,864212.99,157537,0,4071406.34,0,257091449.32,297970.5,808831.1,2172467.35,6597,14450,0,5801196.71,42843928.45,0,29560.72,9556844.81,168346.87,101145,2088675.57,0,0,2704.39,162540.02,123713.46,12542447.91,0,13066715.52,2401341.45,169399,0,24792435.07,0,3052982.49,273064731.71,0,10750.78,1218231.77,7875,33051.72,0,0,0,1719,0,1315,0,162704.74,15864.4,452626.51,6198935.48,0,0,15173,3400,2770188.05,14072.04,0,0,14385224.95,0,0,26174,3547,164338.03,312663.15,0,82877,0,477245.58,187119271.21,16195,0,2530,142715548.54,1658.5,0,10238991.07,815404,0,0,344632,355163,0,62329,0,0,0,20694,13187,0,0,55018,0,23923,0,140372,0,15974,0,0,0,0,0,0,0,1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48560,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUS",175227157.91,394185.11,4870803.03,9184588.03,9243,0,933982.6,596459,4968018.33,31438228.4,161936.84,7626912.24,134604.18,65640.97,0,35020.73,2460376.44,38657766.33,3069824.52,0,0,61892942.65,1811994.08,935869.86,1657605.91,0,372528780.28,638541164.01,5138183.1,1481643.98,20773,224566,9401733.1,0,0,1896651.39,624771,10509424.45,4267662.63,0,1813127.94,113875546.9,0,15388858.99,0,1830640.95,703562.95,2811560.11,84969.94,2892325.76,2417696.05,3712185.58,15258.87,25050906.06,1483442.12,168682.06,1312120.15,1962003,96315.88,1310546,7096152.1,17778356.17,30825,3205723.37,2403596.16,1088712.27,0,8303182.39,58357,0,301140.42,1026821.79,1286959.71,5439934.44,56302,9915840.3,6063776.96,527646,53190.28,224201505.17,16639,902967,31943381.9,1500,7841,4625322.43,153700.26,81482.95,167373.06,43389.51,0,373959.19,9728,230202.51,25257,1016548.19,368516.54,56193,15020500.77,0,149374.68,130503.99,22296,105419107.91,23819.23,65817.57,6104873,0,131916.4,63858.25,428976.89,55188.78,1698149.57,188354,57115,0,656618.73,1235831.38,4794774.11,0,0,616091.61,715505.92,1834820.85,704923.34,1698972.6,50413,656033,0,388979,80816,483981.75,0,120209,0,0,64290,0,2595.16,74773,12471,0,13885202,0,49454,0,0,385289,344424,0,0,0,201468,0,137813,209689,0,0,0,0,0,0,703759,19871,0,0,0,2106,0,15151,3153595,0,0,0,0,0,3479,0,2005,7726170,0,0,0,48119,0,0
