"","ARG","AUT","BHS","BOL","BRA","CAN","CHE","CHL","CHN","COL","CRI","CUB","CYP","CZE","DEU","DNK","ECU","ESP","EST","FIN","FRA","GBR","GRC","GTM","HKG","HND","IND","IRL","ISR","ITA","JAM","KEN","KHM","KOR","LBN","LKA","MAC","MEX","MNG","MYS","NLD","NOR","NZL","PAK","PAN","PER","POL","PRT","PRY","ROU","RUS","SLV","SVK","SVN","SWE","THA","TTO","TUR","URY","USA","ZAF","ZMB","ALB","AUS","AZE","BFA","BGD","BGR","BHR","BIH","BLR","DZA","ETH","FJI","GAB","HRV","HUN","IRN","JOR","JPN","KAZ","KGZ","LTU","LVA","MAR","MDG","MKD","MLI","MLT","MOZ","MUS","NCL","NIC","OMN","SAU","SEN","SGP","TGO","TLS","TUN","UGA","ZWE","CIV","MDA","MWI","NER","VNM","AFG","ARE","CMR","EGY","GEO","GHA","GIB","IDN","ISL","KIR","KWT","LBR","LBY","MMR","PHL","PNG","PRK","QAT","SDN","SLE","SYC","SYR","TKL","TKM","TZA","UKR","VEN","YUG","ARM","ABW","AGO","BDI","BEN","BLZ","BRB","CAF","COD","COG","DJI","DOM","ERI","GIN","GMB","GNB","GNQ","GRL","GUY","HTI","IRQ","KNA","LAO","MHL","MNP","MRT","NGA","NPL","PSE","RWA","SOM","SUR","TCD","TJK","UZB","ASM","ATA","BMU","FLK","FSM","GUM","PLW","SHN","SPM","WSM","ATF","SGS","SMR","VAT","HMD","UMI"
"AGO",0,19912,0,0,3269290.16,33624,39623.95,386737758.41,4226846250.02,0,2203,0,0,0,2327791.52,1148042.95,0,188904635.69,0,0,733575536.55,5477333.61,0,0,440616.21,1659077.67,587761.4,11969.3,157000,31778238.6,0,79860,28088,123112241.95,5347.33,0,0,153450.54,0,0,3819361.62,450329.96,13507,0,0,0,35884.31,2173083.52,0,0,10430,0,0,161102.84,111309,3588552.41,0,257083.42,0,4296765142.84,265200420.44,109618.86,0,3099.65,1952,11748,0,0,0,0,0,26446,0,0,775125.03,3168.9,0,0,0,8393149,0,0,0,0,95448.28,0,1598,2214,0,91285.86,0,0,0,0,0,16518,288255.91,0,15456,0,2922.16,26652.27,388939.32,0,0,95336,294729.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BDI",0,344192.22,0,0,0,175133.37,991203.76,0,318687,0,0,0,0,1275,10471973.64,234835.61,0,396981.98,0,254987.91,983487.81,376139.16,0,0,0,492814.76,637176.29,26427.73,0,522612.05,0,55114.47,0,2716,0,0,0,7842,0,0,1447801,0,1063,3599848.35,0,0,840953.66,72242.48,0,0,358038.42,0,65786.13,5575.15,1564756.4,133595.28,0,0,0,3264174,68297,5775,0,0,0,3070,0,31742,0,0,1651.51,0,0,0,0,6654,194411.31,0,0,279915.93,0,0,0,0,86506,1531,0,8275.73,0,0,0,0,0,298432.67,8301.55,0,0,0,0,87704.87,68180.48,0,0,0,65552.82,1373,3854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEN",19305.21,6326.97,0,0,858306.53,0,51811.03,0,105124653.19,973376.96,0,0,0,548745.15,2383372.05,137003.21,0,1094926.63,0,0,4461348.58,1829245.19,58404.24,0,192928.82,0,65000705.61,0,3882.79,4732520.99,0,0,0,45767,28753.65,0,0,109059.83,0,1650305.36,84077.71,0,0,6815147.57,0,0,263083.88,2986170.3,0,3428,233519.24,0,9385.28,709810.94,2012587.92,13182535,0,30941.63,0,1603511.22,3731444,0,0,0,0,64025901.29,10304668.36,250346.93,0,0,0,18154,0,0,1628439.34,523799.76,0,0,0,6656.76,0,0,14340.2,0,3023535.62,0,0,94333439.99,0,0,1098367.84,0,0,0,0,1072122.57,0,14376621.14,0,6055,0,0,914382.16,0,0,21732086.04,4831621.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BLZ",0,212104.79,0,0,306278.25,6164807.89,2284.73,0,0,0,579333.29,0,159403,38994.63,755599.94,258999.53,0,1234498.79,3055.61,0,694289.72,72794964.62,0,6198966.16,127305,536324.72,0,153740.45,0,233968.38,12024026.98,51555,0,4934090.17,0,3172.42,12358.35,5036943.09,0,1362,1505184.12,0,60740,116970.46,0,147384.85,3043617.73,3509824.22,0,7195.27,0,665885.33,3898,0,700947.9,9745176.79,9030432.84,1384105.22,24309.62,107115957.67,3341473.08,0,0,54412.91,0,4955.14,1490079.5,0,1454.51,0,0,2342369,123879.23,0,1752,10637.5,1663554.99,0,0,9084768.73,0,0,1809688.26,120565.01,0,0,19995,0,1307502.97,0,53890.81,0,0,0,0,0,0,0,0,0,0,0,4725523.29,0,58317.72,0,2950494.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRB",60041.37,59094.68,1790284.95,0,34423210.34,6479112.24,233899.84,75946.19,229972.84,184594.63,92737,12142.07,0,203483.06,2166070.77,7273,6290,19423449.22,0,36188.2,5161443.75,31692689.41,406531,227954024.71,927487,1474086.86,7109,199952.9,3000,840610,16875776.22,11167994.2,0,0,7000,1919.9,1023,303382.39,0,34475.19,924209.88,10076.71,205011.84,3555,0,7393,116426.16,17996,0,7101,2943.76,154157.94,87900.93,18463958.7,474542.76,140796.83,21097874.06,598296.9,4568,28351028.43,32016,0,0,259241.51,0,6229.07,51399,1136,0,36194,0,0,15008,0,0,4412.16,27000,0,0,276715.14,0,0,0,21867.17,0,0,0,0,0,0,0,0,28169.29,0,301530,0,0,0,0,4201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAF",0,88878.08,0,16007,238800.17,82426.31,98904.36,0,5701122.22,0,19316.22,35338.45,59351.53,588184.22,3091846.14,41550.1,1935,10783415.11,47168.85,221006,10125425.62,246009.05,0,0,0,282834,241854.34,12364.73,0,11407960.4,0,3259,0,120913.97,20412.61,0,3134.76,210421.02,0,0,68440,0,48416.9,83069.57,0,0,61246.71,2670666.69,0,18666.39,36998.03,0,150986.79,367958.39,33731.76,221866.12,0,3817596.69,0,8695373.53,130862,0,0,1952,44757.87,1125,162492,0,0,116392.22,0,0,4354,0,0,19050.22,117503.57,0,0,2056609.73,0,0,0,0,804139.71,11447.73,0,0,0,0,0,0,5085,0,466309.81,74151.69,0,4734.87,0,443828.87,0,0,0,0,0,0,2259174.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2072.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COD",0,380740.51,0,0,364181.19,227841.75,326958.09,0,97864338.14,0,38520,0,32063.18,138387,7591372.83,153625.55,0,2774454.85,0,255516373.44,13515980.51,17175910.15,106873.6,6020,904626.89,0,1231390.98,105615.49,0,14493759.28,0,0,2487,608806.72,74212.25,0,0,0,0,13410727.04,713899.18,5529,78908.77,93797.99,0,0,1248143.26,20663684.51,0,1174234.81,1656609.98,8558.56,1328,866784.76,1773,7499.33,33515.58,29866.55,0,121067926.04,6844496.01,13789409.42,0,18751.93,0,0,42165.34,0,0,0,8110.68,12670,40022.47,25447,81240.04,1555,3000,0,0,9257601,0,0,14234.95,0,1676437.34,13727,0,169367.28,0,0,0,3386.17,0,0,0,429142.53,0,23274.76,0,1186,2262660.69,6841830.68,5098.72,2639,6340.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG",1881688.81,791425.82,0,0,582222,3673174.95,668908.4,8449,1417405311.77,17270.9,0,0,4846.24,1780239.48,7833510.96,1255282.14,0,30756554.38,7227.35,0,96152410.25,7895339.75,1780061.89,0,2940021.77,200891,14633175.65,489189.96,0,59184649.44,0,45992.03,0,254561019.48,17732114.32,0,0,2936545.98,0,70197.04,1826622.98,21902190.4,85735.01,84738.34,0,0,612900.65,21845693.1,0,221398.28,90475.52,9594,170953.48,1109054.92,401810.78,7873801.88,139811779.47,11154236.73,12322,809779626.85,13444782.76,0,0,80885.59,0,3568.82,116104.85,0,0,5385.19,45381.96,2028356,0,0,9169307.49,25384.89,0,0,28328.71,8848467.59,0,0,76145.15,0,4944330.27,186131.96,1835,119011.86,0,0,714123.86,0,0,0,19020.77,8437202.23,0,111949.41,0,1705281.33,535449.92,444454.08,9051511.2,4454,142612.37,167280.56,20844.22,0,0,0,0,0,0,0,0,459436.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DJI",481199.3,128259.16,0,0,0,138111.16,1347,0,511152.15,189085.71,0,21875.18,46738.04,5065,72710.84,52147,0,490239.42,0,2082.12,1069715.61,77902.53,102608.77,1810.59,978595.27,0,2205902.8,2854,0,448684.31,0,0,0,165806.03,0,0,0,0,0,0,412207.11,0,0,713631.47,0,0,373391.68,0,0,1340,0,0,446905.86,4558,178918.6,79185,0,225557.41,0,449810.23,37764,0,0,2205.72,0,0,5520,0,0,0,0,0,10099418.6,0,0,0,0,0,0,3820,0,0,0,0,35114,528862.53,0,0,0,238265.8,0,0,0,0,271916.39,32711,59840.17,0,0,68622.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOM",910766.55,5787861.63,665473.41,678161.97,2224777.99,97733941.27,10941695.6,2706479.79,15295847.22,3037092.97,11679383.7,28933319.59,561761.12,3248696.29,56122986.34,1491386.32,2433971.16,102708075.63,582593.56,80209348.79,53014277.68,74517843.07,1171893.43,15031292.55,7632391.33,8408573.67,2830255.26,326055.74,295297.96,34932207.83,15676960.43,0,0,121813806.3,1112000,0,861847,36608383.42,0,3271575,62289843.18,3397936.45,759332,46180.48,0,2079101.83,3289283.12,84348.09,21221.29,982829,1473145.45,3655165.92,630279.17,536337.21,3025728.69,1869971.79,11987099.36,3289225.34,116725,4473154293.31,1874651,0,0,4044932.25,1970,0,195042.13,133983.19,19460,20958.21,96758.21,1113790,0,0,0,562756.01,80000,0,0,59770609.53,5926,0,120891.96,37212.79,1043888.3,63201.57,22448,0,20734,0,113372.56,16623,3296501.44,0,705768.75,0,2171549.07,0,0,100318.83,0,0,0,10141.98,0,0,0,0,0,0,0,0,0,0,0,128052.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2036276.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERI",0,128926.42,0,0,0,14827.9,56600.62,0,484320.38,11791.76,0,0,0,18470,654957.95,0,0,395566.69,30156,4657,444765.87,356762.48,378451,0,0,0,829841.34,58845.25,0,1705485.84,0,73865.77,45896.76,17824,17405.65,0,0,0,0,207356.46,142284.52,4081,52211,15076,0,0,403919.09,0,0,0,300819,0,46382.38,0,49925,248843.73,0,9575.87,0,310789.49,125863,0,0,11031,0,0,593508.95,0,0,0,0,0,1649,14251,0,0,8104.43,0,0,743166.37,0,0,0,0,0,0,0,0,0,20448.93,0,0,0,0,104863.91,0,0,0,0,4063,73556.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIN",0,1142145.99,0,0,3636,17573258.83,1855683.83,3812,13271168.12,0,0,0,0,288455.39,56108778.24,55551.38,0,118464398.78,162380.43,12841.98,53206080.88,3768955.68,2016201.83,0,4344383.56,47679,24720282.02,77144835.2,0,8716563.98,0,71832.24,0,108706603.72,128279.38,0,0,21189,0,27212.76,374039.15,1328,3048,32059.58,0,0,1982873.81,1873746.73,0,32010429.57,153869350.86,0,58091.25,244510.45,6126.16,4106773.54,0,30700.36,0,68067234.55,1620054,3105,0,5611,20877521.65,88780.56,0,38545.78,0,140033.41,1321743.93,1453279,0,0,6546.64,53025.66,838572.81,0,0,1284732.29,13803,0,0,0,6183834.02,391712.4,0,5677165.89,0,0,7910,0,81805.5,0,97926.2,1313240.48,372824.45,11391.86,0,0,19472,0,7993115.4,2162.14,0,21601,2487213.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GMB",0,42293,0,0,4389,41362.16,42536,0,112395.89,30363.74,35307,0,0,1752.66,270578.1,6001,0,365244.36,0,1069,5528941.28,5158526.06,0,0,117563.16,49169,11023008.75,135803.77,0,3294731.93,0,111579.19,0,22182.7,16385.75,5072,0,27537,0,575066.96,575577.99,30417.54,0,60384.88,0,0,0,127347.43,0,0,6043,0,0,29224,8554.53,2293427.08,4856.45,6884.99,0,497710.46,350985,0,0,8442,0,0,173971,230951.86,0,0,0,0,0,1074,3376,0,0,0,0,868593.14,11520,0,0,0,0,29680.69,17413.32,673285.15,0,74558.46,0,0,0,0,74051.4,122118.82,0,123303.19,0,9073,6124,345685.47,9407.58,0,69151,32616,30424.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303675.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNB",0,1784,0,0,0,0,0,0,25460.17,0,0,0,0,5069,124729.89,0,3564,49240.31,0,0,7464,0,0,0,0,0,69186774.58,0,0,4180997.76,0,0,0,1325800.33,0,0,0,1161,0,0,464313.96,0,0,420626.18,0,0,12696,917565.56,0,0,0,0,1327.47,0,130406,266498.02,0,0,0,25061250.53,0,0,0,0,0,13257,0,8171,0,0,0,0,0,0,103670.14,3970,1000,0,0,481334.08,0,0,0,0,0,0,0,1167894.36,0,0,0,0,0,0,0,77146.44,0,0,0,74431,0,0,2622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNQ",0,17480,0,31949,12240053.3,235294391.07,101591,0,894308046.55,0,3697509.21,0,0,0,7487602.57,98306.04,7974,618608054.58,0,0,56815456.75,2037025.17,245161.36,0,0,32913,726054.16,100054.05,0,149357284.81,0,0,0,27414534.34,18000,0,0,24094,0,0,38574615.75,1369152,0,0,0,0,0,3325953.56,0,0,0,0,0,0,1091,0,0,2080540,0,1121625350.54,753436,0,0,4129,0,0,0,110993,0,0,0,2660,1194,0,3315097.8,0,0,0,0,42317870.76,0,0,0,0,1505329.23,0,0,0,0,9048,0,0,1116032.73,0,0,588650.52,0,40079.83,0,0,7063,0,410995.23,0,0,24131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRL",0,361194,0,0,2982.33,741971.41,337116,0,6840403.01,0,0,0,71789.37,3780.73,20381139.69,321368032.8,0,21860054.88,232685,335999.46,7648209.65,7319658.07,34585,0,503535,0,1394,240152.9,0,132374.02,0,0,4961.96,1238458.54,0,0,5138,81596.22,0,0,50850.93,1276159.82,0,57948.28,0,1697,2213016.13,34585,0,8542,664550.5,0,3075,7627,358207,866674.45,0,95904.62,0,7137617.35,4641,0,0,0,0,0,0,24940.25,0,0,0,0,18012,0,0,532537.22,0,0,0,20445170.61,7274.23,0,915889.78,0,0,1131.83,0,0,0,0,0,18659,2840,0,0,0,0,0,0,0,0,0,0,0,0,0,168895,0,0,0,0,0,0,0,0,7433306.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUY",3598.6,36647.59,0,0,8409.76,151941318.32,535056.51,292453.32,1053614.98,1151930.15,6431,165131.79,0,251804.25,3491192.38,137306.64,317971.92,5757090.51,16961.12,164634.87,12303003.48,71897675.08,17085.99,0,5470874.54,53565,12199498.01,1375,0,2255938.63,30169522.06,180741,0,1219857.08,26148.22,0,0,2046343.46,0,236197.02,15353737.69,28411.75,380400.76,60402.06,0,420104.21,604866.57,59484473.02,0,0,30183,0,7699.04,1433.11,16233,61556.47,24098257.65,367177.56,0,127810548.78,12919,0,0,605676.07,0,0,0,0,0,0,0,0,0,2847,0,69818.17,11935.2,0,0,2956452.06,0,0,63814.11,0,1737.16,8860.62,0,0,0,0,0,1408.01,0,4785,172628.1,0,144647,1518.65,0,57980,0,0,0,0,0,0,2426450.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTI",47851,105408.41,61367.67,0,175081,17476619.09,1512860.08,68809,231991.25,12853,32779,42450.13,0,16207.3,2329084,1140,8122,1543820.29,316644.21,19444.88,6226646.78,1924279.19,18830.79,43882,0,75718.43,1065469.19,106354,0,1385127.57,91744.34,13778,0,367584.64,3000,0,0,3759966.9,0,0,128361.37,1604.32,67214,14775,0,4419,97822.03,0,0,0,0,9739,46193.01,11817,17568.25,445579.93,102176.59,2666,0,375988963.58,8949,0,0,777204.01,0,0,0,2840,0,2664.13,0,20285,57619.01,0,0,15089,4991.72,0,0,901305.5,0,0,0,0,0,0,0,8343.09,0,13631,43272.49,0,955842.58,0,0,0,0,0,0,0,0,0,0,0,0,0,71149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRQ",0,41827816.91,188931.05,0,426612128.62,760524580.62,0,0,288251553.48,0,0,5656.15,0,3149.63,1838123.55,2316,0,1162985731.52,0,0,320438498.72,1338225.92,57961906.52,0,26037,61930,771621.53,40439.03,0,909135546.59,0,0,0,366505554.85,10773428.16,120771.1,0,27314,0,139777001.99,252837774,205290.1,165554.37,444637.71,0,5015,13822.46,105710280.53,0,2400786.53,7464.54,0,0,66326,7230,103511055.24,0,429338626.55,0,8120122897.14,3354,0,0,3918041.14,15024,0,125425.98,2233,15827.63,53376,0,3080745,75864.79,1782.13,0,12936174.9,1970.84,25579811.2,59354981.05,1050652231.67,17966.93,27184.26,0,0,60185813.58,0,0,0,0,0,0,0,0,0,292531.46,0,0,0,0,2364509.77,895341.42,0,0,0,0,37825.28,880721.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNA",0,177900.71,0,8466,0,6292963,51646.06,0,1060,0,0,0,0,766933,1346792.22,61971.46,0,130659,0,0,83099.22,2466764.72,72190,0,0,0,0,54530,0,964161.23,0,0,0,19691,23562.09,0,16058,601015,0,0,0,0,0,0,0,0,14801,5940927.77,0,2449,37627.87,0,5710,0,1364,73185,433648.28,0,0,40094488.1,0,0,0,0,0,0,0,0,0,12011.63,0,0,3833,4351,0,0,1704000,0,0,84352.36,0,0,0,0,0,0,6143,0,0,0,0,0,0,0,0,0,0,12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",29212,3180653.81,0,0,145170,6695292.6,3205449.41,0,11636975.63,17100,0,0,7025,1189093.72,31526671.62,758555.75,1773,4330017.75,77437.3,827566.9,54030803.34,34470550.01,328344.25,0,20671,0,84856.23,3172240.14,0,12984651.46,0,0,309962.26,1425768.26,133000,0,0,267348,0,117144.63,11830726.77,2521735.95,123387.55,348269.8,0,33406,7440750.69,527480.62,0,418541.53,239779.63,0,14487194.16,166388.15,2711109,105216222.5,0,459515,15015,3407921.17,32241,0,0,397134.81,0,0,33138,24588.42,0,1365,0,6425,1065,0,0,127580,1000,0,0,7688350.84,1073,0,0,119934.24,43923.94,0,0,0,13531,0,2959,24704,2130,0,238836.63,15608.53,630392.32,0,0,144284,0,0,0,0,7073,0,68964797.09,0,0,0,0,0,0,0,0,75046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MHL",0,0,0,0,0,0,13995218.54,0,1647.49,0,1371,0,0,1780,1151000,0,18686,13409955.25,0,3314.27,84588,1194499.62,4658504,0,66347,0,10187143.9,0,33962.97,1223808,0,0,0,110717.56,0,0,0,0,0,0,14932,0,1161,0,0,0,18048151,13092,0,0,1954,0,0,0,225493.06,20187657.85,0,0,0,9674411.15,23460,0,0,334451.42,0,0,33363194.45,0,0,0,0,0,0,7264,0,0,898000,0,0,25609435.67,0,0,57176.55,0,0,0,29617.46,0,0,0,0,0,3600,0,0,0,6913.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNP",1349,261308,0,0,51705,0,5235,0,0,3001,0,0,0,0,16000,4053,0,493148,0,0,1244,5382145,0,0,2563337.43,0,0,63366,0,129431.09,0,8740,28281.78,686254.45,1000,0,2696.12,2367111,0,0,24885,0,12168,21581.73,0,0,24556,0,0,6043,7505,0,2650,13713,0,43938,0,15156,2065,0,1897,0,0,257767.8,0,0,0,1502,0,0,1700,0,0,0,0,67168,0,0,0,2354821.26,112333.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT",46028,55049.49,0,0,13879,325987.77,196872.86,65636.73,42714284.04,25463,4840,0,20042.41,18703,70045039.84,42767.93,2991,85892161.71,3575.48,1751751.21,81191514.78,8636876.72,3340940.77,0,2008520.87,13262,1083361.36,0,37921.43,72559840.1,0,0,0,355899.51,1452035.87,22744,0,1193244.76,0,2512350,2803037.89,6472245.64,0,0,0,14818,1944404.35,10870002.33,0,126751.67,36727537.7,0,0,55176.64,118819.67,2614830.33,0,3829635.12,0,493592,118394,0,0,153127.55,0,24851,143074.12,8322,0,8072.31,1667599.36,19837408,19109.89,0,120629.33,154809.97,0,0,0,111947441.63,6425,0,10495.78,15723.16,2044127.81,0,0,199027.21,0,35124.9,0,5419,0,4132.93,94103.12,459837.64,0,3123733.6,0,952039.13,269813.36,113314.9,52289424.49,0,0,1149280.76,0,0,0,0,0,0,0,0,0,14643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
