"","ARG","AUT","BGR","BHR","BHS","BLZ","BRA","CAN","CHE","CHL","CHN","CIV","COL","CRI","CUW","CYP","CZE","DEU","DNK","DOM","ECU","ESP","EST","FIN","FRA","GBR","GRC","GTM","GUY","HKG","HRV","HUN","IND","IRL","ISL","ISR","ITA","JAM","JOR","JPN","KHM","KOR","KWT","LKA","MAR","MEX","MLT","MNG","MOZ","MYS","NIC","NLD","NOR","NZL","PAK","PAN","PER","POL","PRT","PRY","PSE","ROU","RUS","RWA","SAU","SDN","SGP","SLV","SUR","SVK","SVN","SWE","THA","TUR","UKR","URY","USA","VEN","ZAF","AGO","ARM","AUS","AZE","BEN","BFA","BIH","BLR","BMU","DZA","EGY","ETH","GEO","KAZ","KGZ","LTU","LVA","MDA","MDG","MKD","MUS","NPL","OMN","QAT","SEN","SRB","SYC","TGO","TUN","ZMB","ZWE","AFG","ALB","ARE","ASM","BDI","BGD","BOL","CAF","CMR","COD","COG","CUB","DJI","ERI","GAB","GHA","GIB","GIN","GMB","GNB","GNQ","HND","HTI","IDN","IRQ","KEN","KNA","LAO","LBN","LBR","LBY","MAC","MHL","MLI","MMR","MNE","MRT","MWI","NCL","NER","NGA","PHL","PNG","PRK","SYR","TKL","TLS","TTO","TZA","UGA","VNM","IRN","SLE","SMR","FJI","GRL","WSM","ABW","BRB","SOM","SSD","TCD","TKM","UZB","TJK","ATF","FLK","FSM","GUM","KIR","MNP","PLW","SHN","BES","BLM","SPM"
"MAR",33071452.91,196945555.95,137783373.47,10632457.64,202445.62,73591.52,772607931.34,369645979.149999,231908169.2,13653957.7,499972601.92,204060547.22,38756525.64,3899753.08,162021,1379456.57,131509529.19,1016531604.73,37749852.06,4958147.66,4676083.17,5483973423.96,10749392.19,18779409.33,4458456822.09,922434163.46,35407577.76,226140.29,1515343.05,109194475.54,22658519.74,26359712.48,1149464953.42,75209554.85,5893818.12,15311704.3,1081837589.27,114371.44,26765910.16,290562148.7,163608.42,151275732.72,43734722.38,1035200.35,0,228204344.72,13022205.87,840970.57,351710.38,18581490.68,95590.91,560580264.549999,126016278.88,70512913.41,315054205.96,3500345.28,36810599.67,322063270.69,263096037.23,441118.02,5578281.6,213625036.66,444948018.19,140842.56,191454806.63,15576019.56,145917063.48,1779706.21,324297,55625359.83,26721856.96,106938318.61,70191926.21,957459575.29,41985407.46,1586717.71,1073673337.77,22207599,193227689.81,54469794.2,2755109.03,33134602.08,2516594.44,60674979.42,60000506.43,5804018.86,303177148.59,43914.38,242751371.32,314997987.1,378632215.43,25026443.65,9992267.64,1041568.12,68859572.18,7728292.43,1365764.75,5015667.54,15075544.8,8398274.28,105572.59,7938003.4,30109128.27,116001412.55,9899672.23,1404068.56,58894617.2,167019323.74,802685.04,500751.86,56341,3101301.48,56123141,0,533504.14,133106378,396978.01,963358.69,85685762.07,11701729,46430546,618984,1085215,0,49410739,64797873,66658,58729519.24,5393680,2626691,23144059,148144,1181172,66157658,10907832,508342,64512,0,76517634,6927940,68283579,236300.31,11653,79029313,19299,4126892.84,162099637,193799.21,2864625.89,18166109.21,97153720,1754526,0,205456,40858414,0,0,3971473,3332045.01,979365.87,6401105.86,593279,13453661.58,3578,201068.87,11359.44,0,1048,135125,0,0,2905460,0,172821,0,0,0,0,0,0,0,0,0,0,0,0
"MEX",1827797594.45,550208895.73,14958687.53,44526021.11,16567246.43,138562284.79,4419097246.33,20564693833.7,1840172298.36,2131643049.79,6220865161.89,11658675.68,3841289280.81001,1129464859.95,17285525,20847233.75,477159055.53,4665175492.78,165316103.36,796662317.840001,703674615.81,3745743980.13,30804055.73,185843043.73,2564374627.73,2482763536.02,33817048.75,2020829390.67,21745021.38,848248580.85,12282987.19,248225750.99,2296127939.36,388514557.93,12628448.8,146189652.39,1441282511.43,139635340.74,74718370,4386458937.15,5413975.17,3265108573.26,209595810.93,10432481.63,74278875.63,0,7323465.59,8210814.27,2507386.76,325774501.28,732275299.79,1685329098.83,194576667.27,185243202.04,54814116.82,897991237.949999,1863276636.63,494615353.56,183539952.45,152259528.62,4552233.47,123660489.07,474095321.27,357303.63,1013915658.89,1684373,1532439971.7,762846238.350001,8079081,90377186.58,44734397,180848706.7,521172786.49,751722242.46,57091912.59,235618175.62,291032102948.53,1216802319,470336898.45,165900651.32,6440550.73,1761939842.27,16387472.07,430772.21,2474875.04,11174419.45,35362303.35,3702578.04,348605763.27,70772769.81,8651698.58,2718099.68,69631670.37,4502193.71,46572299.37,8154214.53,3443832.91,3900033.76,7325078.81,3535281.2,1692203.76,36401863.96,222769668.08,1292224.22,22875245.65,295306.81,2960208.58,31971236.19,4613114.79,732272.29,55245,4559439.37,351300123,0,799654,6967262,266205661.28,114392,5725562.67,0,5149497,354629935,187953,311878,3797260,20966038,137727,748224,0,0,476445,555274946,54205239,87921862,26658448,6842386,2628826,119709,19346330,532864,708964,430452,362568,197112,3832110,2477984.39,117725,86785.07,4027685.29,448831,51397081,82642435,3108145,45709430,559691,0,0,86886200,5940523.94,2712190.91,422612078.67,325853,6280,0,2926670.13,25261.17,215268.44,43197288.97,12765521,0,0,441267,329886,1863574,0,0,0,89786,3084633,58357,85638,2763.62,0,0,0,0
"MLT",2167011.73,14602135.16,11652463.82,2128057.29,88165,1207339.77,20441582.16,45612865.27,29956164.03,714870.77,336949829.69,416148.29,1764075.16,394829.21,0,12870464.64,41486399.17,330159542.4,20463293.87,1583951.03,165828.31,75321763.28,1096305.6,2467713.76,242261949.61,278819353.59,19758030.13,18529.82,532002.05,303281855.39,2170203.35,8671073.41,27111838.46,16211274.26,5064773.08,19038375.25,312279763.2,257669.03,3314137.55,175716966.66,0,246271071.32,3474386.68,1107832.26,3992358,70752688.51,0,72333,2071458.96,83382464.98,1153,49953892.09,31527990.93,3461912.04,460877.35,877602.34,2844643.72,29581995.31,17078637.17,87595,149683.89,40327866.3,21316196.56,391517,46712817.56,6253086.04,245754691.59,3520,130613,8905858.5,8350958.13,63851559.16,11096988.68,30809026.2,15073160.57,40860,146199682.1,24373260,11817233.72,9616163.38,150578,17168961.6,121316.23,0,125905.97,1306149.03,737828,18007.3,18661940.24,536115276.09,1593766.56,8364127.69,724348.08,1107049.74,3651077.77,1270670.69,171420,261760.78,83175.23,1085562.46,361944.9,19534431.13,9438348.65,2194078.52,10995406.47,183691.37,184512.97,198539646.7,35126.85,553148.99,289831,411720,20637074,0,0,6860289,54026.54,33759.62,1601008.19,1769536,185236,0,6781956,0,1351727,13682560,89332,1467630.78,3782928,169163,0,0,1118941,6125849,832229,2605013,0,0,631399,796666,99625884,39327,0,2712638,86702,119308.91,228670,9091,328023.12,1283641.41,8973951,24810859,0,0,39604,0,0,177632,135820.02,3640236.15,5149942.53,199944,962564.8,0,1473109.51,0,0,16250,0,1650684,0,3533911,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNG",1372,2205012.89,0,5991.52,0,0,68856.76,2628331.48,510277754.48,59178.32,3708061354.13,880210.97,119421.22,6859,0,0,334214.34,16435170.77,316058.67,1289,0,935216.58,4228.62,3994095.62,8470322.5,344909974.57,84590.37,0,0,13491863.21,0,162625.27,6851074.94,328602.1,0,17800.29,53091695.16,0,0,43817534.46,0,55929392.62,105819.3,5829725.56,2007.78,82682,1727,0,0,195289.26,0,848440.13,820358.19,1360683.25,29455.47,0,103632.99,124462.64,15405,5688,0,29637.05,77812315.9,0,1032899.41,93049,26692597.07,0,0,15819.07,1478,759863.99,3701252.52,564931.25,471584.76,0,29477175.63,0,166830,0,0,10041201.73,0,0,59433,10251,106404.87,0,35513,43430.31,0,0,2307653.65,1800731.07,33341.28,7462.28,0,0,21362.74,8591,153671.41,0,328471,2017.97,1804.84,3291.07,0,0,4713,0,0,0,14746073,0,0,0,22150,0,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1695723,0,0,0,0,15000,0,0,0,0,0,24120,0,0,0,0,0,0,911607,0,691840,0,0,0,0,12041,3486,23719938.69,0,0,0,0,0,0,0,0,0,0,0,0,37198,0,0,0,0,0,0,0,119044.99,0,0,0,0
"MOZ",10261288.2,10939337.25,22289694.97,61215033.96,0,0,16422487.71,2970968.62,54159963.95,85893.35,366924331.05,409295.92,1109956,165256.5,4827776,10370767.64,35287958.54,154096371.97,234305.17,56502.4,43680,184306581.84,10727.65,5344613.54,118765084.76,116117560.16,31745222.75,11165.1,0,24832180.85,1325361.33,1557678.27,633455409.3,3276666.51,10585,52702.23,401574945.92,15437,532224.82,70683357.56,1075539.3,33610677,4882554.64,168433.63,351312.16,3973070.6,645630,0,0,53052000.04,0,999370935.44,6636545.28,927879.13,1147414.13,947285,0,50343998.62,44754525.06,0,0,27535860.73,42691860.75,1678761.37,11447991.8,8085,152201335.57,0,0,2574400.47,62771743.81,560002.95,11849931.96,66530576.35,17301233.61,0,113082352,0,1094473542.41,6938883.44,0,2800955.74,11670.26,0,0,16672.71,27466.91,0,198672,164517.57,132618.7,12481715,812084.77,0,13677708.25,319196.36,0,3246835.45,0,18694964.42,1408315.89,256446.07,5144880.54,728257.98,1100041.8,1193627,0,110871.58,77938698.55,166863024.63,45087,0,34268172,0,1285,4377464,0,62764.82,912183.06,0,2155620,7577,0,0,693625,1573550,0,87072,0,0,80642,0,82860,6984995,0,3155713,0,0,742145,2799,56320,15385,15467,3345,143981,0,0,70763863.77,0,0,472950,1884478,7543,226772,0,0,0,0,35059532.56,2041378.21,7666796.39,181272,19835,0,16340.11,0,0,0,0,17058,0,34024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYS",370790215.71,347167146.15,65838783.26,93620612.0400001,11126121.6,3427703.94,1462178182.76,1896740757.36,702741202.92,307863895.91,32381137758.42,75746603.1,173824958.47,42849190.03,1462903,9964795.51000001,910979456.38,7243205372.15001,213590590.02,44235115.53,99745591.67,801880239.729999,74240060.35,197646030.13,2198811655.61,2628610681.34,87471093.72,40908256.03,5420132.79,11805193477.57,16755888.98,301670729.92,9060830303.71002,295745376.6,8291812.44,14241363.72,1029829435.69,21031963.94,126885315.66,19910429620.2,265641019.61,8135080349.87999,287463750.94,526389262.32,100103788.73,6454461489.74,36156056.82,40197360.13,48059098.12,0,19779216.62,7082754053.42,409483374.67,1196800777.99,988026350.449999,101651328.95,169310066.47,889501385.39,72142243.61,16777029.96,4670483.12,95117672.05,1148791393.57,8352547.8,1175761720.18,56845244.85,31647799119.21,21096674.23,9685482,403045859.9,98686907.0300001,392296077.86,11880444960.91,1306175876.8,145923804.41,30150185.13,25302415640.79,63799199,765248489.11,128942065.34,12360393.75,7047765980.82001,64341633.73,304486417.09,21028895,8778579.3,44025641.99,305429.52,206621354.13,546197163.32,156656635.4,17972898.01,92848839.21,6827956.56,31351060.39,23383343.4,7293937.52,59217280.33,15267557.61,93312257.6699999,54074934.38,240189946.97,354836646.89,50515653.87,29618041.38,14468252.68,242026496.71,65185684.49,11952753.92,10278273.48,99120864,6706938.31,2976421575,10170059,2158574.12,993107110,18473477.09,7545057.41,38693381.71,12523702,60402343,17000045,63471598,6002587,29625269,174693081,66270,38556707.14,31829190,4492789,12536191,31465288,11656781,7402703351,117526755,367042420,110544,14810220,62708379,36428788,19539113,23257413.16,310106,1498704,784574997,2585777.16,39912644,22877896.23,159642688.1,19684905.5,708058458,3368143699,350544232,4700672,36773916,0,29661516,28609190,196854744.71,42307747.5,4452083811.95001,500171735,15616302.85,54302,56519497.07,237266.95,13895894.21,415803,1625582,66719823,10094,318901,12213824,95468245,2556708,0,16657,456508,3643030,859572,1013480,267154.46,62595,0,0,0
"NIC",226247.06,1459231.2,570523.85,166243.79,108693.37,367716.11,3743155.4,81889250.88,11380522.95,4901687.73,33587969.57,27990804,10232519.37,132124811.07,278319,52980.64,1175657.1,39212029.81,883194.09,38431115.95,4573837.34,60884651.49,99020.47,4089725.39,44752101.26,59523776.24,1007490.06,120458528.32,484582.4,9432560.53,1172.34,30003.71,5264729.2,4280682.41,914003.79,180780.75,38270372.57,952313.84,110051.15,19622231.86,1112734.7,8564088.12,218009.79,214836.26,205565.85,535476015.92,25466.36,1484,0,982295.72,0,27300876.27,6246113.81,1560685.21,267116,38044647.05,3181705.28,4197484.39,9162198.82,253069.88,0,182287.34,5825996.98,19327,456735.75,0,2741261.29,246556665.05,393793,187208.24,121487.33,9467209.92,2480331.14,284578.39,325380.15,221858.11,2754521776.47,290239567,545501.59,356181.74,18972.03,12892547.31,0,0,0,114625.49,43057.36,19493.29,2199,60739.08,0,0,17509.7,4624,113109.35,51013.56,67326.85,203435,8903.28,1145,77555.84,24610,280027.38,13750,30059.39,0,265977.64,35272.99,91588,0,0,0,4710372,0,8803.58,2750,1171069.58,0,15290.22,0,193830,1779135,0,0,0,43571,9781,21365.25,0,0,0,174202174,1348064,111232,0,0,15913,0,57295,4341,0,12995.41,5075,0,0,1394.88,0,0,4201.48,1309.59,0,340043,0,0,0,0,0,561496,2120715.08,39605.85,4337570.17,0,0,0,3869,0,0,154911,36981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLD",500167803.45,4263312450.14,1015381403.57,139591947.76,38167636.41,10098983.33,2494730542.47,2824682099.41999,5151901172.15001,401663129.97,9213270312.49999,284186858.27,441077890.11,98167217.96,225529688,256772544.71,4757107710.68,91862449067.3699,6916307210.04001,110410736.64,305630744.08,12579901908.09,653390404.71,3778932546.01999,27210262273.69,44373522115.81,2601507105.97,138074830.91,37697834.3,2844496317.39,783168183.290001,3936647966.82,2078503731.39,3026000404.19001,330432432.22,2300469297.69,22392915380.29,38338246.08,327915148.81,2980852334.24,40641693.37,4496817282.66,538271997.44,135314220.03,774379780.169999,3065444314.93,548820662.06,17312853.74,551379022.900001,1993277300.67,32694526.49,0,3234983890.71,397427667.81,398457778.7,129668278.8,239367079.46,8212681092.42998,3394755923.85999,104310683.03,44062569.99,2673234947.33,3788871728.65001,32593695.67,2514565881.6,107871795.58,3816388208.42,42032495.46,221940856,1264570770.99,579460901.190001,10930143478.62,1070233578.74,3479410778.52,559415915.850001,72485484.25,16404334963.5,478708148,1333383899.04,279365906.53,34162353.76,1670580403.13,169751276.98,138403053.48,180670724.84,136983145.98,240934646.149999,5987140.82,1088988909.51,1498208032.37,183928511.28,132162752.28,362411424.17,27041851.63,1403758686.44,513640359.440001,58954118.0999999,21786623.5,119847553.57,34451812.99,17367884.81,679259702.030001,511636188.31,328277008.21,312933323.76,14768256.13,1006044163.82,260664376.71,67899258.76,18474289.31,46802297,39834947.62,3226748383,54742,38983442.29,201169059,88836354.28,11581103.53,116748572.3,102738112,112821413,162840745,31522667,4362573,114791939,884031481,524088625,323169147.95,45164906,9243630,303893561,39288313,34884285,783258589,317550480,315194226,1101966,2175167,343031524,45329226,216403997,23417997.72,422048,83601413,19196810,36707412.57,111237881,32341964.95,25386795.69,38621687.58,3223953682,488650514,21280713,2215540,42719594,1077278,1795253,73794606,106632628.28,93431053.9600001,910681470.43,495690491,61737766.38,28919476,40582783.6,15154772.1,130903.63,127242975.73,10924792,9406973,22895060,30442810,72096541,91460906,10224472,3652629,1121574,79689,4074307,399159,230711,52636.27,880196,50154201,687419,726187
"NOR",284113332.45,280663629.74,22641719.92,12338999.61,17337439.04,251838.44,777467409.470001,1247999435.28,410936689,96744383.77,3765906035.64,24072590.51,52382291.96,21564279.65,1637564,75618080.68,212587879.37,19344504470.35,3931731030.11,65189792.41,28888126.11,1866964426.22,168781392.51,1106762626.51,7328285813.57001,18844606902,174161839.83,18930386.16,260262.26,266446695.83,19655195.57,61066177.61,808940903.04,1424925287.52,516830795.98,151348066.84,1119154885.09,19059831.76,12043225.96,1676684384.3,335413.71,2415508545.77,29103317.41,15832923.6,66731192.39,175268478.8,6315475.43,1239279.14,22186238.97,493093960.42,15974790.88,13606159846.17,0,50124525.78,13156256.04,35445799.31,42806452.54,2490671658.12,399472255.6,2820891.18,2438331.4,109848517.56,677409123.6,685974.14,185073893.15,3239108.63,1360557148.31,1023884.61,480777,65455273.59,46346807.57,8547221327.39,265224540.37,705310933.83,682868508.95,21178713.13,4788400681.15,2925205,120710641.62,230595267.58,2143390,353984816.64,167543414.2,4185914.64,2701145.51,5634687.66,158877028.66,36399927.49,68672145.43,192734942.79,5178842.67,10453864.62,39283321.73,1716884.18,304968284.9,64440398.81,5853772.62,854414.27,3460972.02,6621525.11,1620841.4,9458870.35,58267354.51,3398051.73,25860702.88,3243944.09,97578039.26,7364871.39,954375.6,1318508.61,2378380,1947297.45,289110121,0,245650.24,27492630,8297157.98,83237,33620918.48,20173683,300675134,928101,141265,3390,12725026,38438253,60020932,743055.68,541062,3965,6963115,1736677,1708153,112775041,2248782,5254473,195164,162177,23972407,47194594,1221841,421117.05,39160163,2990763,9330505,1165825.63,1607261,2348237.4,4227952.96,666941.18,366068046,50515648,606846,0,385891,22192,209358,12170278,4997133.64,5278193.85,249098227.92,7997362,807645.2,5348963,209608.37,14663824.16,0,42347,911767,338099,1483689,90568,932384,1084587,35342,0,707863,4104,382655,0,17080,7003,0,0,0,32918
"NZL",23831010.84,45040515.58,5369203.07,69587813.67,1800188.82,359785.79,59016701.4400001,522001005.58,106804587.56,102677140.76,6131741265.06,14196785.58,11419696.9,7615778.97,403133,10673919.55,34080066.64,683393013.949999,126817620.86,13948729.24,4230494.88,157912754.91,4708580.71,30204239.7,393080284.109999,1256409432.77,27545246.91,26377459.81,23724499.05,521980121.37,2508772.22,4356689.08,666970231.91,55175211.78,3971471.83,21938922.16,292314005.469999,30017324.71,72142825.74,2266142664.34,7305688.91,1121573517.3,69841142.5,179962907.04,49918852.1,312471082.26,4058171.09,8927387.98999999,3265063.29,728098852.690001,16864327.93,469743489.28,46973269.64,0,54190994.72,42383197.03,104666567.56,43550966.47,21753644.09,2231411.28,1425481.4,5958776.71,101452457.41,699080.22,500196555.42,143074565.49,795848843.620001,21470098.64,106363,1644802.56,3308469.56,48677281.7600001,586973143.09,73120768.95,9696870.01,14912381.22,4210072368.85,217221152,158726871.44,27219848.63,11451685.9,5726747148.94,50528095.6,1384660.28,1393139.16,712068.43,3892882.66,5285930.8,421998297.32,358440422.35,4994027,4441264.66,3255917.59,99688.97,21032226.89,3930066.76,1886918.53,2140730.36,223112.79,65120328.59,13535458.43,61083857.15,41424795.05,19735729.11,924300.56,2716039.34,2027436.73,6221576.48,2986826.34,1919020.13,280211,127109,584351307,24012792,14452.17,149355947,2310658.72,1198472.14,24984852.47,9172448,4504326,59798979,2327830,16673,1896168,17762637,1264932,3666000.18,157601,65445,408970,4849413,317451,566773236,3369089,7593737,100845,827964,12414192,948243,33759884,4920757.85,2865944,7522868,19315148,338095.83,0,439792.72,131250894.07,937542.34,199716790,451331113,139997478,0,8298592,14727,1500997,37581897,3853166.57,1146624.14,408872613.99,65535795,2844809,11369,307905558.46,2434034.38,97763116.7999999,695036,16871583,287961,0,1071169,0,2487190,0,0,385892,8479655,4844099,10310561,3051527,317499.24,0,0,0,0
"PAK",68639928.71,131634879.15,17600133.72,98219467.14,256505.24,132559.06,85596745.85,280600520.16,112038387.35,90016214.1,2407743488.36,62573439.87,57420231.29,9201071.89,39450,4300735.48,117764187.15,1617796168.65,120654914.46,21109452.23,13175789.34,930279961.360001,21435048.68,55996081.52,813888052.269999,1524063195.05,65625573.42,13519310.6,415567.59,272363143.23,11639292.67,17481457.56,471512354.97,66436769.14,3488268.52,1892499.12,657949033.370001,2256589.97,55697430.52,275803326.02,54423576.9,308644254.03,201961808.18,331546127.65,35749997.42,165458963.57,5355842.05,1024588.35,75460872.94,240510384.45,9329648.68,468612237.12,78099799.5,51010409.52,0,10146930.93,35487865.92,263875811.66,125243136.48,13102487.82,184060.75,25472346.56,297508301.63,24484744.96,548364168.56,95045278.76,236759680.29,4501695.01,499076,53913834,45223451.83,140458784.5,157924500.27,322709315.71,61321044.52,7688767.78,3922618246.79,4716339,227951129.15,44252662.49,4124833.89,215410623.67,26547022.67,47099736.28,6529427.87,9142777.78,12024900.18,154080.13,38863948.46,167051488.09,54553895.54,4509086.98,34810481.78,2627040.82,26410501.71,6545883.15,3109738.94,94855827.8,3779542.44,24086325.09,3780349.47,215422989.8,100118458.6,42880958.18,10456545.22,3670267.56,11991736.15,28765455.75,4898995.03,24061186.41,1722156995,5873690.46,898857522,11717,2218233.63,700537174,2535387.98,3968151.41,26967010.13,16144168,1695195,3895783,41326203,344717,1643640,7186552,0,5193408.65,18327536,13052443,13048,13376981,2252530,140749086,31058025,278741437,14368,956131,23974449,1637279,7431971,111768.18,0,348583,17094343,1063484.13,12066767,9744106.52,1846397.64,18781365.71,50146095,66616640,14892562,16217,13119292,0,1000259,5314384,69726432.89,56918831.54,293244717.54,32291619,23312827.15,9789,3151388.71,344448.43,11707.81,159716,206940,23889448,39199782,17923,8170148,1972911,3976731,0,0,4976,64819,0,0,0,0,0,0,0
"PAN",197776.54,1662915.99,59971,27724139.42,25172367.37,39978837.83,8637264.38,8871028.05,103003430.15,86814293.79,292885767.09,125628.23,93025060.59,285991328.44,1538106,29736.32,5488655.3,75446255.17,8565309.18,76296590.5700001,652643105.37,46939176.78,1398736.42,12245033.86,20407553.92,26692778.42,45336576.09,590991944.95,16207435.84,40518991.52,22975,61583.28,75892042.86,1295986.08,318492.53,43977314.43,29965023.7,45976052.6,6598.3,175692987.67,8139.77,371518133.08,14052.64,537225.63,2160312.3,113252796.83,1810548.84,36046,20770564.75,35390900.32,30469437.21,129453408.4,22708312.53,311683.28,2536722.07,0,92679789.85,119546112.08,8840314.53,77520249.31,14534.21,0,897093.4,0,789977.37,0,7615737.79,119089702.38,9233399,1285166.79,267129.8,18865906.29,79410938.26,17788025.49,11132293.01,1469110,305907335.82,895844,1317018.98,7164053.93,131536.99,7317416.53,0,0,10348.1,32114.83,2404495.43,1111621.91,124726,250038.93,67080.28,215667,155237.49,1415.67,25544.38,0,36957.35,0,18549.73,39461.15,0,0,179710.14,147703,299264.71,0,137572.87,327556.14,14247685.84,3726979.55,0,452932,0,0,0,0,4285061.52,0,54899.2,0,0,2531798,0,0,0,183217,0,7202,0,0,0,7667113,345762,229900,0,0,0,0,4800,0,0,0,0,0,0,64393.09,0,0,4294.53,0,569778,0,0,0,0,0,0,7594771,1353520.66,172367,39063486.03,601880,20543,0,1354267.14,0,5462,41191327.1,1118478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33928,0,0
