"","AUT","BGR","BHS","BLR","BOL","BRA","BRB","CAN","CHE","CHN","COL","CRI","CUB","CYP","CZE","DEU","DNK","ECU","ESP","FIN","FRA","GBR","GRC","GTM","GUY","HKG","HND","HRV","IDN","IRL","IRN","ISR","ITA","JAM","KHM","KNA","KOR","LBN","LTU","MEX","MYS","NGA","NIC","NLD","NOR","NZL","PAN","PER","PHL","PNG","PRT","PRY","ROU","RUS","RWA","SGP","SLV","SWE","THA","TTO","TUR","UGA","URY","USA","VEN","VNM","ZAF","AUS","AZE","BFA","BLZ","CHL","DZA","EST","ETH","GAB","GEO","HUN","IND","ISL","JOR","JPN","KAZ","KEN","KGZ","LKA","LVA","MDG","MLI","MOZ","OMN","POL","QAT","SAU","SEN","SVK","SVN","TUN","TZA","UKR","ARG","BEN","CIV","CMR","GIN","GMB","MDA","MKD","MLT","MUS","MWI","NER","TGO","YUG","ZMB","ARE","ASM","BGD","BHR","BIH","EGY","KWT","MAC","MAR","NCL","NPL","PRK","SYR","TKL","TKM","UZB","ZWE","ALB","ARM","MMR","MNG","MRT","SDN","SYC","AGO","CAF","COD","COG","DOM","FJI","GHA","GIB","GNB","GNQ","HTI","IRQ","LAO","LBR","LBY","MHL","MNP","PAK","SLE","SOM","SUR","TCD","TJK","WSM","AFG","ATF","BDI","BMU","DJI","ERI","FLK","FSM","GUM","KIR","PLW","PSE","SHN","TLS","ABW","GRL","UMI","HMD","SPM","ATA","SGS","SMR","VAT"
"CAF",1427361.57,0,0,0,6204,13732.76,0,7431.5,871859,942923.41,15545.38,8865.39,1050.35,161430.35,530978.15,2659527.51,58513.37,0,16360157.81,0,9997035.19,222178.04,0,0,2018,762466.36,0,15929.29,3339613.62,32477,0,0,6861953.82,0,0,0,229824.56,91233.55,1842,585854.51,101227.64,251882,0,67014.34,3527.28,0,0,0,0,7358.83,4323044.67,0,1863.46,184989.82,0,0,0,39737,169973.01,0,790599.74,0,0,1075970.02,0,50402.02,14388,0,0,14520,0,0,411437,0,78289,15009,2899,117339.05,4241362.48,0,0,2071849.03,6316.26,0,0,0,1464.07,6879.34,0,0,0,370690.39,0,108141.26,32201.3,372252.82,45335.56,277162.46,0,0,0,46278.76,20366.53,1477532.75,0,0,1116,0,0,56419,0,0,193667,0,0,0,0,0,0,0,0,0,0,0,0,0,21823,0,0,0,0,0,0,0,0,0,15887.56,7447,0,0,0,288364,149482,0,0,0,0,0,0,0,0,0,0,41573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COD",77713.5,0,0,0,0,80305,0,0,255679.27,7531481.34,6371.73,2008.5,33949.21,71046.58,123305.14,10200321.85,13545.44,0,560612.21,91449773.29,6753231.97,885195.49,96462.24,29568.49,0,0,0,49604.22,0,8393.04,0,0,21991791.28,13603,0,0,821700,1721.89,0,63648.51,1948863.27,746906.03,1234.14,3633539.86,17603.55,0,0,0,0,14047.82,14488029.6,0,3000,187619.53,836641.21,397444.28,0,44220.91,21445,615416.1,219000,34788.99,0,137247693.53,0,8899.74,1254105,0,0,0,0,0,30509,0,0,0,0,179686.63,116051.18,0,0,10202046.81,0,9389400.2,0,0,0,1410.05,0,140846.15,0,100591.53,0,15342,142056,0,101231.31,0,84161.42,5646.57,0,68884.2,4468.65,5321,0,0,0,0,0,0,27452.26,0,9608.54,50085,558626.01,0,0,0,0,0,0,0,13321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99993.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG",397849.73,0,0,0,0,64908011.74,8360,1357973.94,86213.81,152154557.6,160116.86,2812,0,0,325775.54,133521064.42,807325.41,8156751.23,17667675.26,145352.93,64542025.24,1852890.79,1352559.11,0,0,548322.52,19911.24,0,675070.34,296284.73,0,75643.99,51926756.39,0,0,0,341145597.81,70430.6,0,2282019.68,167852.7,681425.82,0,6286017.83,2583723.12,0,638034.56,0,14276,0,15917708.14,0,30717.42,498142.35,17412.9,25448358.05,0,346472,2941671.13,0,1293896.15,72835.64,0,454757854.16,133126.21,0,992863.12,103416.67,0,1675186.06,0,19880541.16,243535,2368.95,0,3526112.62,0,25908.95,1502801.21,0,0,8803131.73,0,0,0,0,0,0,0,0,5981,349783.62,0,80866.43,9279076.64,17822.06,17954.79,722986.88,240120,0,4382,739214.11,19866361.97,4601062.47,25523.52,0,0,0,0,714175.43,23191.12,0,18745.8,35686.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476949.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOM",2477383.8,7781,786674.41,3634.7,9924,1871832.4,3197428.12,67287810.21,7604010.5,503023.59,1969571.07,4998213.07,23967721.58,143418.78,1037748.94,45015433.43,1155171.64,1787075.03,24556467.72,10508274.32,49180600.33,40402934.91,1676698.66,2746162.5,2123432.15,1302903.88,3920398.16,373318,0,406347.15,0,108323.7,24818196.68,13021312.28,0,924227.7,36583229.86,435999.63,60493.78,16757024.55,58164,113216,1652825.75,97960060.09,865294.53,442598.5,6847554.86,667710.66,35150,332000,154271.4,9556,14000,406364.76,0,1078576.79,1070295.94,4130653.11,615433.54,5370466.36,177464.97,0,504902.66,3918356818.49,8063952.43,0,847173,3497305.15,4041,0,93583.5,268699.25,0,150245.62,0,0,0,374112.15,65000,58362.81,0,26168269.14,7206.09,7000,0,59392.38,3752,0,0,2000,27000,3081000,8074.32,110892.47,0,225207,109172.27,1171846.48,0,1150.77,962268.15,0,0,3214.45,0,0,1411,1070,0,45043.93,0,0,0,8906,0,0,0,0,0,0,0,9000,365965,710000,1777,0,0,0,0,0,8000,0,0,234995.81,0,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,71734000,0,0,0,0,0,0,0,0,0,1385000,0,0,6000,0,0,1000,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FJI",430256.45,2937,0,0,0,7229.84,0,1633199.14,15867.24,49515.78,22763.56,0,23550,0,6467.22,3956841.04,28781,0,101427.45,14734,755230.99,65110491.31,0,0,0,6086095.56,0,0,1667907.23,21914.76,0,0,224428.09,0,0,0,1106465.22,0,0,18917.31,185156.2,79804.46,0,511192.71,14353.33,23189472.51,0,0,79288.51,1387566.41,11497593.16,0,0,0,0,530212.09,0,79679,1363435.33,0,0,0,0,183426932.02,0,0,17046,120338885.76,0,0,0,0,0,0,41723.57,0,0,7000,8429.47,0,0,35220885.97,9052.04,0,0,0,0,0,0,0,0,0,8074,209125.81,0,2023.06,54720.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3363,0,0,0,0,0,0,0,0,0,1253199.82,0,0,0,0,0,0,0,0,0,0,0,0,0,24330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8373822.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GHA",21920041.25,335908.28,0,4363564.35,38281.17,630485.32,9418.95,12049621.69,16648108.31,31366623.07,102359.51,0,0,17064.44,930553.59,122680903.53,3451137.71,42260.95,40567700.08,1151203.85,87117258.08,177952888.98,4353794.91,0,20964.82,366065.88,11644324.24,6362900.25,5336011.86,23064872.42,85437.67,145410.46,64818551.5,28774.75,0,0,4437585.28,2898484.31,141210.73,466747.84,3453446.14,11890766.77,0,153995716.46,4951702.01,382771.46,0,156969.68,0,0,2987652.67,0,396918.96,13010262.98,4204.5,2351369.54,0,1726560.6,5266561.75,28729.24,33967401.96,4573,0,171648049.26,577266.82,14910.57,4199678.08,991151.34,0,6388917.42,0,9123,148393,8294719.23,32600.45,26497.64,0,278472.1,3558201.77,43552.74,0,46017116.9,1503229.87,50291.59,0,0,4595.66,0,3841892.62,18475.71,7600,4121911.82,31671.74,3401362.44,5020055.98,276645.48,301947.7,949698.84,417956.33,35757137.03,13796.98,3777910.52,7284123.13,615115.85,627189.15,190509.24,0,742030.38,35021.52,0,6613,5975441.26,6844958.72,4029172.5,57277.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1851.54,40361.84,6961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIB",61355,10235,0,1067565.41,0,1352037.84,0,8170,77687,0,0,0,0,0,60659.16,221649.47,84478,17820,34468108.66,0,1122149.15,4819176.96,792072,57922.77,0,277486,0,84147.67,0,74898.62,0,903076.91,23327029,0,0,0,2849,0,0,0,0,3312380.7,17508,953777,1755,77911.3,0,56427,512800.33,0,715361.02,0,16991.31,123440.78,0,164816.29,0,4562,41983.91,0,392951.93,0,0,1387727.01,0,0,242060,0,64464.54,0,0,0,0,0,0,0,443615,15843.46,0,0,0,0,10472.13,0,0,55937.69,177423.2,0,0,21742,0,59935.98,0,0,237259.24,0,2576,0,675064.16,417053.84,113564,0,0,0,56290.66,0,51276.45,22117.72,0,0,0,0,0,892628.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNB",15600.08,0,0,0,0,0,0,11651.03,0,0,0,0,6182,0,0,43000,0,0,14364.27,0,1791,0,0,0,0,2227,26048.18,0,0,1914,0,0,1549216.84,0,0,0,1541172.96,0,0,44833,0,470321.72,0,23803.97,0,0,0,3054.68,0,0,2274451.85,0,0,0,0,0,0,0,37297942.95,0,45239,0,20484182.35,19571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9438530.83,0,0,949912.62,0,0,0,0,0,0,0,0,0,0,0,0,5546,0,1997,1548,0,0,0,0,730581.59,1021502.53,0,34904.86,0,0,0,0,0,0,0,0,12705.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNQ",0,0,0,0,0,9147488.74,0,62382635.01,1185,377332183.33,12290.07,148977.18,0,0,41185.26,4360925.46,0,0,528343996.29,0,35520749.24,2090448.48,0,0,0,0,0,0,0,168593,0,7834.36,719104.1,0,0,0,732041.63,0,0,78209.85,0,200569.96,3473,30228967.57,1000,0,0,0,17021,0,2102504.94,0,4000,20132,0,6449.58,0,2912,0,0,136237.98,0,9696258.37,417730040.12,0,0,9720,0,5816,6261.3,0,0,0,0,0,0,40000,0,0,0,0,13952935.77,0,0,0,0,0,0,0,0,0,0,0,0,70954.59,0,1078.08,0,0,0,0,0,0,36336248.93,0,9523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTI",72511.29,0,3291.91,0,3992,7521,187300.17,6561783.45,1082809.91,25407.48,59820.4,658208.71,23388.14,0,7271.4,1949982.66,0,22723.38,4712095.7,10926.92,4214799.3,1301536.8,4854.86,6910,0,87663.61,39743.3,2289.05,2455,0,0,0,1375183.57,15879,0,0,0,0,0,1477245.71,0,26800.93,33453,1490178.17,58770,5283.78,0,1382,569018.21,0,0,0,0,0,0,14367,45847.89,12312.31,0,136024.31,0,2430.42,0,265908827.26,14566,204000,5956,4314,0,0,13103,0,1346,0,0,0,0,8427,3322.8,0,0,466739.92,0,23169,0,0,0,3166023.1,0,0,0,0,0,0,0,27726,0,0,0,0,16777.26,0,0,0,1031,0,0,0,0,14206.7,0,0,0,16811.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRQ",153194983.59,0,0,0,11466.23,22478503.57,0,497409325.41,0,64816755.27,81445.91,0,0,4211,0,108000,46564.48,533221.61,391282722.58,9586,792600901.27,1465496,207218991.73,0,0,0,0,65680716.21,1216.35,41162,24214245.25,0,543816960.36,0,0,0,24818779.96,8754989.95,0,54282.37,65157.56,37746,0,712825449.64,0,0,0,11058,0,0,47041717.85,0,47027488.98,0,0,45750308.9,37721.09,21836,69525036.59,0,0,11115.72,0,5537522434.21,18550,2518574.6,63807937,0,0,0,0,0,0,0,0,0,0,0,0,0,623951913.2,121062418.66,1652.63,0,0,0,0,5496,0,0,3032,0,54356.06,0,0,4354.13,4461.29,11624605.97,0,0,0,0,0,0,28383.76,0,0,6469.24,0,0,0,23517.69,9236.65,12253714.21,0,0,0,0,0,0,0,0,0,0,3277.92,0,0,0,0,0,0,0,0,55550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",1588847.82,13851,0,0,0,0,17404,1765800.37,2354779.7,2227251.22,22568,0,0,3879,523617.84,27916293.4,622448.87,0,4682048.72,2447991.64,43770739.8,15919723.09,458533,0,20077.74,41386.89,0,13948.16,196950.91,1092959.18,0,15316.7,11781584.69,0,14835.35,0,477259.45,52966,10784,708302,256001.54,230465.41,3051.96,9867580.92,2973069,37378.56,0,81877.64,5888,0,197675.63,0,53000,31773,0,388871.73,0,1003118,20732697.57,2282.24,42070,0,1472,3984742.86,0,32964278.21,33669,793516.91,0,0,0,52098,386877,93434,0,0,0,1375464.62,0,91750.71,0,6608642.14,25879.91,0,0,0,3296.03,0,20563.33,1285,0,229589.91,0,150960.57,0,283165.58,108962.63,0,5194,13046.3,2866,33748.32,0,0,0,0,0,0,24613,1131,0,37899.9,0,0,0,0,0,0,0,0,0,0,0,0,29845,0,0,0,0,0,0,0,0,0,26040,0,0,1192.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBR",1093569.67,8156.82,8585,0,0,18935.34,0,971838.79,0,0,36084.62,1512,0,0,130563.56,398973594.55,17405.3,42113.74,9916137.65,0,38343668.75,5022122.89,96387678.42,0,0,0,11589942.24,4232271.98,126850942.61,12426,0,0,57232649.09,0,0,16814.16,8395711.35,73703,118583.14,62115.73,1382081.55,39334.37,0,1766951.48,54081764.1,1174,0,5554.54,0,0,1621341.65,0,138485.63,40000,0,356777.59,0,10190,24090.45,29835.54,6727529.58,7292,0,41296678.62,341810.97,100691.52,605918,0,0,0,0,1311.92,589614,1273,5603.11,200790.62,0,0,6222783.06,0,0,52931.85,0,0,0,0,1843.38,38450.78,0,0,0,93325850.59,0,25581.7,2742986.57,35611.6,50400.66,467850.25,0,1198907.83,0,109453,1913942.11,336898.95,78637,16187,0,0,0,0,0,0,150970.48,378834.79,0,0,0,0,0,0,0,0,0,0,35170.21,0,0,0,0,0,0,0,0,74455,22482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBY",223359982.41,312309.01,0,37590.96,0,7184030.32,0,1065,418318698.04,48016697.86,0,0,1236,1245463.69,88041750.3,1733502090.08,3646.3,0,1665618409.11,0,607513020.12,248633105.54,247756386.99,0,0,0,0,67782936.7,3212420.44,0,0,0,4457549834.88,0,0,0,4556101.34,13428958.06,147811.58,5768002.76,1177275.51,1535924.94,2200494.37,47560836.9,0,0,0,0,1355259.84,1040.88,57161225.08,0,0,0,19477.56,1924563.85,0,381495.59,3947159.19,0,766937834.9,0,0,0,1934561.24,5111.54,0,0,1392.31,2173204.35,0,0,3245677,0,1661.91,0,0,228718.21,8685381.8,0,754695.25,4474310.65,1356.57,0,0,0,0,0,26627.61,45063,0,3980609.9,85059.28,582971.44,4824,0,1593893.53,298123839.74,0,246274.57,4967809.24,13562.81,0,1548906.8,0,0,0,36716.39,41352928.82,0,0,1534976.82,2645,124889.68,0,0,0,0,0,0,0,0,0,0,0,0,0,5090743.03,0,0,0,0,0,0,0,0,0,1691591.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MHL",7025,0,0,0,0,0,0,0,9651,0,0,0,0,0,0,61192738.92,0,0,2662,0,42096,445879.22,32456633.57,0,0,0,0,23271.38,0,0,0,0,123810.09,0,0,0,136080,0,0,0,3651.77,280798.74,0,6115.04,0,11970.72,0,0,2011474.39,0,0,0,0,0,0,2507674.79,0,0,34279725.55,0,0,0,0,486322.96,0,0,101662,0,0,0,0,0,53183,0,0,0,0,0,0,0,0,1173673.15,0,0,0,0,0,0,0,0,0,5919815.42,0,0,0,0,0,0,0,20319.41,0,0,0,0,0,0,0,91399.53,0,0,0,0,0,525043.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNP",1195,0,0,0,0,0,0,0,16058,0,0,0,0,0,0,106802.85,0,0,29035,0,10611.24,1781634,34697,0,0,0,4970.04,0,1013,1295,0,0,0,0,0,0,442396.8,13327,0,3497430,0,1093028.11,0,74347,0,3969,0,0,0,0,0,0,0,0,0,6614,0,3656.33,18833.04,0,0,0,0,0,0,0,0,90790,0,0,0,0,0,0,0,0,0,0,0,0,0,2314426.28,5100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6289.74,4100.14,38524,23543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",50001047.94,458166.8,0,138705.44,510706.81,6906518.41,256050.93,163848139.06,22452682.07,563093806.69,12403487.29,1225258.18,2060396.02,5830558.29,17165235.4,519288432.67,45233767.21,2300173.01,194153988.96,19674999.89,336204656.67,617709134.58,47255043.85,1451714.86,61576.8,528393749.37,127721.14,1755962.67,175607872.06,29348067.1,54198522.71,3320126.05,258010580.94,656227.76,4492208.15,4176.45,310262701.64,14483464.18,3893003.87,51743391.45,39698588.12,1596228.64,147484.77,193917242.88,32604184.26,31445682.92,477914.04,3631824.5,15310346.16,206867.82,81820908.5,1215643.56,6762105.9,25947511.69,1554975.13,47467086.4,859078.63,52870335.1,51158458.64,5333562.23,99717514.56,5404167.12,2798034.79,2366574960.94,7118619.02,13752734.74,37794903.98,95122401.11,713281.25,5715885.19,0,35259779.17,1833349,7762603.94,1189714.55,519403.68,0,17363894.71,65772634.8,1035378.96,21990893.23,212428995.68,1025805.15,24003627.38,202983,71463018.27,127003.04,22534127.66,770355.33,27306748.04,49586729.14,22716917.14,30964934.36,123135306,345959.46,5834163.42,2013577.82,20218369.75,9019934.77,3418513.26,30411781.93,1935158.03,15210519.26,10328112.52,1254772.12,58628.15,642646.53,472299.37,1922216.08,30143006.95,2331992.34,18301179.86,1196238.61,263499.26,2001864.27,0,0,0,0,0,0,0,2346825.16,0,472439.71,0,0,0,0,0,0,0,0,735360.33,2601125.47,19551.99,147508.66,6166554.08,288116.14,0,95249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5004.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",1632726.84,6152,0,0,0,0,71243.07,1292034.19,15589,1927.54,0,0,0,0,612707.75,10228853.95,1052355.65,0,113649.25,144401.56,31570377.45,2070535.68,1046691.79,0,0,10802.96,0,169662.56,9351,1673937.37,0,0,434570.94,9552,0,0,477146.51,135749.65,0,55149,131056.38,105595.62,0,340499.08,0,0,0,45190.19,0,11486.51,53728.37,0,2000,93392,34715,0,0,376115.81,319034.14,0,8895,185920.26,0,4447852.62,0,54402.98,2428004,95229,0,0,0,0,0,269770.8,2745,2144,0,343689.15,491281.68,0,0,2763311.59,264318.7,595570.13,0,7882.91,0,0,0,0,0,135000,0,183595.08,46832.91,26899.12,0,130066.96,49086,12057.01,12102,6410.1,151300.83,0,992712.23,67832.88,0,3644,1377,0,25306.54,1965.99,0,1325617.24,269378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOM",21229,0,0,0,0,54872.76,0,12137.46,0,494004.27,2153.19,0,0,0,0,800521.43,0,0,49408,0,1045023.06,257688.23,52979.11,0,0,457181.11,0,53979.15,0,154988.55,0,0,1891621.28,0,0,0,0,858370.69,0,1115,30809.42,6498174.92,0,0,0,0,0,0,0,0,15829.76,0,0,5392.16,0,319076.18,0,19119,2563646.56,0,299145.69,0,0,291606.19,0,0,275987,4096.46,0,0,0,0,3767,0,875755.22,0,0,0,4705290.17,0,901592.6,165285,9057.99,33079.8,0,0,0,0,0,0,4003856.01,0,171955.56,6657375.4,0,0,17764.63,2304.29,7259.66,49177.96,3380.09,0,0,0,0,0,0,0,264828.27,0,0,0,0,11192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65120.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",82854.61,80626.64,0,0,7929,97529.1,7613737.73,34829782.75,32881.66,51815,16237,45059.76,30175.95,0,18124.5,165198.65,86929,0,329414,0,55486635.54,21907458.48,30328,0,1236141.79,896770.38,0,67539.66,82175.1,398477.85,0,0,75489,6792858.59,0,0,2736,82421.66,0,3898620.1,237496.83,564995.92,151928.74,41371869.25,93838950.31,1564.95,11935.93,5241,23756.86,45836.24,3294248.62,0,4000,0,960758.53,0,0,160670.37,99994.98,12249490.91,0,0,0,131991299.82,645324.28,2647,6770,1467,6450,0,0,0,41342,12154.51,103417.93,0,0,47000,199806.29,32735769.27,0,18408145.32,1800,29943.67,0,0,0,123652.87,0,0,0,952805.77,0,105214.09,0,1639,61115.58,1714,535907.03,0,4332647.86,10440.41,2278,2619620.54,0,0,0,0,14565.31,0,0,0,5090.49,2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38859.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCD",565854.46,1733.26,0,0,0,4254.74,0,74320.15,0,10517.2,0,0,38111.84,0,3967796.61,12542363.1,26111.35,764012.72,4268773.28,0,5624173.94,43575.2,0,0,0,0,18945.73,1776038.77,398210.03,0,0,0,899169.35,0,0,0,5000,10194,0,211466.62,0,213156.61,0,2687,0,0,0,0,0,0,23419144.63,0,0,0,0,82048.5,0,0,528456.42,0,463456.85,15690.93,0,5061589.79,0,19316.26,0,0,0,0,0,0,2066,0,0,0,0,431803.31,0,0,0,791059.76,0,0,0,0,0,1242.35,7598.14,3894.95,0,3756377.28,0,32596.42,0,0,1928583.02,1504574.03,0,600429,0,6262.78,7304.89,96801.59,4091,0,0,8426.28,0,9841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030,0,0,0,0,0,0,0,0,0,0,0,0,30641.8,0,0,972083.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",1446912.15,6851683.65,0,1671437.64,0,0,0,0,262947.07,5225676.91,0,0,0,0,10209505.39,8014122.2,124498.08,0,2259780.9,0,11653571.13,2153280.74,0,0,0,0,0,442376.74,0,0,1140992.58,0,21441323.13,0,0,0,6850181.79,49520.85,1641228.31,11095.89,25739.1,0,0,202193.92,10637105.24,0,0,0,0,0,2382530.8,386067.77,1183451.52,124760304.6,0,43584,21153.98,118056.63,1356006.24,0,13131298.12,0,0,5172178.37,0,1400265.09,26989,2244.71,834049.01,0,0,0,10737473,4567773.4,0,0,121509,38540932.22,1332921.07,0,0,120775.73,1206582.89,0,1220044.73,10976.75,556488.39,0,0,0,1560,18659631.15,0,447929.26,0,6120954.2,540698.21,37038,0,1485521.04,0,0,0,0,0,0,1870,0,0,0,0,0,0,453559.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9055.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WSM",0,0,0,0,0,0,0,186511.53,3236.8,0,0,0,0,0,0,1547670.02,0,0,32181.71,0,313775,151556,2011,1555.03,4098,235481.14,0,0,19335.7,0,0,0,12333,0,0,0,11051.82,0,0,0,11482.43,15811.53,0,10940.53,0,1556322.26,0,0,0,76907.16,4636,0,0,0,0,0,0,69973,104924.66,0,0,0,0,13709454.03,0,308466.3,0,46687982.97,0,0,5422.27,0,0,1088,0,0,30840,0,0,0,0,126938.69,0,0,0,0,0,0,0,0,0,512619.9,0,12978,0,0,0,0,0,2947,0,0,5086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18491.07,0,0,0,719977,0,0,0,0,6796,0,0,0,0,0,0,0,0,0,0,45966,0,0,0,0,0,0,222522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
