"","ARG","AUT","BGD","BHS","BRA","CAN","CHE","CHN","COL","CRI","CUB","CYP","CZE","DEU","DNK","ECU","ESP","EST","FIN","FRA","GBR","GRC","GTM","HKG","HND","IND","IRL","IRN","ISR","ITA","KOR","LBN","LKA","MEX","MWI","MYS","NLD","NOR","NZL","PAK","PAN","PER","PRT","PRY","SLV","SWE","THA","TUR","UGA","URY","USA","ZAF","AUS","BGR","BHR","BIH","BLR","CHL","DZA","FJI","HRV","HUN","JOR","JPN","KEN","KGZ","LTU","LVA","MAR","MDG","MKD","MLT","MOZ","MUS","NPL","OMN","PNG","POL","ROU","RUS","SAU","SEN","SGP","SVK","SVN","TUN","ALB","CIV","ZMB","AGO","ARE","ARM","ASM","BOL","BRB","CAF","EGY","GEO","GMB","IDN","IRQ","ISL","KAZ","KIR","KWT","LBR","LBY","MDA","MLI","MNG","NCL","NER","PHL","PRK","SDN","SLE","SOM","SUR","SYR","TJK","TKM","UKR","VEN","YUG","GRL","MAC","NIC","ABW","AFG","AZE","BEN","BFA","BLZ","CMR","COD","COG","DJI","DOM","ETH","GAB","GHA","GIN","GNB","GNQ","GUY","HTI","JAM","KHM","KNA","MMR","MNP","MRT","NGA","PSE","QAT","SYC","TCD","TGO","TLS","TTO","TZA","UZB","VNM","GIB","ATA","ATF","BDI","BMU","ERI","FLK","FSM","GUM","LAO","MHL","PLW","RWA","SHN","TKL","WSM","ZWE","SGS","SPM","HMD","SMR","UMI","VAT"
"CUB",1202943.02,3304058.58,7798.38,5084936.02,20785488.53,503846013.43,23028383.36,109597339.61,5712222.7,8823841.23,0,12562874.41,1674636.42,32232194.87,3449831.06,448060.45,171848130.28,1411503.7,1172718.2,47941791.35,13752951.87,1061446.42,7476514.93,7537834.3,3333275.24,4164248.2,1363373.01,12104227.31,364005.29,19013802.14,1133339,810413.66,244784,24674088.81,0,183444.65,412774778.21,443449.05,618382.49,1200008.85,2481492.97,915276.33,20052942.9,169444.89,212263.1,1825327.92,709002,865720.04,8264,384028.12,272569.24,1433918.97,3829990.99,6486994.08,583528,4049.61,11238026.62,1491799.69,6742658.58,0,272279.61,365865.29,179247,23512759.06,2827.4,1285,4037376.35,267657.32,489202.46,19419.5,7902.63,299769.31,0,78554,42841.9,0,0,1094459.9,12051860.57,151999112.08,233459.03,434900.53,1405072.4,219105.94,595117.08,6689669.46,58106.89,6000.32,0,77911,23741,1202825.57,0,398863.8,262698,0,3724818,4805875,19806,0,0,449079.9,2095955,0,0,0,58892,0,0,8633.54,0,0,0,4034007,12222,0,0,24100,98974,0,0,7676082,189849112,0,1348.03,1375609.28,1278033.55,445321,0,0,0,0,1036774,0,0,18873,0,31077459,0,0,38188,0,0,0,1029544,11660865,6967170,183964,5902,0,0,0,0,0,0,0,0,0,0,305796,0,3833889,233376,12004546,0,0,0,755036,0,0,0,0,5200,0,0,0,0,0,0,0,0,3233,0,0,0,0
"CYP",247170,6399186.8,790356.13,411487.35,1121931.77,2431824.17,2665907.23,1599720.41,23679,16692.42,822645,0,16421753.02,118788280.44,6171850.04,288752.69,17317490.16,1025356.24,3495019.33,67588190.95,235253283.49,127111227.91,314422,6468891.82,1254,4463220.26,11071031.87,19757525.53,113861574.51,23931980.46,8591527.8,24960646.67,17203581.37,239238.56,248647.2,5671273.63,33991446.64,16163133.62,215322.63,2271658.12,2477191.66,810042.59,8962715.13,217696,0,9061787.23,1625212.22,33412993.54,141763.46,39527.66,23528435.34,3355401.63,3543007.53,5809862.26,2288880.03,1093150.05,15523728.89,504850.84,5348063.13,50329,1686144.64,1846578.55,26199628.48,5061517.4,1357295.73,11445,49979615.3,5755838.38,3405657.38,72020.6,4071674.04,3241796.29,50329.58,1419034.08,143858.29,5153721.24,78651.64,42089384.03,8334699.53,19791534.04,9132018.66,14840,9904099.32,5126944.63,907580.71,4444457.54,4963089.41,2166,565455.46,918715,20860962,14222383.14,0,25764.23,503313,108563,22873197,338960,126509,126707,1779994,9587346.76,1222617,0,4660262,0,3762011,32944,177446,24991.31,11393.31,0,360150,8589,5451975,44268,166941,66295,16969060,0,0,2676707,3176,1998349,32073.2,139500.22,0,79610,12493,94395,211575,0,5693,266405,0,3090,2425215,1018723,2420630,0,638460,71355,0,83294,61689,355130,313600,34153,0,250828,0,217165,2695455,32803,2453865,149885,0,0,1067,130848,724662,1104,2826513,1316577,0,0,22089,0,183853,0,0,0,0,0,0,0,0,0,0,208264,0,0,0,134647,0,0
"CZE",22076425.96,3096189563.33,6667699.45,1069854.22,70710319.74,115581818.49,682058313.84,297871900.71,11958048.71,2512102.07,12983123.6,17530758.96,0,18704841519.15,273285247.99,6657010.29,1041902081.93,68189482.69,264239921.59,2157656513.65,2437958119.23,256652485.2,3485100,137570527.2,1890295.76,135457285.75,222998159.6,88438028.66,85547864.5,1892806743.22,78357936.02,46207687.29,2755580.52,84505370.05,41195.97,38850011.51,1806649557.74,239578310.7,14841757.85,13938215.49,6509891.18,7309373.42,155943961.9,704283.4,23741248.91,538560262.32,47109103.83,417802955.53,1131876.42,795717.02,1396838758.37,79462766.7500001,78304980.59,173150268.7,5638883.16,86614178,76475382.36,9256210.25,85381902.15,217816.4,335425002.9,1132128381.45,16836687.99,196559282.96,11024571.96,1785638.35,163361978.87,77090601.8800001,25218821.68,1084608.42,12639773.76,8603592.9,75693.32,1857874.61,1160392.38,4317865.09,0,2350920992.25,457621554.04,653292752.720001,66248339.1,2100319.62,124244476.88,3714423074.87,355394695.46,31773882.44,15072107.68,1688041,306785.82,259354,254158506,4173554.78,0,785109.02,442619,359156,36266505,11395297,98981,18222571,4745176,18147912.53,27631147,0,12893268,94675,9771489,13738867,1155560,6428074.91,959801.53,894452.19,20065044,280174,1608859,302220,6391,221873,29189713,1199717,4274854,261577144,2353639,127679050,603195.06,323328.15,334366.31,23676,1438347,24857102,1094200,245666,1589419,973368,1559346,471795,159129,4343547,2242558,447183,3588266,158375,0,94747,409426,345975,261016,184051,0,420248,0,1249520,8609321,79248,2838974,379867,30564,759789,0,1305186,1048338,8614778,19618215,11000747,4802,20239,99405,30915,187571,0,0,0,94351,0,0,13325,0,11224,0,605370,0,0,0,4969486,0,0
"DEU",784207790.56,36302445804.34,240679392.69,64167781.44,4696660402.11999,5944689003.44,31610811549.01,20272631602.18,665421606.32,169743669.47,123700840.93,505566444.22,17933022449.52,0,12496702624.76,186953507.86,33633571840.03,700015926.4,6381258947.46001,69369770721.63,55879238207.39,5683981528.97,166559661.2,4693532561.15,61009622.54,2950397390.21,3937209616.26,2917101708.5,2748136935.66,51236160013.59,6545101895.89,862740004.63,194188662.71,5700919231.79001,14132464.82,2525184763.88,40736330956.05,5217473270.23,864444116.03,654055876.95,151475971.03,243600415.3,6791490904.81,37018728.24,173852713.21,15050508503.4,2280855112.75,9764255832.92999,45198403.61,65495228.2199999,68266503974.13,4786283958.62,4963291712.42,1533548612.65,273155146.22,478651554.74,904499291.58,815616859.79,888251845.12,5368633.97,2331317618.71,11547477279.57,538187768.54,13770532544.42,162959497.29,36071803.31,1622524263.36,869847634.979999,1053236882.1,37343044.04,210787475.23,324935615.28,40152002.81,133797189.58,32711353.15,249627012.26,9375587.79,17905885487.22,3731264697.34,12786168212.83,3783851942.03,77914984.1399999,4512817132.61,5838193251.23,2686887650.13,1043360101.48,112241765.6,102892233.86,30232718.18,93075000,3304591000,78073897.23,712000,36883632.93,17552000,2112000,1375238000,74883000,13821000,1363827000,174230000,341598513.2,729474000,295000,888065000,384640000,548011000,174224000,49037000,43669692.61,50055459.28,44882623.06,1035177000,65275000,115967000,122013000,3074000,18436000,530133000,19236000,108189000,2841222000,333406000,965619000,17102670.77,254372793.79,40155185.61,17743000,84953000,201908000,51472000,20536000,4986000,80290000,58052000,21683000,11531000,91117000,70500000,31770000,153361000,27055000,856000,6881000,4152000,10435000,200564000,8909000,2399000,13712000,3503000,42182000,632287000,14284000,385264000,5764000,11645000,51320000,2764000,85326000,79606000,192911000,613027000,78051000,938000,1883000,5306000,6724000,7223000,278000,208000,3761000,6828000,75374000,2842000,21993000,254000,8356000,1398000,50913000,879000,179000,141000,0,0,0
"DNK",69424223.41,605341901.87,43397851.05,4394892.13,196444449.5,721896039.620001,802481922.97,882764342.200001,37854352.32,12026623.69,23027540.19,80483221.03,332623647.55,9415516391.59,0,8482536.51,1795971816.53,112640318.03,1724183948.24,3034890030.41,5112960306.52,419269865.16,13333167.82,556450283.55,5836429.38,227766839.51,1272703549.07,135605357.65,149688095.93,2116661984.43,414483896.7,60606635.49,17561593.39,197610455.23,7369558.77,120539058.53,2392956204.54,3216853080.68,93534120.65,41051699.8,18955989.87,26548625.33,280866732.03,1615925.13,17290809.38,7478789731.81001,171089500.33,352457427.9,12209871.03,10881840.09,3825702938.45,176548572.04,520671380.86,73581602.77,25087934.45,11572627.53,45462046.36,78650980.83,57996997.82,2068762.28,122887412.7,303167553.55,47242648.43,2241972274.81,14520363.25,1203547.79,291113492.52,181514164.4,53176395.58,7038925.38,11793106.19,31104194.92,6196926.02,13547192.04,5056009.83,36085127.72,1930234.1,1058855286.28,115459694.37,777038652.65,373225609.35,7172284.49,276319571.48,118697980.17,74264026.7099999,33407525.93,9076652.18,6885545.29,8512866.89,10943758,184687804,2258517.11,19004,2843623.77,2730364,685128,80722703,4305776,2362220,46808891,21864200,257754195.47,18234755,223362,73125820,72727101,24036252,2721465,2257640,5245898.78,4694755.13,2442538.16,45786753,12268828,18046586,16112766,180371,2210887,13972281,3369039,1346318,149698562,29709315,43898148,287125192.8,18920491.43,2392572.62,932011,7384865,10011779,3140474,3942475,4588066,3662833,5515286,1910081,2296771,30545377,9045409,2596843,15517993,3592999,337931,357155,1144639,1720453,7427184,1485519,11460968,860189,19139,5422316,51808622,989795,16601780,2981796,1736633,3661471,20734,1869380,11879736,4450619,56066143,4762602,13742,44591,1478757,1139334,3805070,87415,47596,1663301,4894212,319117,0,2855534,70826,449828,6445,4875679,8054,64490,0,3298317,0,66590
"ECU",37931012.41,42175526.09,1382585.31,1242007.75,19705466.89,58264344.39,31341981.37,36882027.33,403059717.93,8394974.59,7016359.03,224525.31,15811821.34,257654445.89,2501983.61,0,162083550.54,3009268.98,6639413.96,72240321.42,73887360.96,20280124.28,55027776.12,4392879.04,25253644.34,2176829.16,709514.32,2688828.65,4647699.77,318290147.85,248222172.89,354337.7,1404628.78,71794997.42,0,791705.07,112898578.13,2949737.09,15625528.71,75532,241592007.72,658552101.51,30234919.12,420172.69,141565984.63,3511750.04,2958273.09,8244823.91,1073,1392873.54,2606012423.81,4098948.46,3794244.93,7448287.44,58213.98,16060404.45,5972568.37,77107857.08,26381677.88,64948.18,14510212.96,13165084.57,453774.67,132877371.15,0,343857.51,15158460.76,261363.82,406440.95,157973.21,2659427.89,1802327.63,0,49204.72,4280826.86,2166949,106344.18,32213391.84,26558565.33,260348433.3,19867587.72,128370.03,4282773.81,3410242.11,8074027.36,3841650.5,6586436.33,8034.08,0,1351021,792137,0,0,6458733.99,368294,3373,1904864,139585,0,957369,0,678669.36,150936,0,71635,0,0,0,0,0,124738.04,12994.49,346722,225318,0,0,0,94366,1058411,0,0,925132,54597765,4231,63942.25,0,31138406.7,114260,3229,44395,0,0,7219,0,0,76828,0,9783951,0,0,278790,0,0,26867,5186,472957,64710470,0,0,0,0,0,87136,0,1554,0,1961,0,0,2785779,0,0,359425,0,0,0,0,0,0,0,55095,0,0,0,0,0,0,0,0,0,0,0,0,0,1439,0
"ESP",453043766.43,1542413270.56,49593829.3,142795064.95,990713924.08,835641281.979999,2405687129.03,1404828885.55,276893500.75,139571105.87,570691683.039999,188441064.96,956914045.750001,16957970066.56,1012352332.45,157806941.46,0,68105667.93,642619049.09,28336497641.58,14327910989.52,1734253927.37,99682749.1400001,510954649.6,108259539.94,290108345.06,870936319.19,516229808.07,664391990.139999,13859116204.3,471199301.71,211005272.49,22868743.77,2584641396.61,941200.84,215916397.18,4900384700.44,629185105.76,101612114.56,83976818.19,122274338.08,179993622.03,14187007141.02,45205425.61,77945050.3,1419373559.66,243851229.47,2035626058.97,18182534.44,67489366.5,6733992393.27,472649327.56,692309394.55,248210032.64,52681897.15,36610603.69,48539063.06,535442072.51,854841173.489999,764352.23,268652287.3,911757941.470001,118135601.58,1305402921.54,29397671.53,1466602.16,135051621.59,75593190.73,1968881097.24,27581049.9,17421929.39,106567508.77,30604617.42,50034201.65,3693061.97,252021304.92,310066,1726689500.72,436321870.56,945714626.13,725362812.44,129519569.82,365388417.1,604592937.590001,288763291.98,619411513.68,32569097.74,96180837.3300001,4879833.3,104044057,676165427,7049215.27,637710,26490695.68,4904358,667528,378246678,15972416,9814911,206297621,49214613,55952442.47,56652484,351917,149774418,161754421,141672876,8623522,16545889,16209398.43,22870623.25,9212487.2,145650869,11229446,15104997,8854966,187331,1895587,124983538,330433,1627127,174236728,350816175,106816607,1978450.07,5982813.97,33406423.26,3593217,1995661,13527688,24003846,19909040,2455590,42502596,7195033,11702569,1756952,254063901,15575925,19905500,65448143,16222018,6250031,84379646,1182992,7231323,21219945,2048036,125739,1825506,44902,67440558,202926154,2680631,52731004,46461262,1035745,15450820,3283,24286864,22305589,5708022,92420697,474380430,508983,0,663583,15068148,1932987,22227252,83879,477710,465809,21905,0,901837,5775119,1766,327478,3343531,0,2833,97429,11093448,0,273892
"EST",97765.47,44216535.09,62946.78,4541341,15198456.09,30731448.29,33344299.31,41028708.7,942449.99,1207,2827806.15,21718108.95,32726641.79,531984343.82,186449696.03,15844.28,52887763.24,0,1210175300.35,107255140.29,258320640.03,9173943.27,106517.22,11954923.3,294840.07,6830640.22,43266607.75,109444.55,2265337.15,67308914.75,30533224.84,310968.97,2733016.51,11589579.53,52827,2226434.43,162858576.86,177919793.29,1309593.89,1214169.23,3703045.47,2709031.23,38076340.59,0,2307408.45,798896222.18,8178259.75,15956284.59,93333.53,6850.63,194366112.31,2302658.28,4599259.32,1579316.96,82819.58,103029.83,20016371.79,11281092.18,4135396.11,0,1990330.9,57833732.17,84500.4,24149729.12,38174.71,1083374.83,170513268.24,345193982.9,2290329.99,0,231264.57,13563259.47,34373.89,18497.7,10063,161731,3248,65509735.38,2118810.44,592022241.16,5428991.1,1122,1649889,6064262.89,2422245.7,135871.14,0,1114025,0,285341,4042600,459182.39,0,43052.53,1332,0,14147282,644426,0,2988275,0,63399997.62,6305010,0,261386,8719083,652342,3338818,0,317886,47640.56,0,794725,9305,2683389,0,0,0,1102173,91228,2095136,199891291,1407228,933993,324603.39,0,170472,2939,94409,1592557,0,0,1171982,298960,0,0,0,518084,6990340,0,1359285,30122,0,1057,62515,0,226266,1098379,28443,68918,0,356113,730016,0,4515,54017,0,3675,0,95495,0,3040325,1723785,2855539,0,0,0,22423,0,0,0,0,0,4269177,0,0,0,0,111145,20528,0,0,0,21722,0,0
"FIN",60126646.62,661339918.86,19070515.46,16702309.68,293590553.94,656562124.37,607632406.41,1646559154.1,67280967.14,32784006.95,3131288.03,29615545.66,270451470.94,5839972133.25,1274331146.23,105574798.37,1550527615.75,939926561.05,0,2230077530.08,4269549341.02,522497866.32,38699212.79,478741579.72,16848104.59,250866435.43,287061217.56,220181675.63,218154282.46,2038301858.85,394131852.36,33587886.26,34262833.55,270343288.51,635255.04,132296615.94,2380528670.07,1286155161.69,79109568.98,45961466.78,6326435.51,37579869.24,295406513.99,1147082.7,11969080.46,4876403102.85,165561188.67,478685958.76,4111290.47,5644503.58,4219231524.07,245235203.39,415253473.75,34538811.9,35882298.8,6893421.53,37560792.51,189389777.97,125745049.18,227150.16,50462114.92,455869669,36147383.11,1150360742.6,9939329.25,4474620.36,264378212.17,388545045.45,74335356.24,1025306.3,10830755.5,4664877.13,3912598.85,30322949.64,1029241.14,14816130.46,549338.45,1001955620.56,82098396.49,3660105852.85,529744109.89,4187098.87,255512826.74,115605852.57,74004880.64,66250549.41,3473097.71,7715246.96,25384581.37,1031039,1247044607,2925459.61,0,1863839.58,290000,137836,124287953,3069333,59830,77821905,24477647,43507067.99,88159559,0,58508180,238566,8859604,31488615,1751462,3063997.48,2549550.29,285301.56,169828582,1283682,19274086,425977,58749,342295,37096898,758111,3140857,217442415,21422346,15289668,4194223.09,21752548.79,2501675.46,38035,542258,8419952,812168,363905,0,45131533,791925,794609,1041987,8304926,9601815,651355,7933075,5726474,5266,632785,182577,445750,9790014,214859,20678,217080,42197,104125,14601799,0,8047474,344021,595557,98629,0,2647905,14327602,11828918,41128071,333168,0,0,19256,549728,915203,4433,0,0,79902,0,0,358425,27870,21436,4611,7043118,0,1094,0,0,9519,0
"FRA",356695894.429999,3610642387.88,118276807.8,451310270.73,1770687666.76,3260985401.79,11295333787.49,5394257667.49,412035827.7,203797813.3,178392271.95,383015811.24,2507083580.83,50195316407.08,2900928161.37,182118901.26,34496593202.79,199683034.87,2000044323.44,0,33787199414.62,3092760417.32,64210080.09,2338614428.2,25499472.35,1202484802.37,2399503184.3,2416930178.23,1201606495.24,32504748858.97,2356427474.87,906253398.89,153472274.33,1822095157.8,9018325.44,926399310.96,12960395076.69,1645625189.85,517308322.43,232288721.4,409474453.95,122896736.76,4659031167.41,17841204.32,182180156.95,4667028719.20999,953155650.65,3987531239.32,33016965.15,53324874.27,26645863019.87,2025478551.93,2421551788.4,606762954.790001,145698567.4,74421957.69,121273967.62,620690622.16,4011927025.95,5046506.14,727765777.049999,2262644870.96,229539579.19,6171618601.07,91852560.96,4701082.82,414704085.52,154810708.33,3104186598.38,237467050.97,61599823.6,606307033.48,48475874.23,311749434.98,29127428.62,140999734.51,3553440.73,4666420221.06,1730437867.34,3134872301.34,1814003933.88,587278646.029999,2578099308.68,834575818.58,1306109760.29,2876860108.33,23094339.12,1105967305.51,32634220.09,261554149,3133594641,17933909.06,964350,22441678.45,20456156,36937207,1092790378,72434656,14202620,540128067,172267174,115230591.51,308227618,666668,300168745,21789485,293263243,33554059,212864812,11683224.24,705637301.15,92445640.72,368923719,3721571,77211140,38486720,538765,5590276,431301778,1427280,76101891,490899991,262439252,240121219,4174741.03,39877127.23,10269539.78,5959259,33157913,55490691,235348150,230225329,3074137,567425237,119539373,243127420,45514464,56990411,67628786,389101440,149214550,121997813,3664972,88881767,6187893,23801937,80204895,48003419,3229203,10827400,749295,138635042,951755823,2528582,870011588,59246221,88603310,176374727,184495,37590281,56762898,42435788,426598898,47811004,66781,3694404,10035092,472217467,10332777,56594,2264,10679124,8791180,983588,7923,15867584,88286,330505,138087,20722145,381438,22855727,0,0,0,0
"GBR",232933013.37,2114458002.94,124830807.45,50072958.02,1301421935.32,6374386604.72,4182431602.75,3349276225.66,179645017.26,84233529.52,31388867.64,415205053.16,1479179944.01,30754806577.84,3866612518.25,59879710.05,13498155659.88,152234850.12,2150380318.42,25362546505.98,0,1835638080.4,43437978.6,3655433226.55,21100275.04,3434238073.29,18476143033.57,868047253.35,2295477238.41,13842131590.26,2839794748.84,337264036.67,293156050.52,1270899044.84,41179992.19,1507808529.7,17747785985.14,2881315712.21,621959407.53,491514666.58,125716880.36,85588605.9099999,2300061867,25994421.53,36681855.21,6377709658.58,980931314.169998,3452895029.74,87754214.3900001,31477917.5,41750570270.54,3004302591.89,3584191830.85,284900190.9,232243979.83,31113414.77,85269024.18,204313256.69,389565337.6,9736240.92,314960376.23,1342835903.67,249186762.57,5882321036.32,282738033.64,3489927.82,342455671.06,135608695.09,557505903.47,16720295.77,36293126.36,342693870.5,25104947.68,87819821.7899999,20425468.09,356942073.69,13319607.67,2584776599.94,817910645.67,2043457429.53,3064253580.37,68585572,2516728396.13,447781325.51,264517113.13,270924310.26,46826222.91,66567221,95036780.92,167382897,3262297983,55305300.14,3593176,14788688.32,73469019,1472702,714364453,38720427,29368499,622612131,86185499,227389994.09,159990670,46963,556201944,7811978,387070800,9820215,23844814,6030155,23371891.56,15891161.17,616251151,13877879,142155990,46518482,3707783,15042330,117058131,3786478,11337344,390707508,201096974,98758007,5016630.48,46036951.02,11233912.41,22937738,14361434,227598507,75551228,5431785,24535254,47452154,12952210,18278239,35741105,57249601,69402920,52744493,220060696,36267017,1312371,176197471,33908846,21700072,91962557,5756007,11952730,7984526,1247288,34615837,1173506348,1129506,436948248,17223559,5509969,61580968,307693,163099738,90410567,29482431,159291649,250586042,909359,34371,1604762,34999660,12214876,43882395,11902,6538095,1989124,8555002,26490,5204685,10109020,32456948,171422,45462505,0,104098,19797,0,0,0
"GRC",6138438.09,155925156.52,8868785.26,4956009.13,24364820.99,90357942.77,127104144.52,75477443.8,2061355.64,2752044.43,1379291.04,560603226.53,76910835.21,1592298260.43,137731148.07,14475668.39,566663308.03,8975476.25,124907391.81,604313448.44,1073081483.7,0,473831.43,40510833.83,6340896.68,56411624.46,66527222.69,13390176.91,167832468.47,1600281580.43,92931722.69,85719841.75,9356346.63,23651388.36,1029129.49,7221624.5,392847703.48,65451293,8356007.67,11551575.08,14237279.29,4198950.18,99761059.59,1481908.19,847987.23,160221381.97,13500043.59,481320335.62,652165,4075943.23,838095859.22,18705027.03,152261551.87,739818144.12,4855197.36,22326987.57,7576728.89,3796112.04,53955897.33,109004.18,85247680.92,76561222.73,24517586.64,103291003.27,4637035.69,1037826.96,65054258.47,6529909.96,40858437.41,6056960.18,251048603.56,29717172.18,152134.64,1405952.45,484632.76,31115922.4,21137.99,233207549.61,352200459.66,202870898.19,86009277.39,10720293.43,56099809.39,29841492.54,43914152.96,59762293.18,372681596.55,4282086.37,172039,823180,103116619,33121459.84,0,223979.21,103450,0,74779269,12311547,1944622,19040249,8140784,3560274.46,5281536,0,12995047,6113589,79005011,9707734,331795,444535.82,852495.32,6242482.27,5809638,651854,5403838,2871612,0,105997,85957057,89350,206916,57787315,1002865,240427650,217143.68,640888.3,219305.94,177153,208665,11668286,356643,148199,189135,8147696,274651,335676,489199,993621,4170918,1378341,1685450,11064863,3335,471305,205861,1122306,483212,603591,13199,11754,13858,25848592,41131947,136495,2872593,0,87933,238919,37769,386258,1795304,3577586,895595,7382599,0,0,81106,48687,1366523,15970,0,0,21776,2768102,0,278568,0,0,0,180194,0,0,0,0,0,0
"GTM",182278.95,2392864.96,988447.82,515957.81,739443.75,89543231.27,16377098.81,4856283.49,10974437.07,156691890.59,12827377.07,3171.81,284808.97,52057228.85,2672991.5,12536647.47,25476564.77,394684.32,7019671.23,14319390.8,17859834.68,725358.77,0,1389513.03,276576515.9,2486812.43,1316848.36,0,2833432.49,28741312.63,60473089.17,750511.77,0,144547228.58,0,16780385.81,34917791.76,6133421.6,514520.11,3969520.3,94756617.29,2450265.49,1742113.08,64314.77,499345769.6,8067693.73,25962.68,2047326.09,388041,320740.31,1546179692.65,1606960,1155496.14,4735066.8,332058.85,0,2955.14,10175561.54,4828768.58,43004,765047.45,417926.36,3172578.82,33799841.26,30014,0,1804106.77,1034,4798569.35,0,108956.97,13032.25,16518,81006.41,1294796.88,500484.71,0,1243625.87,1672673.15,47007494.04,37194742.65,0,6432047.86,202366.66,546608.41,4883231.88,1423.71,85296,2500,27250,9627904,0,0,127110.46,349524,0,412082,0,0,173088,0,101629.14,0,0,2709335,0,0,0,0,0,11795,67972,17195,0,56100,0,0,110018,4564409,0,0,0,3141346,0,6461.61,26191.64,152187396.97,88178,179338,0,0,0,29412604,1298,441406,0,0,34742232,0,0,140199,1100,0,0,122237,9564825,5728955,0,14257,42587,0,0,0,0,225520,0,0,36819,0,605800,0,0,0,1634057,0,0,0,7113,0,1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HKG",44051817.94,164370169.15,428952028.749999,2479642.05,306766926.5,638553288.01,997555343.079999,15038004202.87,43267937.24,51167455.94,16477746.24,36505044.84,109418819.3,2326945802.15,257141027.87,27818004.74,348844530.74,26708197.26,147767942.99,778189055.229999,4668264791.84,114736804.94,68358944.96,0,61515489.89,1391995340.71,439399274.45,38224664.69,905183313.24,596707899.19,2803506943.65,17617117.36,609193366.59,569198545.18,7343886.99,2197455274.7,1357346234.45,174137233.7,112621851.08,201296684.31,224499787.99,22389460.71,33785952.99,41057554.31,80972870.01,898267760.86,1235485150.72,134172535.25,18926283,11414966.21,8913614133.67,442212541.8,876173388.41,25657444.2,29773327.26,2797558.64,4268678,107205195.22,19967743.09,49854691.53,29486943.46,303056680.6,92991435.23,1583523081.68,33869809.25,452835,18434981.2,9487518.2,41813232.26,46993555.09,3412856.32,17993581.25,10296282.22,69279270.58,35573295.88,28768185.68,12616590.27,182278957.96,31941830.24,56333564.43,143101766.93,12410394.88,3214459243.59,24306464.75,16953687.74,15196841.87,934507.56,4262331.6,9553075.49,21487880,1747449087,3944468.39,540871,1775333.1,2610577,66313,128628288,3480935,12892252,997339543,62551,8037388.31,3797690,219631,49946269,5775820,1637652,496407,10165012,34199183.28,4391118.77,1978486.09,2216879041,11880645,5066735,9557205,67187,1732435,22178923,304462,187244,53913189,39654301,7941334,1236402.37,626505206.45,30750723.67,2180980,1625414,511732,8273584,7915875,1399819,24905308,27783829,12488509,1389613,27333286,1175903,5808469,25744859,18349645,56493,1132816,1769964,7105836,13539409,372472980,0,43736735,137808983,2168290,147837984,0,26042071,862598,85279,33606636,0,9353435,11935783,2547296,991440549,978305,0,0,692372,0,0,0,3595974,56634982,7279865,538917,0,649809,0,0,457486,4110974,0,0,0,474578,0,0
"HND",382308,3930891.28,22175.6,256404.84,613637.08,67791844.19,7485082.71,5337883.6,11788322.11,40917917.6,1788479.52,16194.76,1265708.63,83467479.62,3564192.42,874350.82,41212590.34,275659.49,4342282.15,25351073.75,38115262.4,201776.14,98920466.99,1893762.18,0,256460.98,1430658.68,280551.25,456158.15,11656629.84,10030242.02,294512.11,1768,43650004.52,104173.5,1057203.98,35321688.22,1599665.99,206708.76,5200.79,8514745.22,205638.52,4743963.19,60935,133595098.76,5715001.4,333383.24,1549079.91,44818,872037,2880152178.49,792716.66,3090574.98,1266410.67,2406.92,12535.04,697530.83,680358.64,30590,0,405218.78,2168631.15,202099.78,32188409.74,3587,0,1447401.32,10711.36,839856.56,8951,51931.66,4726.26,0,18422.63,0,91063.01,0,50999289.72,4916244.74,7092612.94,464564.51,10250,79308.53,514190.68,800229.08,7379.46,1945044.24,3767,0,0,686978,0,0,352261.61,2971064,75488,2040,0,0,72199,1030,109824.38,0,0,5000,0,0,0,0,19689,0,0,0,6953169,0,0,0,350628,16047,0,0,183464,1254217,0,0,96859.43,34086017.13,166026,18344,0,0,0,5722048,0,0,0,0,2794874,0,0,0,0,0,0,0,1278260,12575418,0,0,0,0,0,0,0,0,0,0,0,0,5975467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
