"","AUT","BHS","BOL","BRB","CHN","COL","CRI","CYP","CZE","DEU","DNK","DOM","ECU","ESP","FIN","FRA","GBR","GRC","GTM","GUY","HKG","HND","HTI","IDN","IRL","ISL","ISR","ITA","JAM","KNA","KOR","LBN","LTU","MAC","MEX","MYS","NIC","NLD","NOR","NZL","PAN","PER","PHL","PRT","SDN","SEN","SLV","SWE","THA","TTO","TUR","URY","USA","VEN","ZAF","ARG","AUS","AZE","BFA","BGD","BGR","BRA","CAN","CHE","CHL","CMR","DZA","EGY","EST","ETH","GHA","GIN","GMB","HRV","HUN","IND","IRN","JOR","JPN","LVA","MAR","MKD","MLI","MLT","NGA","OMN","POL","ROU","RUS","RWA","SGP","SVK","SVN","TZA","UKR","BDI","CIV","GAB","KEN","MWI","NER","TGO","TUN","ZMB","ARE","BIH","GEO","MDA","MUS","PAK","PRK","PRY","SAU","SLE","SYR","YUG","ALB","ARM","MDG","MNG","SYC","UGA","AFG","AGO","BEN","BHR","BLR","BLZ","BMU","CAF","COD","COG","CUB","DJI","ERI","FJI","GIB","GNB","GNQ","GRL","IRQ","KAZ","KHM","KWT","LAO","LBR","LBY","LKA","MMR","MNP","MOZ","MRT","NPL","PNG","QAT","SOM","SUR","TCD","TKM","UZB","VNM","ZWE","KGZ","TJK","ATF","FLK","FSM","KIR","MHL","NCL","PLW","UMI","WSM","ABW","SHN","SPM","TKL","TLS"
"DNK",442092549.76,3730831.44,6530552.77,5470538.79,408582508.15,29474177.32,4876316.15,29676731.85,209106716.34,7765732251.2,0,50290938,8668682.39,976407149.379999,1053158961.94,2285590261.5,4477835281.44,411807469.83,16492561.65,935382.21,462328533.34,3991262.65,1509499,164882242.89,313459252.97,190660521.47,105631463.26,1779805678.12,3986144.34,759773.99,478822299.84,56902553.3399999,243192197.96,14037267.98,103751193.98,146952315.54,4165535.9,1882779431.69,2501062500.83,75005779.42,44713268.19,32418493.7,69732404.3,253237282.94,22744450.9,3675393.31,8420372.81,4542975027.64,221743508.26,8553494.88,209762630.13,16754441.29,2108152583.19,32172365.08,115429535.44,114463948.96,275000519.58,15557822.98,4380833.63,46962454.27,43014702.9,197638413.8,262479100.03,725299428.159999,85683892.05,3153317.67,31432575.46,138996562.47,119262863.28,30838240.59,20606676.98,2803141.63,3836434.16,62168869.82,127381973.76,118849202.56,87993351.08,26508230.85,1650399380.87,96911490.64,42548808.38,9484997.22,2642365.46,46114561.92,30644633.63,31361196.68,870422171.070001,50612918.98,752501808.720001,8867401.78,162948860.78,63802516.95,49684233.34,11036713.46,109716794.49,2647841.33,6810513.16,1487376.73,21158801.03,4459327,2384933.59,3826885.83,33774490.04,13596679.06,134218285,21847745,10211641.97,4666442,7856178.02,22359036,3740533,2329326.23,240089913,767116,16017206,29202203.5,4979165.06,3279646.2,3562190.23,15218197.56,946650.66,16461739.45,436915,9191388,4278894,17008236,39366884,2797795.91,1936087.8,161105.61,1074184,730568,6284018,1901215,1668265,846210,4994141,570745,158805,174993659.27,7153700,11268008,2247155,45341706,247138,2368278,18202130,24202664,2296909,0,4172541,2286824,2343675,11954480,12663866,49299,902393,53311,1202191,4956213,31465863,13189941,955849,1505671,0,37612,126469,24205,18010,3159025,0,863283,11832,1347330,0,259412,0,0
"DOM",2644652.81,870948.06,30600.71,5395823.8,67618.1,2936955.01,2704816.48,103315.15,1764450.49,88184556.57,918144.57,0,720516.1,29362674.52,15488620.21,45342140.84,56320314.95,231640,1376858.61,1748740.75,1558545.68,16487572.62,21684903,0,758769.13,31439.86,124406,31290151.5,6691434.86,693262.64,43862078.72,49682.37,0,310294.57,10899932.05,31367,1065584.2,25172939.12,596421.94,561100.24,4755631.13,458803.35,89320.41,1570668.72,0,0,4974244.36,6991091.43,12693,5207957.88,52474.07,130198.76,3948169041.22,6377633.66,243125,927860.29,750221.99,0,0,0,0,7346188.36,64405362.23,5046488.42,688339.61,4105050.05,0,3006.53,28647.99,0,41266.34,0,0,0,151191.68,0,0,0,31000299,19306.91,7947460.89,0,0,0,0,0,677079.4,0,1030636.81,0,1135723.78,284948.43,90665.46,0,3071.46,0,26033.16,0,0,0,0,522460.01,1043448.38,0,4954,0,0,0,0,0,0,138492,46281,0,127315,72992.21,0,0,0,0,6259,112117,16399,0,0,14991,0,32326.34,43698,0,0,0,662400,0,0,0,17014,0,0,3822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813570,0,0,0,0,0,0,0,0,0,0,385977,0,0,0,32565,0,635776,0,0,0,0
"ECU",23068236.55,3330368.41,8687773.25,310211.77,154642337.96,386928265.84,3968584.25,75961.72,13322494.3,265121803.78,5394847.41,5968354,0,169271316.61,6406356.93,122598944.91,111217630.79,15509538.86,18847652.29,42284,3117600.42,2332023.91,1019825,6048439.58,776166.3,164516.09,1176061.67,200665571.98,2120135.64,0,180308622.6,1428490.54,2329038.8,0,48099245.23,580955.91,2612911.73,87183401.79,7235464.6,25422640.11,180825875.79,224943067.33,1789598.09,18865293.88,436358.15,135887.51,73221843,2624611.43,10458367.69,9262974.51,34708779.85,8689814,2140543533.17,47755459.16,7482717,91918124.32,3611764.77,38627.27,0,0,1379714.9,32226470.11,92500584.0199999,21052272.58,257373729.49,61241.16,272840,1498069.68,2558665.47,1291972.22,10836.49,14221.43,0,21258003.46,4661774.18,4615610.99,167346.7,622676.51,205843027.89,105558.7,104231.27,1649300.14,0,685972.9,0,0,55132249.75,16773084.71,138606741.88,0,194902.12,8779623.39,8161843.63,151021.77,15831791.8,0,51189.96,22182.67,6323,0,0,0,6271233.47,0,129484,0,1203441,27001,0,0,1385174,1300054.53,36399432,0,3894953,18239111.2,172210.28,565771.99,67421,0,19701,6300,162283,0,1360,0,3259,227326.1,49902,203899,0,0,4567305,0,0,0,0,0,0,196342.67,0,4614,0,455527,0,0,1178,0,0,0,34953,0,0,6875,0,0,0,0,0,0,426696,0,1125,0,0,0,0,0,0,0,0,0,0,107990,0,21108,0,0
"ESP",961659629.23,31247513.68,34293594.53,4694710.69,533208678.59,382697772.82,66587357.04,176842915.29,406046707.32,12908398374.23,642012382.050001,135453839,181946700.52,0,489194507.95,18112562045.66,8494716561.94,967455681.65,53660809.29,855405.11,867708230.779999,42988667.18,7798818,350196754.66,467215593.86,40809216.66,672158220.79,9829198641.72999,24719508.3,103158.04,521686811.14,183161480.1,56547906.42,17688083.14,1012493967.26,253141691.87,66183062.63,3991429470.26,601060851.03,69334959.33,174482656.4,272216827.24,129025999.78,8179426259.33,8447936.48,94868462.0899999,57709131.25,951857239.409999,269675673.05,28336209.44,1379501645.42,150771911.19,4561137230.65,270480512.42,238592014.63,1275477689.7,413886764.92,2733885.59,13879908.56,30939121.53,31481585.41,1348614399.13,538155040.58,1197705246.91,655915552.47,29528543.79,427569634.62,317036991.15,32482524,25203008.34,124651309.39,19353058.14,10546343.29,97541960.24,281830251.03,210347695.21,391620707.28,65726192.38,1290621695.29,23018369.67,807702989.040001,10235695.25,19377976.99,72925698.86,109726929.09,36790254.51,1040588648.14,89291434.74,777001043.039999,4736126.28,533221085.27,113229840.82,211739296.29,17141700.8,84806722.81,619403.65,89328560.98,38414235.19,45448630.32,674197,4344431.06,20595337.86,351376671.44,3538596.23,286057962,9059875,3535273.41,11609470,35661998.23,66004333,8958848,33749208.55,505467429,2953043,93394409,24516031.76,4490418.79,1781367.42,10928121.84,340803,17985155.1,3469743.3,2582577,164110406,30453198,19402027,15427417,871317,97221325.14,800667.16,6737343,8590524,472157488,3017193,1366778,278770,269444521,3227517,24747705,873562.7,5377905,12721112,2407842,95177913,72027,73367743,159215494,11737439,349092,20242,9761394,41969543,1022153,646953,46226338,99131,1583444,387598,722724,4803354,40058815,14431931,888143,279415,0,15989246,3972,115103,0,11338725,1151,893732,49182,2420434,0,235157,0,0
"FIN",400281769.64,8406776.5,2263288.26,5998818.75,803915887.24,52316828.43,3398029.42,20250803.36,301734712.07,4203507184.12,1274038891.95,3459396,5402904.91,936488058.42,0,1906461712.12,3883639770.41,236570973.15,3038536.71,554486,631705330.18,667670.55,396248,538352418.92,352276325.08,34112661.57,168567505.18,1223162962.52,2850253.12,30556.69,524453790.98,42692798.7,193720631.18,6833376.17,97236847.0200001,335876633.85,3350643.34,1788746086.27,1210636678.56,113093965.64,4781137.13,19984009.98,129744950.98,219224263.51,1468363.35,4593289.15,2686439.15,3517852977,454365977.72,11789760.91,342620667.69,7843643.08,2895888107.21,30145701.85,208398511,107769302.13,529485994.21,7640898.61,327955.3,9442013.8,24641335.99,266213038.69,430257118.44,424135800.7,143796747.09,9935487.29,8722115.57,177759937.48,1121189582.18,1947448.93,11797839.73,346547.7,11805.15,35028754.16,222443146.17,253712636.82,111128126.65,10017234.45,839241120.48,266532514.36,35646235.12,3897707.01,657303.63,4682392.61,12134132.94,14847372.25,736236215.25,31842873.12,2758926811.75,171246.44,387370272.05,76192302.03,43299214.32,8447307.99,128465543.62,59849,9338813.13,396930.81,20630671.46,3091086,819584.99,345034.63,47680335.25,13976034.46,256893799,4567147,6072741.02,3506726,4512757.84,18138166,31000,722110.48,104722905,179607,22330223,8295076.31,116575.46,2637968.53,321118.6,2920268,863658.13,1622712.59,67514,203390,678966,4007786,26324106,288472.19,180373,32058,141157,110846,1439700,651777,1023083,226241,28360,0,0,1098707.95,269088,54820671,5392914,15095384,1472042,392122,8102537,17934672,133334,0,1037941,486924,11642373,4832610,5740254,0,57967,978098,4442315,22406031,12120511,8624744,1248144,1447483,0,24784,0,0,0,577810,0,19081,0,297205,0,0,1215512,0
"FRA",3013944020.57,24047409.93,21154651.24,10708730.86,3398480471.1,425269623.99,68584677.42,160013903.31,1130845474.4,41377644542.2999,2461007664.39,67892853,101086128.76,21644831602.19,1454705451.98,0,27448709020.46,2415573692.5,32685000.61,13725555.43,2848102664.22,12362359.33,35365109,1548643005.65,1881263110.43,73413750.7699999,1012272580.53,26486830775.79,153921974.9,2393817.53,1970920235.17,808546354.93,155299650.44,25418370.76,1210657285.49,1430221013.73,10916907.67,11700406352.79,1484287670.71,220819430.72,158056875.17,160207601.23,1687457177.86,3665442791.25,86993238.5,456625427.06,148670327.12,3785845527.99,999786316.74,26220938.68,2943232175.51,141451655.84,18271086426.34,286348369.14,1014608525.75,1381589857.61,1325830087.7,27934563.58,177781603.2,206940096.11,164574117.86,1718007835.16,3390549468.81,7901348925.96999,512626669.58,402480042.43,2162442218.31,1454543769.49,96104649.9500001,41292196.06,173595779.54,161483362.79,21497260.57,290286364.9,929600952.719999,849341049.32,894134259.23,175048392,4735323082.74,61856027.62,1976183674,43734852.88,183013440.62,428014430.95,501619184.92,173041317.54,2501278072.13,629349882.09,2228255026.15,11620481.01,3025252786.56,430674945.69,997717283.68,30036522.07,349683235.64,12836526.23,729548518.21,398510903.29,132269115.23,3134272,87430615.0400001,132965953.03,1935362582.2,16735810.33,1005217496,23374072,33469417.43,33841695,354656095.64,271768139,15499560,45974026.68,1434673675,4143659,202561189,155546070.18,11491176.72,25786497.79,195527295.29,14254538.54,60157850.71,24110870.73,18086346,118224551,148695368,94692932,62107763,1170857.21,28240436.44,50960379.28,37990041,171696220,215009073,50834440,13205022,3399247,17093362,8353329,27250105,10921567.29,133077077,88268247,39950997,245590227,9409421,63309930,341604098,57717580,32423311,1385262,15502080,142737584,7245545,5719480,501779235,4202187,8277257,50739373,36811400,62994250,414357493,57777670,7235972,5812472,0,109578,34466,96268.79,110265,400799746,94831,25122184,1015559,5478216,1532603,20241615,0,0
"GBR",1925972298.72,29559374.66,26869681.06,88227943.81,1661676157.88,304481338.73,56583266.26,439505111.31,1073786534.31,27269918396.38,3282815882.56,58540346,75962373.55,9967782474.98,2392179878.57,22467745686.58,0,1748871152.28,50113042.56,55116591.09,5423352965.8,18317833.3,13451323,1115400544.44,13471985942.23,228878311.72,1526803641.02,13689596715.65,136120416.65,18193563.45,3395571943.58,334722444.91,211758947.17,67167767.69,887534400.689999,2006220342.7,6653753.56,17374088676.08,3340238254.49,720654162.179999,93532424.37,131845850.31,800714349.37,2495325659.34,121361614,43085609.42,36729926.36,6449394162.41,1387454528.24,200324080.25,2762080914.65,75338246.95,29756019828.95,317813268.23,2527653223.83,822379367.35,3544343087.58,71955602.45,13733520.87,195751048.36,136777197.34,1563973949.05,4149294960.75,3405387720.61,346292973.94,52437265.97,256730446.69,700407424.23,140816618.45,111781188.11,472340731.419999,89124347.07,37660843.08,204311360.09,737553994.56,1893435441.74,703910194.520001,250148056.97,6824785564.92,110115733.63,326996343.18,32922654.1,37461777.56,392618115.01,791863459.85,401005438.32,2333734370.01,386187389.56,1785365564.45,11058080.46,3318739123.99,280828044.78,251733358.02,133159016.69,260682819.56,3449337.67,100815248.44,48818030.93,373961157.22,27767084,15012186.24,24554330.04,212753344.05,67063128,1920811158,15009774,48264705.38,6724327,132087993.47,384747136,38599026,73800430.47,2479743414,46626428,125186123,94176485.7100001,13037991.92,16088840.65,19347901.45,7042006.76,42022083.9,105497421.77,15581723,118207671,76506897,236041341,55340368,21929673.99,94398053.29,1920571,20195581,33385425,28498968,24569865,11213298,15220205,118629965,2176727,11846260,4418292.96,10231337,85142868,3464439,704946330,4896624,19517599,422896872,292241245,23419099,115043,22273969,12960431,11967292,16137209,340411604,2667869,19758534,1751815,12237039,66939258,142852893,144000676,4269377,2330633,0,27512615,154939,279923.91,10837063,26926669,50410,20772713,1317210,96569699,14323838,1127119,0,0
"GRC",143358095.28,34413877.9,63477,1063831.09,63096527.14,506419.35,150704.3,276005442.66,55246290.48,1694810676.66,89900674.94,728497,861719.85,261804796.85,80422967.77,490627461.01,702679224.179999,0,2350241.81,2461453.49,64139414.15,3322638.79,125564,59628927.22,30426708.69,1825446.11,113637063.64,1371443919.69,239085.97,0,34772635.15,139353513.66,23454828.16,151189.03,17724427.96,9327315.32,7808,425834076.5,43785559.65,6614194.7,54060823.02,1086414.8,5117262.15,47885072.4,15010832.49,2465324.53,77978.91,124826156.6,15282360.39,213935.09,463951549.82,4022638.11,473635539.43,3049893.13,20638853.75,18037907.92,63949809.69,18527278.91,529744.66,8949520.67,211152067.8,40844390.98,64337049.43,86798531.6,6232277.73,5045309.78,31686950.19,126446647.15,2511576.92,8340017.18,2566698.87,2784242.72,1118912.99,30680496.24,56821253.16,24722605.87,23556638.9,33405010.63,86591076.8,4658823.35,20242203.72,205509907.64,162356.21,59361790.37,31812122.01,4751022.82,92659153.73,196554302.11,230369129.86,915773.83,36195839.5,18292214.55,16728842.47,9724045.63,79218899.69,162121.51,3337395.73,963572.72,8095170.68,62881,317794,1139316.48,48180638.99,95852.46,43162350,4165287,23585603.47,8872363,1083237.23,7056425,5023649,878815.84,81597456,1204075,44232427,219155770.78,158211015.2,11463744.91,239236.68,4836,72410.99,1195520.68,607907,1734093,566093,2193172,5772837,713889,636370,214300.54,555571,340421,990969,1835254,279059,31919,79379611,31396,64398,4917449.71,145315,13580324,647498,12974144,66714,18409183,41829240,2175911,218003,1133,25525,129189,339405,184063,4285592,248080,182756,41778,68790,4868317,752039,3773607,1749469,523724,0,0,0,0,805041,0,0,4875,0,0,23171,17807,0,0
"GTM",14124616.64,218370.66,1244741.18,4040842.52,481156.43,10442171.5,124319087.88,24087.55,2717673.11,134039381.48,5873739.68,17864295,4504557.45,16581748.07,25447634.15,40739431.05,22043068.5,1053145.34,0,635914,1553573.2,174209601.71,8620708,167137.84,1872375.66,64101.22,2736080.37,29218430.17,9112708.53,21235.36,8133449.35,41975.03,3071585,1356.8,92542188.8999999,196790.19,100163526.24,58374044.67,16449171.3,758104.81,47361917.45,27994918.81,247112.68,13759517.15,289743.15,61455,320812094.16,26336169.82,168458.59,3330963.59,23885.93,176743.8,1509568718.66,31068677.28,1544692.38,1648970.55,2319327.08,0,0,1801.21,43489.33,7323824.01,86145174.6,15270273.95,57481551.11,16526.49,3617680.95,577476.53,173653.09,17194,207473.57,0,0,4638997.76,421986.1,981538,0,1417169.74,70447693.92,7402.17,27728091.09,11451.32,0,145708.97,144659.44,478635.17,9024057.68,131982.6,7379921.61,0,7425931.5,1600774.4,704031.59,0,548703.02,0,10201438.31,52072.62,7003,0,0,0,43984.93,0,3441156,0,0,0,40508.48,193300,1191895,69860,18970566,0,1927998,123838.44,2527,0,0,0,0,0,34699,0,0,227085,0,8704230.56,6384954,0,0,0,4872228,0,0,0,0,0,0,106742.47,0,0,0,1312477,0,0,0,21799594,0,0,0,0,817492,0,622689,0,508387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307720,0,0,0,0
"GUY",308151.32,118000,29000,9047618.82,12642.82,4558427.71,0,1000,270888.48,32416193.37,83000,538000,1398738.31,3720323.59,0,15197731.87,131652633.13,78433.5,0,0,3273411.72,0,8142000,0,701968.59,0,0,5769059.32,25542154.66,272628.68,9967712.16,4031.74,0,0,709895.56,8851,723000,16720095.05,193694.19,450795.68,1561208,287862.79,0,17768858.29,8786,3323866.25,74633.14,211000,3665.92,16570315.79,781558.8,0,186719573.18,2754527.88,3776238,0,427337.83,0,0,0,11992,1000,249259488.52,130088.71,339198.59,0,0,0,4166.58,0,4152,0,275000,0,21247.5,658270.01,0,0,15698378.54,0,19221.27,0,0,0,993040.46,1050,1316197.17,24985.5,18203.02,9516,1000,12908.77,30410.14,174948.72,3277513.34,0,0,1321.07,0,0,0,6000,0,0,0,0,1000,0,0,4000,6000,1000,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,48827.11,8000,0,0,0,924000,0,0,9000,0,0,0,0,0,0,0,1317000,0,0,0,0,60000,0,5000,0,0,0,0,0,2795000,0,0,0,0,0,0,0,27000,0,0,0,0,0,0,0,0,7752000,0,2430000,0,0
"HKG",198838101.15,1691383.38,3389065.41,3624529.6,9637767752.34,43806681.91,32660947.82,26245739.15,85958847.4600001,1872458707.36,228792069.86,29429730,31977398.25,189870009.83,135237040.83,618241238.85,6477826956.56,58428608.05,40636042.04,3515563.17,0,35457781.49,6555739,423758142.93,184357542.28,10672939.31,181007380.37,277035530.08,24606711.47,393156.66,932072280.129999,18824903.97,12354459.35,877810619.009999,196440535.57,1618128303.14,8353589.13,2266377238.72,153285831.69,103179925.24,450751733.55,22878997.86,1695249166.96,38407896.99,14883539.38,11513008.49,23789204.43,944741968.58,600282980.79,12753354.85,153390310.93,66575482.76,7493070006.52,88919783.84,383364043.03,79722670.78,529720390.06,143313.11,4426193.31,119407121.05,7979382.88,448702986.39,675337716.03,156878355.6,84578181.6899999,3929007.7,7313454.44,191917298.43,12206741.55,1997897.27,19015965.63,16497764.19,24401506.24,18237881.37,63384423.7,280355189.98,13865477.95,18479107.06,1573531183.79,3099979.16,28705977.7,1946702.8,11783938.91,11402524.46,120371773.56,33770852.19,120329023.6,23728329.76,118723030.77,4086050.76,1797379975.09,24014373.51,18632536.28,9251642.87,7541844.23,165653.38,18663114.44,8573257.26,30238974.63,11738248,8725544.68,30516908.23,21582928.9,8254334.69,812656153,200463,861013.93,0,134980447.13,38073263,17211513,92375395.23,350763319,2112773,16660643,6580764.54,208494.92,4046359.11,19558989.89,7829774.82,1693975.67,22599127.2,7151973,26773219,45645859,22376487,1176438,1041009.69,12199269.21,545677.09,40300722,42126601,10899107,2802005,0,16182713,4802181,428833,406401,619280.45,18212,1161591,48562654,49831468,6397857,4769997,19636324,281242225,42465567,0,8553157,11500608,64829795,25808105,15715853,73625,4063685,1118584,93775,225781,412853722,23137262,96654,16791,0,0,0,219602.52,0,13971874,0,209633154,318257,2488819,0,0,0,0
"HND",24343091.39,195069.95,41315.99,1263209.3,898226.37,4083312.46,38422524.74,18532,3997932.26,182812581.83,1681283.77,2182271,986676.8,67074948.4,18007776.8,39487566.93,70411573.49,563161.22,67124902.73,0,844299.56,0,286100,241362.05,10966390.76,143879.03,906375,58008899.27,1527162.07,5850,34036920.9,805162.91,0,9097.83,8066635.48,0,108025043.43,29777013.66,620303.62,66089.75,12946116.94,105338.77,176693.48,9219120.29,55066.98,0,88725796.67,2147333.07,31146.54,8590627.2,8585607.32,86865.67,2592123520.16,1883467.77,1184292,157459.39,686581.21,0,60520.44,111444.82,10636.54,240148.51,37402825.69,10359485.67,175578.88,0,0,219437.83,11973.99,63967,17249.07,351768.31,6794.8,340408.78,302216.45,32169.71,0,119560.15,153761202.95,102811.54,862268.35,40682.95,0,12558.74,152815.83,104118.2,2854111.86,61080.54,2348510.7,28491.75,2642135.1,4607746.02,173347.97,0,15975.52,0,1026,0,0,0,0,18956.37,42251.54,79619,0,0,0,0,0,0,9637932,1878,0,0,0,0,0,0,7633,0,0,41940.98,0,0,0,0,0,892112.67,0,0,0,0,105979,0,0,0,0,0,0,7328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36800,0,0,0,0,0,0
"HTI",14651.03,80538.72,0,143043.94,0,2889,11951,0,10295.12,2851641.25,8087.8,55463,57749,2094503.69,0,10380767.67,2238348.38,54704.25,22668.15,1940.79,10639.68,0,0,10119.38,41288,0,1361,5620714.05,25714,2418,44316.94,0,0,0,477793.86,0,50438,2149646.78,91168,2572,87897.72,7719,259895,0,0,0,0,25943.84,17398,36641.38,0,0,207707975.5,106035.55,0,19022.66,16782,0,0,4249,1113,126601.22,2838185.18,1597535.78,1466.59,52382.41,97760,1004,0,255389.97,0,0,0,0,17728.03,0,0,0,538420.45,0,133885.58,0,0,0,0,0,2722,4913.26,2111,0,0,0,0,0,0,0,0,0,0,0,13261.1,0,1402,0,0,0,0,0,0,0,0,0,0,0,0,0,1226.43,0,0,0,0,2910.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12462,0,0,0,0
"IDN",130547587.77,251526,816964.8,1233733.02,2458124540.44,31065491.09,3350362.4,19280705.78,43010839.23,2246614384.05,205039256.22,10001267,7927469.59,971895410.51,125232013.82,1014966700.01,1645062786.37,119454013.16,4727048.48,874373.03,1841912319.5,11998040.66,1859876,0,73606466.83,3344085.63,15942976.32,949981662.09,6731729.19,98175.03,3803311999.77,52510128.18,480130.84,22726954.36,279282008.46,1484967714.28,1475229.51,1208852779.28,73092057.06,131647742.72,87874197.12,30225986.76,790567702.86,46901400.26,21511375.94,8345879.5,2799741.53,89637869.07,907137941.13,5071728.67,141386166.99,7198608.66,8978709005.07999,23420981.11,152571363.06,117780705.79,1475376228.67,0,294181.36,129731013.33,26057463.08,283447027.82,553259009.45,136637316.67,105994167.82,6527384.36,73599648.21,168329632.84,8920861.47,16300588.84,15986556.24,6311142.89,2261882.54,7741555.43,54459811.55,748706507.319999,94202980.75,60684910.01,13568487940.06,264386.35,25669786.24,1714011.32,2824577.05,3572905.8,51329126.98,35023017.46,195934805.5,22168431.64,120600999.69,885885.6,4222815289,17012771.17,29596242.84,14751312.81,24654161.01,207611.14,6456313.78,4089053.18,102551421.12,314906,11285038.69,16622762.82,29039614.93,947317.11,520313423,66769,2649645.37,40595,28213370.21,139110387,977349,6862141.79,463592494,454405,40354425,39875705.89,212922,144877.41,9373558.99,420516.47,1241708.22,3487986.92,14404317,4206705,8459365,13879900,313755,411816,447924.4,536202,2302490,3619251,5631643,1066213,2535086,2641213,0,103151,57352,1250995.65,9068743,252710,67108840,51078586,597415,1376604,3659890,90448648,138855696,6192,2548386,8307091,1690229,18796741,15613344,207795,2481875,67302,415000,113499,349754721,2824396,0,0,0,0,8740,88962.32,62500,941483,9332,2568068,40685,44489,0,0,0,0
"IRL",280432274.69,4136210.35,4252266.57,2133671.44,75217875.3,30416059.43,13268099.96,26422255.75,139581054.39,4592907487.84,535783619.89,6023402,6766796.73,1547614271.92,288916263.8,4086466965.36,11484519077.99,202004402.63,11995318.62,1812731.63,240795918.01,5284705.87,657334,41335204.76,0,26837165.75,169907509.72,2091802450.8,8011285.03,50473.92,984959686.52,40569375.67,36009394.63,2013896.16,273258639.77,468143243.38,527745.02,2748279798.06,507880332.99,60310463.76,19217838.49,18544474.68,173473025.9,247584928.3,5744024.48,14702177.16,4592919.59,771837870.56,118716865,28746936.14,249072437.81,7533816.39,5697991335.24,23145460.75,315108498.21,80158133.34,501949226.06,1449969.02,3353558.08,10793204.24,7599227.43,210100680.58,609682909.42,1233554347.18,53792172.1,15390982.52,35064644.72,158164379.95,27404702.69,4709487.84,12606581.29,2476643.54,830081.72,42733034.37,77379775.72,50649292.2,18073724.27,20824732.68,2290818586.33,13307874.18,33861833.93,3837815.61,2980472.4,32489498.01,63939701.12,23242245.25,238386831.48,23142988.95,407759114.87,3070615.01,331469700.67,36619591.02,26188680.52,8518938.45,47631164.87,2001192.41,21516414.25,6736830.89,6832666.75,421005,1355656.25,2255211.95,21953491.92,4877426.28,112872022,823218,2319561.95,817389,12925951.87,26875960,33197351,14101114.08,277360318,2011173,6603560,16803686.29,891833.97,5737955.48,2914155.47,155670.12,2599133.63,3957591.75,531757,3297857,2586530,13687567,6928824,4233446.44,1781417.18,771497.95,16754978,4457471,2680136,673221,454555,141152,1834980,3639,46544,938798.44,47110,7710274,196966,37243042,814228,1095234,27147916,8207969,1083339,0,797418,749520,1973907,1365266,11005708,35464,202614,240034,256413,2751271,8757336,7353600,189849,259445,0,277897,0,0,199255,696108,0,88291,1514,2797933,41895,0,0,0
"ISL",3033266.63,7148,0,15110.93,9427173.11,284938.76,4947,356938.58,1842839.19,266112300.26,140662026.89,27846,20264,69253665.64,22608796.89,120483949.33,390556219.04,8248852.65,0,0,371249.29,0,0,255955.63,6795270.08,0,1943293.31,33134384.14,1113968.11,0,5649152.27,96978.46,5256840.12,15562.92,2028722.63,305409.46,56945.83,76634466.46,111481736.63,1202291.6,566943.62,16465.31,775004.54,44971468.06,73202.03,3047.6,0,30507571.68,7767969.76,12341,4708774.01,260825,276979820.17,18662.38,5034684.06,1682088.85,3233594.74,2132.05,8431,453373.91,479607.87,17969852.37,52824082.62,54909574.2,5215268.07,18368.35,206270,1592904.08,2138358.63,233841.03,545488.2,1383,53982,1396610.82,793739.1,968368.52,74107,0,163270925.45,1391423.73,2172015.78,62947.96,4879,141186.81,26888577.85,0,8937431.05,147444.46,36890244.57,18506,168708,24087.06,911245.32,639276.8,617974.55,180961.74,62443.73,7488.38,13974,28417,15985.67,180878.49,137432.12,2113.27,119482,100615,0,0,288667.61,0,0,0,27539,0,0,248057.2,0,33130,0,64723,0,242015.59,0,0,0,1202,0,0,0,0,0,0,0,0,0,5546,0,0,80427,2428556.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187293,0,0,0,0,0,0,0,7232,0,19332,0,0
